date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin
12-48-05,0,0,0,0,0,0,30,0,0,0,0
12-49-05,0,33,0,0,0,0,0,0,0,0,0
12-50-05,31,34,0,0,0,0,36,0,0,0,0
12-52-15,0,0,0,0,0,0,0,0,0,31,0
12-53-05,44,0,0,0,0,0,33,0,0,0,0
12-54-05,41,0,0,0,0,0,37,0,0,0,0
12-55-05,47,0,0,0,0,0,40,0,0,0,0
12-56-05,46,0,0,0,0,0,40,0,0,0,0
12-57-05,42,0,0,0,0,0,34,0,0,0,0
12-58-05,44,0,0,0,0,0,31,0,0,0,0
12-59-05,37,0,0,0,0,0,33,0,0,30,0
13-00-05,43,0,0,0,0,0,33,0,0,33,0
13-01-05,44,0,0,0,0,0,33,0,0,32,0
13-02-05,39,0,0,0,0,0,35,0,0,34,0
13-03-05,41,0,0,0,0,0,40,0,0,35,0
13-04-05,40,0,0,0,0,0,43,0,0,29,0
13-05-05,39,0,0,0,0,0,42,0,0,31,0
13-06-05,38,0,0,0,0,0,33,0,0,32,0
13-07-05,41,0,0,0,0,0,30,0,0,30,0
13-08-05,41,0,0,0,0,0,29,0,0,30,0
13-09-05,39,0,0,0,0,0,31,0,0,30,0
13-10-05,39,0,0,0,0,0,31,0,0,30,0
13-11-05,40,0,0,0,0,0,32,0,0,30,0
13-12-05,39,0,0,0,0,0,32,0,0,30,0
13-13-05,39,0,0,0,0,0,32,0,0,30,0
13-14-05,39,0,0,0,0,0,32,0,0,30,0
13-15-05,39,0,0,0,0,0,31,0,0,30,0
13-16-05,41,0,0,0,0,0,33,0,0,35,0
13-17-05,39,0,0,0,0,0,32,0,0,39,0
13-18-05,38,0,0,0,0,0,33,0,0,33,0
13-19-05,40,0,0,0,0,0,32,0,0,35,0
13-20-05,46,0,0,0,0,0,33,0,0,36,0
13-21-05,45,0,0,0,0,0,30,0,0,36,0
13-22-05,46,0,0,0,0,0,32,0,0,42,0
13-23-05,46,0,0,0,0,0,32,0,0,41,0
13-24-05,46,0,0,0,0,0,30,0,0,35,0
13-25-05,46,0,0,0,0,0,33,0,0,38,0
13-26-05,46,0,0,0,0,0,33,0,0,38,0
13-27-05,46,0,0,0,0,0,33,0,0,38,0
13-28-05,46,0,0,0,0,0,34,0,0,38,0
13-29-05,46,0,0,0,0,0,33,0,0,38,0
13-30-05,46,0,0,0,0,0,33,0,0,38,0
13-31-05,46,0,0,0,0,0,33,0,0,38,0
13-32-05,46,0,0,0,0,0,33,0,0,37,0
13-33-05,46,0,0,0,0,0,32,0,0,37,0
13-34-05,46,0,0,0,0,0,32,0,0,38,0
13-35-05,46,0,0,0,0,0,31,0,0,37,0
13-36-05,46,0,0,0,0,0,32,0,0,38,0
13-37-05,46,0,0,0,0,0,32,0,0,36,0
13-38-05,46,0,0,0,0,0,31,0,0,38,0
13-39-05,46,0,0,0,0,0,31,0,0,37,0
13-40-05,46,0,0,0,0,0,31,0,0,36,0
13-41-05,46,0,0,0,0,0,31,0,0,38,0
13-42-05,46,0,0,0,0,0,30,0,0,36,0
13-43-05,46,0,0,0,0,0,32,0,0,38,0
13-44-05,46,0,0,0,0,0,31,0,0,36,0
13-45-05,46,0,0,0,0,0,30,0,0,36,0
13-46-05,46,0,0,0,0,0,30,0,0,36,0
13-47-05,46,0,0,0,0,0,32,0,0,38,0
13-48-05,46,0,0,0,0,0,32,0,0,37,0
13-49-05,46,0,0,0,0,0,32,0,0,38,0
13-50-05,46,0,0,0,0,0,32,0,0,38,0
13-51-05,46,0,0,0,0,0,33,0,0,38,0
13-52-05,45,0,0,0,0,0,33,0,0,38,0
13-53-05,46,0,0,0,0,0,34,0,0,38,0
13-54-05,46,0,0,0,0,0,33,0,0,37,0
13-55-05,46,0,0,0,0,0,34,0,0,38,0
13-56-05,46,0,0,0,0,0,33,0,0,38,0
13-57-05,46,0,0,0,0,0,34,0,0,37,0
13-58-05,46,0,0,0,0,0,33,0,0,38,0
13-59-05,46,0,0,0,0,0,33,0,0,37,0
14-00-05,46,0,0,0,0,0,32,0,0,37,0
14-01-05,46,0,0,0,0,0,33,0,0,37,0
14-02-05,46,0,0,0,0,0,33,0,0,39,0
14-03-05,46,0,0,0,0,0,33,0,0,38,0
14-04-05,46,0,0,0,0,0,33,0,0,38,0
14-05-05,46,0,0,0,0,0,33,0,0,38,0
14-06-05,46,0,0,0,0,0,33,0,0,38,0
14-07-05,46,0,0,0,0,0,32,0,0,37,0
14-08-05,47,0,0,0,0,0,31,0,0,37,0
14-09-05,29,0,0,0,0,0,0,0,0,29,0
14-10-35,31,0,0,0,0,0,30,0,0,0,0
14-11-05,30,0,0,0,0,0,31,0,0,0,0
14-13-15,30,0,0,0,0,0,0,0,0,0,0
14-19-55,0,0,0,0,0,0,32,0,0,0,0
14-20-55,29,0,0,0,0,0,0,0,0,0,0
14-21-05,36,0,0,0,0,0,0,0,0,0,0
14-22-05,31,0,0,0,0,0,0,0,0,0,0
14-31-35,0,0,0,0,0,0,31,0,0,0,0
14-32-25,0,0,0,0,0,0,29,0,0,0,0
14-33-05,0,0,0,0,0,0,30,0,0,0,0
14-34-25,0,0,0,0,0,0,34,0,0,0,0
14-35-05,0,0,0,0,0,0,30,0,0,0,0
14-36-15,0,0,0,0,0,0,29,0,0,0,0
14-38-55,0,0,0,0,0,0,30,0,0,0,0
14-39-05,0,0,0,0,0,0,31,0,0,0,0
14-59-35,0,0,0,0,0,0,0,0,0,30,0
15-00-05,0,0,0,0,0,0,0,0,0,40,0
15-01-05,0,0,0,0,0,0,29,0,0,36,0
15-02-05,0,0,0,0,0,0,29,0,0,37,0
15-03-05,0,0,0,0,0,0,29,0,0,37,0
15-04-05,0,0,0,0,0,0,29,0,0,38,0
15-05-05,0,0,0,0,0,0,29,0,0,37,0
15-06-05,0,0,0,0,0,0,29,0,0,37,0
15-07-05,0,0,0,0,0,0,29,0,0,37,0
15-08-05,0,0,0,0,0,0,29,0,0,37,0
15-09-05,0,0,0,0,0,0,29,0,0,37,0
15-10-05,0,0,0,0,0,0,30,0,0,37,0
15-11-05,0,0,0,0,0,0,29,0,0,37,0
15-12-05,0,0,0,0,0,0,29,0,0,37,0
15-13-05,0,0,0,0,0,0,29,0,0,38,0
15-14-05,0,0,0,0,0,0,29,0,0,37,0
15-15-05,0,0,0,0,0,0,29,0,0,36,0
15-16-05,0,0,0,0,0,0,29,0,0,37,0
15-17-05,0,0,0,0,0,0,29,0,0,34,0
15-18-05,0,0,0,0,0,0,29,0,0,37,0
15-19-05,0,0,0,0,0,0,0,0,0,37,0
15-20-05,0,0,0,0,0,0,29,0,0,36,0
15-21-05,0,0,0,0,0,0,0,0,0,36,0
15-22-05,0,0,0,0,0,0,0,0,0,36,0
15-23-05,0,0,0,0,0,0,29,0,0,35,0
15-24-05,0,0,0,0,0,0,29,0,0,36,0
15-25-05,0,0,0,0,0,0,29,0,0,35,0
15-26-05,0,0,0,0,0,0,29,0,0,36,0
15-27-05,0,0,0,0,0,0,29,0,0,36,0
15-28-05,0,0,0,0,0,0,29,0,0,36,0
15-29-05,0,0,0,0,0,0,29,0,0,36,0
15-30-05,0,0,0,0,0,0,29,0,0,37,0
15-31-05,0,0,0,0,0,0,0,0,0,35,0
15-32-05,0,0,0,0,0,0,29,0,0,35,0
15-33-05,0,0,0,0,0,0,29,0,0,34,0
15-34-05,0,0,0,0,0,0,29,0,0,30,0
15-35-05,0,0,0,0,0,0,29,0,0,30,0
15-36-05,0,0,0,0,0,0,30,0,0,30,0
15-37-05,0,0,0,0,0,0,30,0,0,30,0
15-38-05,0,0,0,0,0,0,30,0,0,30,0
15-39-05,0,0,0,0,0,0,29,0,0,30,0
15-40-05,0,0,0,0,0,0,29,0,0,30,0
15-41-05,0,0,0,0,0,0,29,0,0,30,0
15-42-05,0,0,0,0,0,0,29,0,0,30,0
15-43-05,0,0,0,0,0,0,29,0,0,30,0
15-44-05,0,0,0,0,0,0,29,0,0,30,0
15-45-05,0,0,0,0,0,0,30,0,0,31,0
15-46-05,0,0,0,0,0,0,30,0,0,30,0
15-47-05,0,0,0,0,0,0,30,0,0,30,0
15-48-05,0,0,0,0,0,0,30,0,0,30,0
15-49-05,0,0,0,0,0,0,30,0,0,30,0
15-50-05,0,0,0,0,0,0,29,0,0,30,0
15-51-05,0,0,0,0,0,0,29,0,0,30,0
15-52-05,0,0,0,0,0,0,30,0,0,30,0
15-53-05,0,0,0,0,0,0,30,0,0,30,0
15-54-05,0,0,0,0,0,0,30,0,0,30,0
15-55-05,0,0,0,0,0,0,30,0,0,30,0
15-56-05,0,0,0,0,0,0,29,0,0,30,0
15-57-05,0,0,0,0,0,0,30,0,0,30,0
15-58-05,0,0,0,0,0,0,29,0,0,30,0
15-59-05,0,0,0,0,0,0,30,0,0,30,0
16-00-05,0,0,0,0,0,0,29,0,0,30,0
16-01-05,0,0,0,0,0,0,29,0,0,30,0
16-02-05,0,0,0,0,0,0,30,0,0,30,0
16-03-05,0,0,0,0,0,0,30,0,0,30,0
16-04-05,0,0,0,0,0,0,30,0,0,30,0
16-05-05,0,0,0,0,0,0,30,0,0,30,0
16-06-05,0,0,0,0,0,0,30,0,0,30,0
16-07-05,0,0,0,0,0,0,30,0,0,30,0
16-08-05,0,0,0,0,0,0,29,0,0,30,0
16-09-05,0,0,0,0,0,0,30,0,0,30,0
16-10-05,0,0,0,0,0,0,29,0,0,30,0
16-11-05,0,0,0,0,0,0,29,0,0,31,0
16-12-05,0,0,0,0,0,0,30,0,0,31,0
16-13-05,0,0,0,0,0,0,30,0,0,30,0
16-14-05,0,0,0,0,0,0,29,0,0,30,0
16-15-05,0,0,0,0,0,0,29,0,0,30,0
16-16-05,0,0,0,0,0,0,0,0,0,30,0
16-17-05,0,0,0,0,0,0,0,0,0,30,0
16-18-05,0,0,0,0,0,0,0,0,0,30,0
16-19-05,0,0,0,0,0,0,0,0,0,30,0
16-20-05,0,0,0,0,0,0,0,0,0,30,0
16-21-05,0,0,0,0,0,0,0,0,0,30,0
16-22-05,0,0,0,0,0,0,0,0,0,31,0
16-23-05,0,0,0,0,0,0,0,0,0,30,0
16-24-05,0,0,0,0,0,0,0,0,0,30,0
16-25-05,0,0,0,0,0,0,0,0,0,30,0
16-26-05,0,0,0,0,0,0,0,0,0,30,0
16-27-05,0,0,0,0,0,0,0,0,0,30,0
16-28-05,0,0,0,0,0,0,0,0,0,30,0
16-29-05,0,0,0,0,0,0,0,0,0,30,0
16-30-05,0,0,0,0,0,0,0,0,0,30,0
