date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin
09-00-05,42,49,0,0,41,59,59,0,0,29,0
09-00-15,42,50,0,0,40,59,59,0,0,29,0
09-00-25,42,50,0,0,41,59,59,0,0,29,0
09-00-35,42,50,0,0,41,59,59,0,0,29,0
09-00-45,41,50,0,0,39,59,59,0,0,29,0
09-00-55,43,50,0,0,41,59,59,0,0,29,0
09-01-05,42,50,0,0,41,59,58,0,0,29,0
09-01-15,43,50,0,0,40,59,59,0,0,29,0
09-01-25,43,50,0,0,41,59,59,0,0,0,0
09-01-35,42,50,0,0,40,59,59,0,0,29,0
09-01-45,42,50,0,0,41,59,59,0,0,29,0
09-01-55,43,49,0,0,40,59,59,0,0,29,0
09-02-05,42,49,0,0,41,59,59,0,0,29,0
09-02-15,42,49,0,0,41,59,59,0,0,29,0
09-02-25,43,50,0,0,39,59,59,0,0,29,0
09-02-35,42,50,0,0,40,59,59,0,0,29,0
09-02-45,42,49,0,0,41,59,59,0,0,29,0
09-02-55,43,50,0,0,41,59,59,0,0,29,0
09-03-05,42,49,0,0,41,59,59,0,0,29,0
09-03-15,42,50,0,0,40,59,59,0,0,29,0
09-03-25,42,50,0,0,40,59,59,0,0,29,0
09-03-35,43,50,0,0,40,59,59,0,0,29,0
09-03-45,42,50,0,0,41,59,59,0,0,29,0
09-03-55,42,50,0,0,40,59,58,0,0,29,0
09-04-05,42,50,0,0,41,59,59,0,0,29,0
09-04-15,42,50,0,0,40,59,59,0,0,29,0
09-04-25,42,49,0,0,41,59,59,0,0,29,0
09-04-35,43,50,0,0,41,59,59,0,0,29,0
09-04-45,42,49,0,0,40,59,59,0,0,29,0
09-04-55,42,50,0,0,39,59,58,0,0,29,0
09-05-05,42,50,0,0,41,59,59,0,0,29,0
09-05-15,42,50,0,0,40,59,59,0,0,29,0
09-05-25,42,49,0,0,41,59,59,0,0,29,0
09-05-35,42,49,0,0,41,59,59,0,0,29,0
09-05-45,43,49,0,0,40,59,59,0,0,29,0
09-05-55,43,49,0,0,41,59,59,0,0,29,0
09-06-05,43,50,0,0,41,59,59,0,0,29,0
09-06-15,42,49,0,0,41,59,59,0,0,29,0
09-06-25,43,49,0,0,41,59,59,0,0,29,0
09-06-35,42,49,0,0,41,59,59,0,0,29,0
09-06-45,42,50,0,0,41,59,59,0,0,29,0
09-06-55,42,49,0,0,40,59,58,0,0,29,0
09-07-05,42,50,0,0,41,59,59,0,0,29,0
09-07-15,43,50,0,0,41,59,59,0,0,29,0
09-07-25,43,49,0,0,41,59,59,0,0,29,0
09-07-35,42,50,0,0,40,59,59,0,0,29,0
09-07-45,43,49,0,0,40,59,58,0,0,29,0
09-07-55,42,49,0,0,41,59,59,0,0,29,0
09-08-05,42,50,0,0,41,59,59,0,0,29,0
09-08-15,43,49,0,0,40,59,59,0,0,29,0
09-08-25,42,49,0,0,40,59,59,0,0,29,0
09-08-35,43,49,0,0,41,59,59,0,0,29,0
09-08-45,42,49,0,0,40,59,59,0,0,29,0
09-08-55,42,49,0,0,41,59,59,0,0,29,0
09-09-05,42,50,0,0,40,59,59,0,0,29,0
09-09-15,42,49,0,0,42,59,59,0,0,29,0
09-09-25,42,50,0,0,41,59,58,0,0,29,0
09-09-35,42,50,0,0,41,59,59,0,0,29,0
09-09-45,42,49,0,0,40,59,59,0,0,29,0
09-09-55,42,49,0,0,41,59,59,0,0,29,0
09-10-05,42,50,0,0,41,59,59,0,0,29,0
09-10-15,42,49,0,0,40,59,59,0,0,29,0
09-10-25,42,50,0,0,40,59,59,0,0,29,0
09-10-35,42,49,0,0,41,59,59,0,0,29,0
09-10-45,43,50,0,0,41,59,59,0,0,29,0
09-10-55,43,50,0,0,40,59,59,0,0,29,0
09-11-05,43,50,0,0,41,59,59,0,0,29,0
09-11-15,42,50,0,0,40,59,59,0,0,29,0
09-11-25,42,49,0,0,40,59,59,0,0,29,0
09-11-35,42,49,0,0,41,59,59,0,0,29,0
09-11-45,42,50,0,0,40,59,59,0,0,29,0
09-11-55,42,50,0,0,40,59,59,0,0,29,0
09-12-05,42,49,0,0,40,59,59,0,0,29,0
09-12-15,42,49,0,0,41,59,59,0,0,29,0
09-12-25,42,50,0,0,40,59,59,0,0,29,0
09-12-35,42,49,0,0,41,59,58,0,0,29,0
09-12-45,42,49,0,0,40,59,59,0,0,29,0
09-12-55,42,49,0,0,40,59,59,0,0,29,0
09-13-05,42,49,0,0,40,59,59,0,0,29,0
09-13-15,42,49,0,0,41,59,58,0,0,29,0
09-13-25,42,49,0,0,41,59,59,0,0,29,0
09-13-35,42,50,0,0,40,59,59,0,0,29,0
09-13-45,41,49,0,0,40,59,59,0,0,29,0
09-13-55,42,49,0,0,41,59,59,0,0,29,0
09-14-05,42,50,0,0,40,59,59,0,0,29,0
09-14-15,43,49,0,0,41,59,59,0,0,29,0
09-14-25,42,50,0,0,40,59,59,0,0,29,0
09-14-35,42,50,0,0,40,59,59,0,0,29,0
09-14-45,42,50,0,0,40,59,59,0,0,29,0
09-14-55,42,49,0,0,41,59,58,0,0,29,0
09-15-05,43,50,0,0,40,59,59,0,0,29,0
09-15-15,42,49,0,0,41,59,59,0,0,29,0
09-15-25,43,49,0,0,41,59,59,0,0,29,0
09-15-35,42,49,0,0,40,59,59,0,0,29,0
09-15-45,42,50,0,0,41,59,59,0,0,29,0
09-15-55,42,50,0,0,41,59,59,0,0,29,0
09-16-05,43,49,0,0,41,59,59,0,0,29,0
09-16-15,42,49,0,0,40,59,59,0,0,0,0
09-16-25,43,49,0,0,41,59,59,0,0,29,0
09-16-35,43,49,0,0,41,59,59,0,0,29,0
09-16-45,41,49,0,0,41,59,59,0,0,29,0
09-16-55,42,49,0,0,41,59,59,0,0,0,0
09-17-05,43,49,0,0,41,59,59,0,0,29,0
09-17-15,43,50,0,0,40,59,59,0,0,29,0
09-17-25,42,49,0,0,40,59,58,0,0,29,0
09-17-35,42,49,0,0,41,59,59,0,0,29,0
09-17-45,42,49,0,0,41,59,59,0,0,29,0
09-17-55,42,49,0,0,41,59,59,0,0,29,0
09-18-05,42,49,0,0,40,59,59,0,0,29,0
09-18-15,43,50,0,0,39,59,59,0,0,0,0
09-18-25,42,50,0,0,40,59,59,0,0,0,0
09-18-35,43,49,0,0,41,59,59,0,0,0,0
09-18-45,42,50,0,0,41,59,58,0,0,0,0
09-18-55,43,50,0,0,39,59,59,0,0,29,0
09-19-05,43,49,0,0,40,59,59,0,0,29,0
09-19-15,43,49,0,0,40,59,59,0,0,0,0
09-19-25,43,50,0,0,41,59,59,0,0,29,0
09-19-35,43,50,0,0,41,59,59,0,0,29,0
09-19-45,42,50,0,0,41,59,59,0,0,0,0
09-19-55,43,50,0,0,42,59,59,0,0,0,0
09-20-05,43,50,0,0,40,59,59,0,0,30,0
09-20-15,43,50,0,0,40,59,59,0,0,31,0
09-20-25,44,50,0,0,40,59,59,0,0,29,0
09-20-35,42,50,0,0,40,59,58,0,0,30,0
09-20-45,42,50,0,0,39,59,57,0,0,32,0
09-20-55,43,50,0,0,40,59,57,0,0,34,0
09-21-05,30,35,0,0,30,31,35,0,0,31,0
09-21-15,30,33,0,0,30,31,30,0,0,30,0
09-21-25,0,30,0,0,0,0,0,0,0,29,0
09-21-35,0,0,0,0,0,0,0,0,0,29,0
09-21-55,30,30,0,0,32,29,32,0,0,32,0
09-22-05,0,0,0,0,29,0,0,0,0,31,0
09-22-25,0,0,0,0,0,0,29,0,0,0,0
09-22-35,31,37,0,0,39,32,31,0,0,39,0
09-22-45,31,29,0,0,0,29,31,0,0,30,0
09-23-35,0,0,0,0,0,0,30,0,0,0,0
09-23-45,29,0,0,0,0,29,41,0,0,0,0
09-23-55,0,0,0,0,0,0,29,0,0,0,0
09-24-05,0,0,0,0,33,29,0,0,0,0,0
09-24-15,0,0,0,0,31,31,29,0,0,0,0
09-24-25,0,0,0,0,0,0,29,0,0,0,0
09-24-35,0,0,0,0,0,0,29,0,0,0,0
09-24-45,0,0,0,0,0,0,30,0,0,0,0
09-24-55,0,0,0,0,0,0,34,0,0,0,0
09-25-05,0,0,0,0,0,0,35,0,0,0,0
09-25-25,32,0,0,0,0,29,0,0,0,0,0
09-25-45,0,0,0,0,0,0,30,0,0,0,0
09-27-25,0,0,0,0,0,0,29,0,0,0,0
09-28-55,0,0,0,0,29,0,0,0,0,0,0
09-35-15,0,0,0,0,0,40,0,0,0,0,0
09-35-25,31,29,0,0,0,0,0,0,0,0,0
09-35-35,31,29,0,0,0,29,0,0,0,0,0
09-35-45,0,0,0,0,0,29,0,0,0,0,0
09-35-55,0,0,0,0,0,29,0,0,0,0,0
09-36-15,31,29,0,0,0,29,0,0,0,0,0
09-36-25,0,29,0,0,0,0,0,0,0,0,0
09-36-35,0,0,0,0,0,0,0,0,0,31,0
09-36-55,0,0,0,0,0,32,0,0,0,0,0
09-37-05,0,0,0,0,0,29,0,0,0,0,0
09-37-25,0,0,0,0,0,29,0,0,0,0,0
09-37-45,0,0,0,0,0,0,0,0,0,30,0
09-40-45,0,0,0,0,0,0,29,0,0,0,0
09-41-15,0,0,0,0,0,0,32,0,0,0,0
09-42-15,0,0,0,0,0,0,34,0,0,0,0
09-44-15,0,0,0,0,0,0,33,0,0,0,0
09-45-05,0,0,0,0,0,0,29,0,0,0,0
09-46-25,0,0,0,0,0,0,30,0,0,0,0
09-47-25,0,0,0,0,0,0,34,0,0,0,0
09-50-45,0,0,0,0,0,0,29,0,0,0,0
09-51-05,0,0,0,0,0,0,33,0,0,0,0
09-57-55,0,0,0,0,0,0,0,0,0,32,0
09-58-45,0,0,0,0,0,0,30,0,0,0,0
09-58-55,0,0,0,0,0,0,29,0,0,0,0
09-59-05,0,0,0,0,0,0,31,0,0,0,0
09-59-15,0,0,0,0,0,0,29,0,0,0,0
09-59-25,0,0,0,0,0,0,30,0,0,0,0
10-00-05,0,0,0,0,0,0,29,0,0,0,0
10-00-15,0,0,0,0,0,0,29,0,0,0,0
