date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin
09-00-05,0,39,45,40,47,53,57,0,0,49,0
09-00-15,0,39,45,41,47,53,57,0,0,48,0
09-00-25,0,39,46,40,46,53,57,0,0,48,0
09-00-35,0,39,46,41,47,53,57,0,0,49,0
09-00-45,0,39,46,40,47,53,57,0,0,48,0
09-00-55,0,38,46,40,47,53,57,0,0,49,0
09-01-05,0,38,46,40,46,53,57,0,0,48,0
09-01-15,0,38,45,40,47,53,57,0,0,48,0
09-01-25,0,38,45,40,47,53,57,0,0,48,0
09-01-35,0,38,46,43,48,53,57,0,0,48,0
09-01-45,0,39,45,42,47,53,57,0,0,49,0
09-01-55,0,39,46,41,47,53,57,0,0,49,0
09-02-05,0,39,46,40,47,53,57,0,0,48,0
09-02-15,0,38,45,40,47,53,57,0,0,49,0
09-02-25,0,38,44,41,46,53,56,0,0,48,0
09-02-35,0,39,45,40,47,53,57,0,0,48,0
09-02-45,0,39,45,40,47,53,57,0,0,47,0
09-02-55,0,39,45,40,47,53,57,0,0,49,0
09-03-05,0,38,45,40,47,53,57,0,0,48,0
09-03-15,0,38,45,40,47,53,57,0,0,48,0
09-03-25,0,38,45,40,47,53,57,0,0,48,0
09-03-35,0,38,46,40,47,53,57,0,0,48,0
09-03-45,0,39,46,41,47,53,57,0,0,48,0
09-03-55,0,39,45,40,47,53,57,0,0,48,0
09-04-05,0,39,46,40,48,53,57,0,0,48,0
09-04-15,0,38,46,41,47,53,57,0,0,49,0
09-04-25,0,38,46,42,47,53,57,0,0,49,0
09-04-35,0,39,45,40,47,53,57,0,0,48,0
09-04-45,0,39,45,40,47,54,57,0,0,48,0
09-04-55,0,38,45,40,47,53,58,0,0,47,0
09-05-05,0,38,45,40,46,53,57,0,0,49,0
09-05-15,0,38,45,40,47,53,57,0,0,48,0
09-05-25,0,38,45,40,47,53,57,0,0,48,0
09-05-35,0,38,45,40,47,53,57,0,0,48,0
09-05-45,0,39,45,40,47,53,57,0,0,49,0
09-05-55,0,38,45,39,47,53,57,0,0,49,0
09-06-05,0,38,45,39,46,53,57,0,0,49,0
09-06-15,0,38,45,39,46,53,57,0,0,48,0
09-06-25,0,38,45,39,47,53,57,0,0,47,0
09-06-35,0,38,45,40,47,53,57,0,0,49,0
09-06-45,0,38,45,39,46,53,57,0,0,48,0
09-06-55,0,38,45,39,46,53,57,0,0,49,0
09-07-05,0,38,45,39,47,53,57,0,0,48,0
09-07-15,0,38,45,39,46,53,57,0,0,48,0
09-07-25,0,38,45,39,47,53,57,0,0,48,0
09-07-35,0,38,45,40,47,53,57,0,0,48,0
09-07-45,0,38,45,39,46,53,57,0,0,47,0
09-07-55,0,38,44,39,46,53,57,0,0,49,0
09-08-05,0,38,45,39,47,53,57,0,0,48,0
09-08-15,0,37,45,39,46,53,57,0,0,49,0
09-08-25,0,38,44,39,46,53,57,0,0,48,0
09-08-35,0,37,46,39,47,53,57,0,0,49,0
09-08-45,0,37,44,39,47,52,57,0,0,48,0
09-08-55,0,38,44,39,46,52,57,0,0,50,0
09-09-05,0,38,45,39,45,53,57,0,0,48,0
09-09-15,0,38,45,39,47,53,57,0,0,48,0
09-09-25,0,38,45,39,46,53,57,0,0,48,0
09-09-35,0,39,45,40,47,52,57,0,0,49,0
09-09-45,0,38,45,40,47,53,57,0,0,48,0
09-09-55,0,39,45,39,48,53,57,0,0,47,0
09-10-05,0,39,47,37,45,53,57,0,0,48,0
09-10-15,0,40,45,38,47,53,58,0,0,48,0
09-10-25,0,39,45,40,47,54,58,0,0,50,0
09-10-35,0,38,44,39,46,53,57,0,0,48,0
09-10-45,0,38,45,39,47,53,57,0,0,49,0
