date,0,1,2,3,4,5,6,7,8,9,11
09-01-15,0,0,0,0,0,0,0,0,0,0,0
09-02-45,0,0,0,0,0,0,0,0,0,0,0
09-03-15,0,0,0,0,0,0,0,0,0,0,0
09-05-55,0,0,0,0,0,0,0,0,0,0,0
09-07-15,0,0,0,0,0,0,0,0,0,0,0
09-11-55,0,0,0,0,0,0,0,0,0,0,0
09-12-05,0,0,0,0,0,0,0,0,0,0,0
09-13-15,0,0,0,0,0,0,0,0,0,0,0
09-14-45,0,0,0,0,0,0,0,0,0,0,0
09-17-25,0,0,0,0,0,0,0,0,0,0,0
09-18-05,0,0,0,0,0,0,0,0,0,0,0
09-21-15,0,0,0,0,0,0,0,34,0,0,0
09-22-05,0,0,34,0,0,0,34,0,0,0,0
09-23-15,0,0,0,0,0,0,35,0,34,0,0
09-24-05,0,0,34,0,0,0,34,34,0,0,0
09-26-55,0,0,0,0,0,0,0,36,0,0,0
09-27-05,0,0,0,0,0,0,34,0,0,0,0
09-28-45,0,0,0,0,0,0,34,0,0,0,0
09-29-45,0,0,0,0,0,0,34,0,0,0,0
09-30-05,0,0,0,0,0,0,35,0,35,0,0
09-31-15,0,0,0,0,0,0,34,0,0,0,0
09-32-05,0,0,0,0,36,0,0,0,35,0,0
09-33-05,0,0,34,0,0,0,34,0,0,0,0
09-34-05,0,0,0,0,0,0,38,0,0,0,0
09-35-05,0,0,0,0,0,0,44,0,0,0,0
09-36-05,0,0,0,34,0,0,39,0,34,0,0
09-37-05,0,0,0,0,0,0,34,0,0,35,0
09-38-05,0,0,0,0,0,0,34,0,0,0,0
09-39-05,0,0,0,0,0,0,34,0,0,0,0
09-40-15,0,0,0,0,0,0,0,0,35,0,0
09-41-05,0,0,39,0,0,0,0,0,34,0,0
09-42-05,0,0,0,47,0,0,0,0,0,0,0
09-43-05,0,0,42,0,0,0,0,0,0,0,0
09-44-05,0,0,39,0,0,0,34,0,0,0,0
09-45-05,0,0,35,0,0,0,0,0,0,0,0
09-46-05,0,0,34,0,0,0,0,0,0,0,0
09-47-05,0,0,34,0,0,0,0,0,0,0,0
09-48-05,0,0,34,0,0,0,0,0,0,0,0
09-49-05,0,0,35,0,34,0,0,0,0,0,0
09-50-05,0,0,0,0,0,0,34,0,0,0,0
09-51-05,0,0,41,0,0,0,35,0,0,0,0
09-52-05,0,0,0,34,0,0,0,0,0,0,0
09-53-05,0,0,0,38,0,0,34,0,0,0,0
09-54-05,0,34,0,0,0,0,34,0,0,0,0
09-56-25,0,0,0,0,0,0,35,0,0,0,0
09-57-15,0,0,0,0,0,0,0,0,36,0,0
10-01-05,0,0,0,0,0,0,35,0,0,0,0
10-02-55,0,0,0,0,0,0,0,0,35,0,0
10-03-05,0,0,0,0,0,0,34,38,34,0,0
10-04-05,0,0,0,0,0,0,0,0,38,0,0
10-05-05,0,0,0,0,0,0,0,0,34,0,0
10-06-05,0,0,0,34,0,0,0,0,56,0,0
10-07-05,0,0,0,0,0,0,0,0,47,0,0
10-08-05,0,0,0,0,0,0,0,0,53,0,0
10-09-05,0,0,0,0,0,0,0,0,56,0,0
10-10-05,0,0,0,0,0,0,0,0,56,0,0
10-11-05,0,0,0,0,0,0,0,0,39,0,0
10-12-25,0,0,0,0,35,0,0,0,0,0,0
10-13-15,0,0,0,0,0,0,0,35,0,0,0
10-14-05,0,0,0,0,0,0,0,35,0,0,0
10-16-05,0,0,38,37,35,0,0,0,0,0,0
10-17-55,0,0,0,0,0,0,34,0,0,0,0
10-18-15,0,0,0,0,0,0,34,0,0,0,0
10-19-25,0,0,0,0,0,0,34,0,0,0,0
10-20-05,0,0,0,0,0,0,0,0,35,0,0
10-21-05,0,0,0,0,0,0,0,0,35,0,0
10-22-05,0,0,0,0,0,0,0,0,34,0,0
10-23-05,0,34,0,0,0,0,0,0,0,0,0
10-24-15,0,0,0,0,0,0,0,0,34,0,0
10-25-15,0,0,0,0,0,35,34,0,0,0,0
10-26-15,0,0,0,0,0,0,34,0,0,0,0
10-27-05,0,34,0,0,0,0,0,0,0,0,0
10-28-05,0,0,0,0,37,0,0,0,38,0,0
10-29-25,0,0,0,0,0,0,0,0,35,0,0
10-30-05,0,0,0,0,0,0,0,0,34,0,0
10-31-35,0,0,0,0,0,0,0,0,34,0,0
10-32-05,0,37,0,0,0,0,0,0,0,0,0
10-33-15,0,41,0,0,0,0,0,0,37,0,0
10-34-05,0,0,0,0,0,0,0,0,37,0,0
10-35-05,0,0,34,0,0,0,0,0,36,0,0
10-36-05,0,34,36,0,0,0,0,0,0,0,0
10-37-05,0,0,0,0,0,0,0,0,38,0,0
10-38-05,0,0,35,0,0,0,0,0,0,0,0
10-39-05,0,0,36,34,0,0,0,0,0,0,0
10-40-05,0,0,39,34,0,0,0,0,35,0,0
10-41-05,0,0,0,35,0,0,0,0,38,0,0
10-42-15,0,0,40,0,0,0,0,0,0,0,0
10-43-05,0,0,0,0,0,0,34,0,0,0,0
10-44-05,0,35,0,0,0,0,0,0,0,0,0
10-45-05,0,0,39,0,0,0,0,0,0,0,0
10-46-05,0,0,34,0,0,0,0,0,0,0,0
10-47-15,0,36,0,0,0,0,0,0,0,0,0
10-49-05,0,0,0,0,35,0,0,0,0,0,0
10-50-35,0,35,0,0,0,0,0,0,0,0,0
10-51-15,0,0,0,0,42,0,0,0,0,0,0
10-52-05,0,0,0,34,0,0,0,0,0,0,0
10-53-05,0,0,41,37,0,0,0,0,0,0,0
10-54-05,0,0,0,35,0,0,0,0,0,0,0
10-55-25,0,0,0,0,0,0,34,0,0,0,0
10-56-05,0,0,0,0,0,0,39,0,0,0,0
10-57-15,0,0,0,34,0,0,0,0,0,0,0
10-58-35,0,0,0,0,0,0,0,37,0,0,0
10-59-25,0,0,0,35,0,0,0,0,0,0,0
11-00-05,0,0,0,34,0,0,0,0,0,0,0
11-01-45,0,0,0,0,0,0,37,0,0,0,0
11-02-05,0,0,0,0,0,0,0,0,36,0,0
11-03-25,0,0,0,38,0,0,0,0,0,0,0
11-04-15,0,0,0,0,0,0,35,0,0,0,0
11-05-05,0,0,0,0,0,34,0,0,0,0,0
11-06-05,0,0,35,0,0,0,39,0,0,0,0
11-07-45,0,37,35,0,0,0,0,0,0,0,0
11-08-05,0,34,37,0,0,0,0,0,0,0,0
11-09-05,0,35,0,0,0,0,34,0,0,0,0
11-10-05,0,0,35,0,0,0,0,0,0,0,0
11-11-05,0,34,0,0,0,0,0,0,0,0,0
11-12-05,0,0,0,34,0,0,0,0,0,0,0
11-13-05,0,0,0,0,0,0,0,0,41,0,0
11-14-05,0,0,0,0,0,0,0,0,34,0,0
11-15-05,0,0,0,0,0,0,0,0,34,0,0
11-16-05,0,0,0,0,0,0,0,0,38,0,0
11-17-05,0,0,0,0,0,0,0,0,36,0,0
11-18-05,0,0,0,0,0,0,0,0,34,0,0
11-19-05,0,0,0,0,0,0,37,0,0,0,0
11-20-05,0,0,0,0,0,0,37,0,0,0,0
11-21-15,0,0,0,0,0,0,35,0,0,0,0
11-22-25,0,0,0,0,0,0,37,0,0,0,0
11-23-05,0,0,0,0,0,0,34,0,35,0,0
11-24-05,0,0,0,0,0,0,37,0,34,0,0
11-25-25,0,0,0,0,0,0,34,0,0,0,0
11-26-05,0,0,0,0,0,0,36,0,0,0,0
11-30-45,0,38,0,0,0,0,35,0,0,0,0
11-31-15,0,40,0,0,0,0,0,0,0,0,0
11-34-35,0,34,0,0,0,0,0,0,0,0,0
11-35-05,0,34,0,0,0,0,0,0,0,0,0
11-36-25,0,0,0,0,36,0,0,0,0,0,0
11-37-45,0,0,0,36,0,0,0,0,0,0,0
11-38-05,0,0,34,0,0,0,0,0,0,0,0
11-39-05,0,0,34,34,0,0,42,0,0,0,0
11-40-05,0,34,0,0,0,0,0,0,39,0,0
11-41-05,0,39,0,0,0,0,49,0,35,0,0
11-42-05,0,34,34,0,0,0,0,0,37,0,0
11-43-25,0,34,0,0,0,0,0,0,0,0,0
11-44-45,0,35,0,0,0,0,0,0,0,0,0
11-50-05,0,0,0,0,0,0,35,0,0,0,0
11-51-25,0,0,0,0,0,0,37,0,0,0,0
11-52-15,0,0,0,0,0,0,34,0,0,0,0
11-53-15,0,0,0,0,0,0,34,0,0,0,0
11-54-45,0,0,0,0,0,0,34,0,0,0,0
11-55-05,0,0,0,0,0,0,36,0,0,0,0
11-56-05,0,34,0,0,0,0,36,0,0,0,0
11-57-45,0,0,0,0,0,0,0,0,34,0,0
11-58-05,0,0,0,0,0,0,41,0,0,0,0
11-59-05,0,0,0,0,0,0,34,0,36,0,0
12-00-05,0,34,0,0,0,0,0,0,34,0,0
12-01-05,0,0,0,0,0,0,36,0,34,0,0
12-02-05,0,0,0,0,0,0,38,0,0,0,0
12-03-05,0,0,0,0,0,0,39,0,0,0,0
12-04-15,0,0,0,0,0,0,36,0,0,0,0
12-05-15,0,0,0,0,0,0,35,0,0,0,0
12-06-15,0,0,0,0,34,0,34,0,0,0,0
12-07-05,0,39,0,0,0,0,38,0,0,0,0
12-08-15,0,0,0,0,34,0,0,0,37,0,0
12-09-05,0,0,0,0,0,0,35,0,0,0,0
12-10-05,0,0,0,0,0,34,0,0,34,0,0
12-11-25,0,0,0,0,0,34,0,0,37,0,0
12-12-05,0,0,0,34,34,0,0,0,0,0,0
12-32-45,0,35,0,0,0,0,0,0,0,0,0
12-33-05,0,0,0,0,0,0,36,0,0,0,0
12-34-05,0,0,0,0,34,34,0,0,0,0,0
12-35-05,0,35,0,0,0,0,34,0,40,0,0
12-38-35,0,0,0,0,0,0,0,0,37,0,0
12-39-05,0,0,0,0,0,0,0,0,34,0,0
12-40-15,0,0,0,0,0,0,0,0,34,0,0
12-41-45,0,0,0,0,0,0,0,0,34,0,0
12-45-05,0,0,0,0,0,0,0,34,0,0,0
12-50-25,0,34,0,0,0,0,34,0,0,0,0
12-51-45,0,0,0,0,0,0,38,0,34,0,0
12-52-05,0,0,0,0,0,0,34,0,34,0,0
12-53-25,0,0,0,0,0,0,34,0,0,0,0
12-55-05,0,34,0,0,0,0,38,0,35,0,0
12-56-15,0,0,0,44,0,0,36,0,34,0,0
12-57-25,0,34,0,0,0,0,34,0,34,0,0
12-58-55,0,34,0,34,0,0,35,0,37,0,0
12-59-35,0,0,0,0,0,35,0,0,0,0,0
13-00-45,0,0,0,34,0,0,0,0,0,0,0
13-01-25,0,0,0,34,0,0,43,0,35,0,0
13-02-25,0,0,0,35,0,0,41,0,35,0,0
13-05-05,0,0,0,0,34,35,0,0,0,0,0
