date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
09-00-05,46,0,53,59,0,37,52,35,0,0,0
09-00-15,46,0,55,59,0,38,52,36,0,0,0
09-00-25,46,0,54,59,39,39,52,35,0,0,0
09-00-35,46,0,54,60,40,38,52,36,0,0,0
09-00-45,46,0,54,60,39,39,51,36,0,0,0
09-00-55,0,0,54,60,39,44,52,36,0,0,0
09-01-05,0,0,53,59,38,43,52,37,0,0,0
09-01-15,0,0,54,59,39,43,52,37,0,0,0
09-01-25,0,0,56,33,39,40,50,36,0,0,0
09-01-35,0,0,54,38,41,42,51,34,0,0,0
09-01-45,0,0,53,42,42,40,51,34,0,0,0
09-01-55,0,0,52,38,40,41,52,34,0,0,0
09-02-05,0,0,53,49,40,41,53,34,0,0,0
09-02-15,0,0,54,52,38,39,52,34,0,0,0
09-02-25,0,0,53,51,38,41,52,33,0,0,0
09-02-35,0,0,53,52,36,37,51,35,0,0,0
09-02-45,0,0,53,51,38,42,52,34,0,0,0
09-02-55,0,0,54,52,39,42,52,33,0,0,0
09-03-05,0,0,54,51,39,42,48,36,0,0,0
09-03-15,0,0,52,50,38,43,49,36,0,0,0
09-03-25,0,0,54,49,38,43,49,35,0,0,0
09-03-35,0,0,54,50,37,43,49,36,0,0,0
09-03-45,0,0,54,50,35,44,49,35,0,0,0
09-03-55,0,0,54,50,34,44,50,36,0,0,0
09-04-05,0,0,54,50,42,38,54,37,0,0,0
09-04-15,0,0,57,43,56,34,63,45,0,0,0
09-04-25,0,0,57,43,56,36,62,44,0,0,0
09-04-35,0,0,57,42,59,36,63,44,0,0,0
09-04-45,0,0,57,43,59,36,62,45,0,0,0
09-04-55,0,0,57,43,59,36,62,44,0,0,0
09-05-05,0,0,54,41,53,34,55,43,0,0,0
