date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin
09-00-05,0,62,62,63,58,57,71,69,0,47,44
09-01-05,0,61,63,63,58,57,71,68,0,45,50
09-02-05,0,62,63,64,58,54,71,69,0,0,55
09-03-05,0,61,63,63,58,55,71,68,0,0,53
09-04-05,0,61,62,64,58,55,72,68,0,0,52
09-05-05,0,61,62,64,59,55,71,68,0,0,53
09-06-05,0,58,63,64,58,56,71,68,0,0,53
09-07-05,0,59,63,64,58,56,71,68,0,0,52
09-08-05,0,59,63,64,58,56,71,68,0,0,49
09-09-05,0,59,63,64,57,55,71,68,0,0,54
09-10-05,0,59,63,64,58,55,71,68,0,42,52
09-11-05,0,59,64,64,57,54,71,68,0,60,54
09-12-05,0,60,64,64,59,55,71,68,0,58,51
09-13-05,0,32,63,64,58,58,71,68,0,56,55
09-14-05,0,43,41,34,39,44,42,40,0,40,33
09-15-05,0,44,43,33,34,44,32,40,0,35,35
09-16-05,0,44,56,41,34,44,48,38,0,36,35
09-17-05,0,42,51,40,40,45,56,46,0,42,44
09-18-05,0,45,58,49,38,51,54,54,0,55,0
09-19-05,0,46,58,48,37,51,55,54,0,54,34
09-20-05,0,46,59,47,39,53,59,54,0,54,31
09-21-05,0,47,58,48,40,52,59,54,0,54,32
09-22-05,0,44,58,47,39,53,59,36,0,55,0
09-23-05,0,41,59,49,39,53,47,0,0,54,35
09-24-05,0,39,59,49,36,54,44,0,0,55,32
09-25-05,0,38,58,49,41,52,48,0,0,54,0
09-26-05,0,35,58,50,39,52,51,0,0,55,32
09-27-05,0,37,58,48,36,53,51,0,0,55,32
09-28-05,0,38,58,47,40,54,46,0,0,55,32
09-29-05,0,39,59,47,37,54,47,0,0,54,0
09-30-05,0,39,59,47,38,53,48,0,0,54,0
09-31-05,0,38,58,32,41,49,49,0,0,54,0
09-32-05,0,42,48,0,33,44,34,0,0,42,32
09-33-05,0,0,31,33,31,0,32,0,0,31,0
09-34-15,0,0,0,0,0,0,31,0,0,32,0
09-35-05,0,31,33,0,0,31,32,0,0,31,0
09-36-05,0,0,31,0,0,31,31,0,0,31,0
09-37-05,0,33,33,0,31,33,0,0,0,33,0
09-38-05,0,0,0,34,0,0,0,0,0,0,0
09-40-15,0,0,0,31,0,0,0,0,0,0,0
09-41-15,0,0,0,31,0,0,0,0,0,0,0
09-42-05,0,33,33,0,0,35,33,0,0,34,0
09-43-05,0,32,35,0,0,33,0,0,0,35,34
09-44-05,0,0,31,0,0,0,0,0,0,34,0
09-45-05,0,0,31,0,0,31,32,0,0,32,0
09-46-05,0,0,0,31,0,31,0,0,0,32,0
09-47-15,0,0,0,39,0,0,0,0,0,0,0
09-48-05,0,0,35,0,0,33,0,0,0,32,0
09-49-05,0,33,35,0,0,55,31,0,0,36,35
09-50-05,0,0,0,0,0,0,32,0,0,0,0
09-51-05,0,0,34,0,0,0,46,0,0,33,0
09-52-05,0,0,33,0,0,32,33,0,0,31,0
09-53-05,0,0,34,0,0,31,0,0,0,33,0
09-54-05,0,0,33,0,0,0,32,0,0,31,0
09-55-05,0,0,0,38,0,0,0,0,0,0,38
09-56-05,0,0,32,0,0,31,0,0,0,0,0
09-57-05,0,0,0,0,0,31,0,0,0,0,0
09-58-05,0,0,0,0,0,45,0,0,0,0,0
09-59-05,0,0,32,0,0,0,0,0,0,0,31
10-00-05,0,0,34,0,31,41,31,0,0,0,31
10-01-05,0,0,0,0,0,0,0,0,0,34,0
10-02-05,0,0,0,0,0,0,0,0,0,31,0
10-03-05,0,0,32,0,0,32,31,0,0,0,0
10-04-05,0,0,33,0,0,0,32,0,0,44,0
10-05-05,0,0,0,0,0,0,31,0,0,0,0
10-06-05,0,32,31,0,0,31,32,0,0,0,0
10-07-05,0,0,31,0,0,32,31,0,0,32,0
10-08-05,0,0,0,0,0,0,32,0,0,0,0
10-09-05,0,0,31,0,0,0,33,0,0,0,0
10-10-05,0,0,32,0,0,0,0,0,0,32,0
10-11-05,0,0,0,0,0,0,32,0,0,0,0
10-12-05,0,0,0,0,0,0,0,0,0,0,34
10-13-05,0,0,33,0,0,34,0,0,0,32,0
10-14-05,0,0,32,0,0,0,31,0,0,0,0
10-15-05,0,0,34,0,0,32,33,0,0,0,0
10-16-05,0,0,33,0,0,39,45,0,0,0,0
10-17-05,0,0,34,0,42,0,0,0,0,0,0
10-18-05,0,0,34,0,0,31,33,0,0,0,0
10-19-05,0,0,37,0,33,47,0,0,0,0,0
10-20-05,0,0,31,0,0,0,0,0,0,31,31
10-21-05,0,0,0,0,32,0,35,0,0,0,0
10-22-05,0,0,31,0,0,0,0,0,0,0,0
10-23-05,0,0,32,0,32,0,33,0,0,31,31
10-24-15,0,0,0,0,39,0,0,0,0,32,32
10-25-05,0,32,32,0,0,0,0,0,0,0,34
10-26-05,0,0,33,0,34,0,0,0,0,31,31
10-27-05,0,0,33,0,38,0,0,0,0,31,34
10-28-35,0,0,31,0,0,0,0,0,0,31,0
10-29-05,0,0,34,0,0,0,33,0,0,31,31
