date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
10-25-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-25-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-26-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0
10-26-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-26-25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0
10-26-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-26-45,0,0,0,0,0,34,0,0,0,0,0,44,0,0,33,0
10-26-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-27-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-27-15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,33,0
10-27-25,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
10-27-55,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-28-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0
10-28-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-28-45,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0
10-28-55,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-29-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0
10-29-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-29-25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-30-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-31-25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-31-55,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
10-32-05,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-32-15,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
10-32-55,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-33-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-33-15,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0
10-33-25,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-33-35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-33-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-33-55,0,0,33,0,0,0,0,0,0,0,32,0,0,0,0,0
10-34-55,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-35-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-35-45,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-36-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-36-35,0,0,0,0,0,32,0,0,0,0,0,0,0,33,0,0
10-36-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-36-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-37-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-37-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-38-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-38-25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-38-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-38-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-38-55,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-39-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-39-55,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0
10-40-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-40-25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-40-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-41-45,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-41-55,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
10-42-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-43-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-44-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-44-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-47-35,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-47-45,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-47-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-49-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-49-35,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
10-49-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-49-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-50-05,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
10-50-15,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
10-51-35,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-52-45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-53-25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-54-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-57-15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-57-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-57-55,0,0,0,0,0,0,0,0,0,0,32,0,0,34,0,0
10-58-05,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-05-25,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-09-25,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-09-35,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-09-45,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-11-45,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
11-12-35,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-12-45,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-16-15,0,0,0,0,0,34,36,0,0,0,0,0,0,0,0,0
11-16-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-17-15,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
11-18-05,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
11-18-25,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
11-18-55,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
11-19-05,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
11-19-15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
11-19-25,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
11-19-35,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
11-19-45,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
11-19-55,0,33,0,0,0,0,0,0,0,0,0,0,32,0,0,0
11-20-05,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-20-15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
11-21-05,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-21-25,0,0,0,0,34,0,0,0,0,0,0,0,0,32,0,0
11-23-15,0,0,35,0,0,32,0,0,0,0,0,0,0,0,0,0
11-23-25,0,0,0,0,0,0,35,0,0,0,0,0,0,37,0,0
11-26-05,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
11-27-05,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-27-15,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
11-27-25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-27-35,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-27-45,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
11-28-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-28-25,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0
11-29-25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-30-25,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-31-05,0,0,0,0,0,33,40,0,0,0,0,0,0,0,0,0
11-31-35,0,0,0,0,32,0,32,0,0,0,0,0,0,33,33,0
11-31-45,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-31-55,0,0,0,0,33,35,0,0,0,0,0,0,0,46,33,0
11-32-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-32-25,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,0
11-32-45,0,0,0,0,0,32,0,0,0,0,0,0,0,32,32,0
11-32-55,0,0,0,0,0,35,0,0,0,0,0,0,0,0,33,0
11-33-05,0,0,0,33,40,33,0,0,0,0,32,0,0,33,33,0
11-33-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-33-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-33-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0
11-33-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-34-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-34-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-35-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-36-05,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-36-35,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-36-45,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-37-05,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
11-42-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-42-15,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-42-25,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-42-35,0,0,0,0,0,0,34,0,0,0,32,0,0,0,0,0
11-42-45,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-42-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-43-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-43-15,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-43-25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-43-35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-43-45,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-43-55,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-44-05,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-44-15,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-44-25,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-44-35,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-44-45,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-44-55,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-45-05,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-45-15,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-45-25,0,0,0,0,0,32,39,0,0,0,0,0,0,0,0,0
11-45-35,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-45-45,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-45-55,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-46-05,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-46-15,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-46-25,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-46-35,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-46-45,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-46-55,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-47-05,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
11-47-15,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
11-47-25,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
11-47-35,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
11-47-45,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
11-47-55,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-48-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-48-15,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-48-25,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-48-35,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-48-45,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-48-55,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-49-05,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-49-15,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-49-25,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-49-35,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-49-55,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-50-25,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-50-55,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0
11-51-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0
11-51-15,0,0,0,0,0,0,32,0,0,0,0,0,0,0,33,0
11-51-25,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
11-51-35,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0
11-51-45,0,0,0,0,0,34,35,0,0,0,0,0,0,0,0,0
11-51-55,0,0,0,0,0,37,32,0,0,0,0,0,0,0,0,0
11-52-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-52-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-53-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-53-45,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-54-15,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0
11-54-25,0,0,0,0,0,32,40,0,0,0,0,0,0,0,0,0
11-54-35,0,0,32,0,0,32,39,0,0,0,0,0,0,0,0,0
11-55-05,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
11-55-15,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
11-55-35,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-55-45,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-55-55,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-56-05,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
12-03-55,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
12-04-05,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
12-04-15,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
12-04-35,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
12-05-15,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
12-05-45,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
12-06-05,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
12-06-45,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
12-06-55,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
12-07-05,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
12-07-15,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
12-07-25,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
12-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-15-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12-36-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12-36-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
13-37-45,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
13-37-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-12-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-12-15,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
14-12-25,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
14-12-35,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
14-12-45,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-14-05,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
14-14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
14-14-25,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
14-14-35,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
14-14-45,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
14-14-55,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-15-05,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
14-15-15,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
14-15-25,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-15-35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
14-15-45,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
14-15-55,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
14-16-05,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
14-16-15,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0
14-23-35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-30-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-34-05,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
14-40-35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
14-54-25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
14-55-15,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
16-16-25,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
16-19-05,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
16-21-35,0,0,33,0,0,0,32,0,0,0,0,0,0,32,0,0
16-21-45,0,35,45,0,35,0,42,0,0,0,0,0,33,57,0,33
16-21-55,0,35,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-22-05,0,35,45,0,35,0,42,0,0,0,0,0,33,57,0,33
16-22-15,0,34,44,0,35,0,43,0,0,0,0,0,33,57,0,32
16-22-25,0,35,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-22-35,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-22-45,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-22-55,0,35,46,0,35,0,43,0,0,0,0,0,34,57,0,32
16-23-05,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-23-15,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-23-25,0,35,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-23-35,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-23-45,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,32
16-23-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-24-05,0,34,44,0,36,0,43,0,0,0,0,0,34,57,0,33
16-24-15,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-24-25,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-24-35,0,34,45,0,36,0,43,0,0,0,0,0,34,56,0,32
16-24-45,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,32
16-24-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-25-05,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,32
16-25-15,0,34,45,0,35,0,43,0,0,0,0,0,34,56,0,32
16-25-25,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-25-35,0,34,45,0,36,0,43,0,0,0,0,0,33,56,0,33
16-25-45,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-25-55,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-26-05,0,34,46,0,36,0,43,0,0,0,0,0,34,57,0,32
16-26-15,0,34,45,0,35,0,42,0,0,0,0,0,34,57,0,32
16-26-25,0,34,45,0,36,0,43,0,0,0,0,0,34,56,0,33
16-26-35,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-26-45,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,33
16-26-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-27-05,0,34,45,0,35,0,42,0,0,0,0,0,34,56,0,32
16-27-15,0,34,45,0,35,0,43,0,0,0,0,0,34,56,0,32
16-27-25,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-27-35,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-27-45,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-27-55,0,34,45,0,36,0,43,0,0,0,0,0,33,56,0,32
16-28-05,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-28-15,0,34,45,0,36,0,43,0,0,0,0,0,34,56,0,33
16-28-25,0,34,44,0,36,0,43,0,0,0,0,0,33,57,0,33
16-28-35,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,32
16-28-45,0,34,45,0,35,0,43,0,0,0,0,0,33,56,0,32
16-28-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-29-05,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,32
16-29-15,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-29-25,0,34,45,0,36,0,42,0,0,0,0,0,34,57,0,33
16-29-35,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,32
16-29-45,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-29-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-30-05,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-30-15,0,34,44,0,35,0,43,0,0,0,0,0,34,57,0,33
16-30-25,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-30-35,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-30-45,0,34,46,0,35,0,44,0,0,0,0,0,34,56,0,32
16-30-55,0,34,44,0,35,0,43,0,0,0,0,0,33,57,0,32
16-31-05,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-31-15,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-31-25,0,34,46,0,36,0,42,0,0,0,0,0,33,56,0,33
16-31-35,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-31-45,0,34,45,0,35,0,44,0,0,0,0,0,34,56,0,32
16-31-55,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-32-05,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-32-15,0,34,45,0,35,0,43,0,0,0,0,0,33,56,0,32
16-32-25,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-32-35,0,34,46,0,36,0,43,0,0,0,0,0,34,57,0,33
16-32-45,0,34,45,0,35,0,43,0,0,0,0,0,34,56,0,33
16-32-55,0,34,45,0,35,0,43,0,0,0,0,0,33,56,0,32
16-33-05,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-33-15,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-33-25,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-33-35,0,34,46,0,36,0,43,0,0,0,0,0,33,57,0,33
16-33-45,0,34,44,0,35,0,43,0,0,0,0,0,33,57,0,33
16-33-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-34-05,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-34-15,0,34,45,0,35,0,44,0,0,0,0,0,33,57,0,33
16-34-25,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-34-35,0,34,44,0,35,0,43,0,0,0,0,0,34,57,0,33
16-34-45,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-34-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-35-05,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-35-15,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-35-25,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,32
16-35-35,0,35,44,0,35,0,43,0,0,0,0,0,34,57,0,32
16-35-45,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-35-55,0,34,46,0,36,0,43,0,0,0,0,0,34,57,0,33
16-36-05,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-36-15,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-36-25,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-36-35,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,33
16-36-45,0,34,44,0,35,0,43,0,0,0,0,0,34,56,0,33
16-36-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-37-05,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-37-15,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,32
16-37-25,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,33
16-37-35,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-37-45,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-37-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-38-05,0,34,45,0,36,0,43,0,0,0,0,0,33,57,0,33
16-38-15,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-38-25,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-38-35,0,34,45,0,35,0,43,0,0,0,0,0,34,58,0,33
16-38-45,0,34,44,0,35,0,43,0,0,0,0,0,34,57,0,32
16-38-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-39-05,0,34,46,0,35,0,43,0,0,0,0,0,34,57,0,32
16-39-15,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,33
16-39-25,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-39-35,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-39-45,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
16-39-55,0,34,46,0,35,0,43,0,0,0,0,0,34,56,0,32
16-40-05,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-40-15,0,34,46,0,36,0,43,0,0,0,0,0,33,57,0,32
16-40-25,0,34,45,0,35,0,42,0,0,0,0,0,33,56,0,33
16-40-35,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-40-45,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,33
16-40-55,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,33
16-41-05,0,34,45,0,35,0,43,0,0,0,0,0,34,57,0,32
16-41-15,0,34,45,0,35,0,43,0,0,0,0,0,33,56,0,32
16-41-25,0,34,46,0,35,0,43,0,0,0,0,0,33,56,0,33
16-41-35,0,34,45,0,35,0,43,0,0,0,0,0,33,57,0,32
16-41-45,0,34,45,0,35,0,43,0,0,0,0,0,34,56,0,32
16-41-55,0,34,45,0,36,0,43,0,0,0,0,0,34,57,0,32
