date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin
09-00-05,0,39,45,40,47,53,57,0,0,49,0
09-01-05,0,38,46,40,46,53,57,0,0,48,0
09-02-05,0,39,46,40,47,53,57,0,0,48,0
09-03-05,0,38,45,40,47,53,57,0,0,48,0
09-04-05,0,39,46,40,48,53,57,0,0,48,0
09-05-05,0,38,45,40,46,53,57,0,0,49,0
09-06-05,0,38,45,39,46,53,57,0,0,49,0
09-07-05,0,38,45,39,47,53,57,0,0,48,0
09-08-05,0,38,45,39,47,53,57,0,0,48,0
09-09-05,0,38,45,39,45,53,57,0,0,48,0
09-10-05,0,39,47,37,45,53,57,0,0,48,0
09-11-05,0,39,45,40,47,53,57,0,0,49,0
09-12-05,0,38,45,40,47,54,57,0,0,49,0
09-13-05,51,32,29,0,0,30,56,0,0,0,0
09-14-05,0,40,48,37,48,53,59,0,0,49,0
09-15-05,43,40,45,33,46,56,59,0,0,50,0
09-16-05,40,44,47,51,43,49,42,0,0,32,0
09-17-05,40,43,46,51,43,49,41,0,0,30,0
09-18-05,43,43,46,50,44,50,42,0,0,33,0
09-19-05,40,43,45,51,44,50,42,0,0,0,0
09-20-05,41,42,45,51,44,50,43,0,0,0,0
09-21-05,41,42,44,51,45,50,44,0,0,30,0
09-22-05,40,44,45,51,43,49,41,0,0,33,0
09-23-05,34,45,44,50,44,49,42,0,0,33,0
09-24-05,41,43,44,50,44,49,43,0,0,32,0
09-25-05,39,44,45,50,42,50,43,0,0,33,0
09-26-05,40,43,44,50,45,50,42,0,0,36,0
09-27-05,36,44,43,50,43,57,41,0,0,31,0
09-28-05,33,39,44,51,46,56,42,0,0,31,0
09-29-05,33,40,45,51,45,56,43,0,0,30,0
09-30-05,33,40,44,50,44,57,43,0,0,30,0
09-31-05,35,46,45,50,44,57,42,0,0,0,0
09-32-05,34,45,45,50,45,57,42,0,0,30,0
09-33-05,39,44,45,50,45,57,42,0,0,29,0
09-34-05,37,30,45,49,45,57,43,0,0,0,0
09-35-05,37,0,45,50,45,56,42,0,0,31,0
09-36-05,38,0,52,51,0,0,43,0,0,36,0
09-37-05,39,0,53,51,0,0,43,0,0,37,0
09-38-05,39,0,53,51,0,0,42,0,0,37,0
09-39-05,39,0,53,51,0,0,42,0,0,37,0
09-40-05,39,0,53,51,0,0,43,0,0,37,0
09-41-05,39,0,53,51,0,0,42,0,0,37,0
09-42-05,39,0,53,51,0,0,42,0,0,36,0
09-43-05,40,0,53,51,0,0,43,0,0,36,0
09-44-05,38,0,53,51,0,0,42,0,0,36,0
09-45-05,39,0,53,51,0,0,43,0,0,36,0
09-46-05,39,0,53,51,0,0,42,0,0,37,0
09-47-05,39,0,53,51,0,0,42,0,0,37,0
09-48-05,38,0,53,51,0,0,43,0,0,37,0
09-49-05,38,0,39,51,0,0,42,0,0,36,0
09-50-05,39,0,0,51,0,0,43,0,0,36,0
09-51-05,38,0,0,51,0,0,43,0,0,36,0
09-52-05,39,0,0,51,0,0,42,0,0,36,0
09-53-05,39,0,0,51,0,0,43,0,0,36,0
09-54-05,39,0,0,51,0,0,42,0,0,35,0
09-55-05,39,0,0,51,0,0,42,0,0,35,0
09-56-05,39,0,0,51,0,29,43,0,0,35,0
09-57-05,39,0,0,51,0,0,43,0,0,36,0
09-58-05,39,0,0,50,0,0,42,0,0,36,0
09-59-05,39,0,0,51,0,0,43,0,0,36,0
10-00-05,39,0,0,51,0,0,42,0,0,36,0
10-01-05,39,0,0,51,0,0,43,0,0,36,0
10-02-05,39,0,0,51,0,31,43,0,0,36,0
10-03-05,39,0,0,51,0,0,43,0,0,36,0
10-04-05,38,0,0,51,0,0,43,0,0,36,0
10-05-05,38,0,0,51,0,32,44,0,0,37,0
10-06-05,39,0,0,51,0,0,42,0,0,36,0
10-07-05,38,0,0,51,0,0,43,0,0,36,0
10-08-05,38,0,0,51,0,0,43,0,0,36,0
10-09-05,38,0,0,51,0,0,44,0,0,36,0
10-10-05,39,0,0,51,0,0,44,0,0,36,0
10-11-05,39,0,0,51,0,0,43,0,0,36,0
10-12-05,39,0,0,51,0,0,43,0,0,36,0
10-13-05,39,0,0,51,0,0,42,0,0,36,0
10-14-05,39,0,0,51,0,0,43,0,0,36,0
10-15-05,39,0,0,51,0,0,43,0,0,36,0
10-16-05,39,0,0,51,0,29,43,0,0,35,0
10-17-05,39,0,0,51,0,0,42,0,0,36,0
10-18-05,39,0,0,51,0,0,43,0,0,35,0
10-19-05,38,0,0,51,0,0,43,0,0,36,0
10-20-05,38,0,0,51,0,0,43,0,0,35,0
10-21-05,39,0,0,51,0,0,43,0,0,36,0
10-22-05,38,0,0,51,0,0,43,0,0,36,0
10-23-05,39,0,0,50,0,0,43,0,0,36,0
10-24-05,39,0,0,51,0,0,43,0,0,36,0
10-25-05,39,0,0,51,0,0,43,0,0,36,0
10-26-05,38,0,0,50,0,0,43,0,0,36,0
10-27-05,38,0,0,51,0,0,43,0,0,36,0
10-28-05,39,0,0,51,0,0,43,0,0,36,0
10-29-05,39,0,0,51,0,0,43,0,0,36,0
10-30-05,38,0,0,51,0,0,44,0,0,36,0
10-31-05,39,0,0,51,0,0,43,0,0,36,0
10-32-05,39,0,0,51,0,0,43,0,0,36,0
10-33-05,38,0,0,51,0,0,43,0,0,37,0
10-34-05,38,0,0,51,0,0,43,0,0,37,0
10-35-05,38,0,0,51,0,0,43,0,0,36,0
10-36-05,38,0,0,51,0,0,43,0,0,36,0
10-37-05,38,0,0,51,0,0,44,0,0,36,0
10-38-05,39,0,0,50,0,0,43,0,0,37,0
10-39-05,38,0,0,51,0,0,43,0,0,37,0
10-40-05,37,0,0,51,0,0,43,0,0,37,0
10-41-05,38,0,0,51,0,29,43,0,0,36,0
10-42-05,38,0,0,51,0,29,42,0,0,36,0
10-43-05,38,0,0,51,0,40,44,0,0,36,0
10-44-05,37,0,0,51,0,0,43,0,0,36,0
10-45-05,39,0,0,51,0,0,43,0,0,36,0
10-46-05,38,0,0,51,0,0,43,0,0,36,0
10-47-05,38,0,0,51,0,0,44,0,0,37,0
10-48-05,39,0,0,51,0,50,43,0,0,35,0
10-49-05,38,0,0,51,0,0,44,0,0,37,0
10-50-05,38,0,0,51,0,0,43,0,0,37,0
10-51-05,39,0,0,51,0,0,43,0,0,36,0
10-52-05,39,0,0,50,0,0,43,0,0,37,0
10-53-05,38,0,0,51,0,0,43,0,0,38,0
10-54-05,38,0,0,50,0,0,43,0,0,37,0
10-55-05,38,0,0,50,0,0,43,0,0,37,0
10-56-05,38,0,0,50,0,0,44,0,0,37,0
10-57-05,38,0,0,51,0,0,44,0,0,37,0
10-58-05,38,0,0,51,0,0,43,0,0,37,0
10-59-05,38,0,0,51,0,0,43,0,0,36,0
11-00-05,38,0,0,51,0,0,44,0,0,36,0
11-01-05,38,0,0,51,0,0,44,0,0,36,0
11-02-05,38,0,0,51,0,0,43,0,0,36,0
11-03-05,39,0,0,51,0,0,44,0,0,36,0
11-04-05,38,0,0,50,0,0,43,0,0,36,0
11-05-05,38,0,0,50,0,0,43,0,0,37,0
11-06-05,38,30,0,50,0,0,43,0,0,36,0
11-07-05,38,0,0,50,0,0,43,0,0,37,0
11-08-05,38,0,0,51,0,0,44,0,0,36,0
11-09-05,38,0,0,50,0,0,44,0,0,36,0
11-10-05,40,0,0,50,0,0,44,0,0,37,0
11-11-05,37,0,0,50,0,0,43,0,0,35,0
11-12-05,37,0,0,51,0,0,44,0,0,37,0
11-13-05,38,0,0,51,0,0,44,0,0,36,0
11-14-05,38,0,0,51,0,0,44,0,0,36,0
11-15-05,38,0,0,50,0,0,44,0,0,37,0
11-16-05,38,0,0,51,0,0,44,0,0,38,0
11-17-05,37,0,0,51,0,0,44,0,0,37,0
11-18-05,38,0,0,51,0,0,44,0,0,37,0
11-19-05,38,0,0,51,0,0,44,0,0,37,0
11-20-05,38,0,0,51,0,0,44,0,0,37,0
11-21-05,38,0,0,51,0,0,44,0,0,37,0
11-22-05,37,0,0,51,0,0,44,0,0,36,0
11-23-05,38,0,0,51,0,0,44,0,0,37,0
11-24-05,38,0,0,51,0,0,44,0,0,37,0
11-25-05,38,0,0,50,0,0,44,0,0,38,0
11-26-05,38,0,0,51,0,0,44,0,0,37,0
11-27-05,35,0,0,50,0,0,44,0,0,37,0
11-28-05,37,0,0,51,0,0,44,0,0,36,0
11-29-05,37,0,0,51,0,0,44,0,0,36,0
11-30-05,38,0,0,51,0,0,44,0,0,36,0
11-31-05,37,0,0,51,0,0,43,0,0,36,0
11-32-05,38,0,0,50,0,0,43,0,0,36,0
11-33-05,38,0,0,51,0,0,43,0,0,35,0
11-34-05,38,0,0,51,0,0,43,0,0,36,0
11-35-05,37,0,0,50,0,0,43,0,0,35,0
11-36-05,38,0,0,50,0,0,43,0,0,35,0
11-37-05,38,0,0,51,0,0,43,0,0,35,0
11-38-05,37,0,0,51,0,0,43,0,0,36,0
11-39-05,37,0,0,50,0,0,44,0,0,37,0
11-40-05,37,0,0,50,0,0,43,0,0,37,0
11-41-05,37,0,0,51,0,0,43,0,0,37,0
11-42-05,37,0,0,51,0,0,43,0,0,37,0
11-43-05,37,0,0,51,0,0,43,0,0,37,0
11-44-05,36,0,0,51,0,0,44,0,0,37,0
11-45-05,38,0,0,51,0,0,44,0,0,37,0
11-46-05,37,0,0,51,0,0,43,0,0,37,0
11-47-05,38,0,0,51,0,0,44,0,0,37,0
11-48-05,37,0,0,51,0,0,43,0,0,36,0
11-49-05,38,0,0,51,0,0,43,0,0,37,0
11-50-05,38,0,0,51,0,0,43,0,0,36,0
11-51-05,38,0,0,51,0,0,43,0,0,36,0
11-52-05,38,0,0,51,0,0,43,0,0,36,0
11-53-05,38,0,0,51,0,0,43,0,0,36,0
11-54-05,35,0,0,51,0,0,44,0,0,37,0
11-55-05,39,0,0,51,0,0,43,0,0,36,0
11-56-05,43,37,0,52,0,0,43,0,0,36,0
11-57-05,43,0,0,52,0,0,43,0,0,37,0
11-58-05,43,0,0,51,0,0,43,0,0,38,0
11-59-05,44,0,0,52,0,0,43,0,0,39,0
12-00-05,41,30,0,50,49,0,43,0,0,43,0
12-01-05,37,41,0,51,45,0,47,0,0,44,0
12-02-05,32,40,0,51,44,0,48,0,0,42,0
12-03-05,37,41,0,51,45,0,45,0,0,41,0
12-04-05,33,42,0,51,45,0,47,0,0,42,0
12-05-05,30,41,0,51,44,0,47,0,0,41,0
12-06-05,30,42,0,51,42,0,47,0,0,42,0
12-07-05,31,42,0,52,43,0,47,0,0,42,0
12-08-05,32,42,0,51,42,0,47,0,0,42,0
12-09-05,31,42,0,51,42,0,47,0,0,42,0
12-10-05,30,42,0,51,42,0,47,0,0,42,0
12-11-05,30,43,0,51,43,0,47,0,0,42,0
12-12-05,30,41,0,52,42,0,47,0,0,43,0
12-13-05,39,41,0,51,45,0,42,0,0,44,0
12-14-05,30,42,0,51,45,0,46,0,0,42,0
12-15-05,30,42,0,51,45,0,47,0,0,42,0
12-16-05,30,42,0,51,45,0,46,0,0,43,0
12-17-05,31,42,0,51,45,0,47,0,0,41,0
12-18-05,30,41,0,51,45,0,47,0,0,42,0
12-19-05,34,40,0,51,49,0,42,0,0,45,0
12-20-05,33,42,0,51,49,0,45,0,0,45,0
12-21-05,34,43,0,51,50,0,47,0,0,42,0
12-22-05,32,42,0,51,50,0,47,0,0,41,0
12-23-05,32,41,0,51,50,0,47,0,0,42,0
12-24-05,32,42,0,50,50,0,47,0,0,41,0
12-25-05,32,42,0,51,49,0,47,0,0,42,0
12-26-05,35,41,0,51,50,0,47,0,0,42,0
12-27-05,32,42,0,51,51,0,47,0,0,42,0
12-28-05,33,42,0,51,50,0,46,0,0,42,0
12-29-05,31,42,0,51,45,0,46,0,0,43,0
12-30-05,32,42,0,51,45,0,46,0,0,42,0
12-31-05,30,42,0,51,45,0,47,0,0,42,0
12-32-05,30,42,0,51,45,0,47,0,0,42,0
12-33-05,29,42,0,51,45,0,47,0,0,42,0
12-34-05,31,41,0,51,45,0,46,0,0,41,0
12-35-05,30,42,0,51,45,0,46,0,0,42,0
12-36-05,29,42,0,51,45,0,47,0,0,42,0
12-37-05,29,42,0,51,45,0,47,0,0,42,0
12-38-05,30,42,0,51,45,0,47,0,0,43,0
12-39-05,30,42,0,51,45,0,47,0,0,42,0
12-40-05,30,42,0,51,45,0,47,0,0,42,0
12-41-05,30,42,0,51,45,0,47,0,0,41,0
12-42-05,30,42,0,51,45,0,47,0,0,42,0
12-43-05,30,42,0,51,45,0,47,0,0,43,0
12-44-05,30,41,0,51,45,0,47,0,0,42,0
12-45-05,30,42,0,51,45,0,46,0,0,42,0
12-46-05,29,42,0,51,45,0,48,0,0,43,0
12-47-05,30,42,0,51,45,0,47,0,0,42,0
12-48-05,30,42,0,51,45,0,47,0,0,42,0
12-49-05,29,41,0,51,45,0,47,0,0,42,0
12-50-05,30,42,0,51,45,0,46,0,0,42,0
12-51-05,30,42,0,51,45,0,47,0,0,43,0
12-52-05,30,41,0,51,45,0,46,0,0,42,0
12-53-05,29,42,0,51,45,0,47,0,0,42,0
12-54-05,30,41,0,51,45,0,47,0,0,42,0
12-55-05,30,41,0,51,45,0,47,0,0,42,0
12-56-05,30,42,0,51,45,0,47,0,0,42,0
12-57-05,29,42,0,51,45,0,47,0,0,42,0
12-58-05,30,42,0,51,45,0,46,0,0,42,0
12-59-05,29,42,0,51,45,0,47,0,0,42,0
13-00-05,30,42,0,51,45,0,46,0,0,42,0
13-01-05,29,42,0,51,44,0,47,0,0,42,0
13-02-05,30,42,0,51,45,0,47,0,0,42,0
13-03-05,30,42,0,51,45,0,46,0,0,42,0
13-04-05,29,42,0,51,45,0,47,0,0,42,0
13-05-05,29,42,0,51,44,0,47,0,0,43,0
13-06-05,30,42,0,51,45,0,46,0,0,43,0
