date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
10-51-35,0,0,0,0,0,31,0,0,30,0,0
10-52-35,0,0,0,0,0,0,0,0,30,0,0
10-53-15,0,0,0,0,0,0,0,0,29,0,0
10-54-25,0,0,0,0,0,0,0,0,31,0,0
11-01-15,0,0,0,0,29,0,0,0,0,0,0
11-02-25,0,29,0,0,0,0,0,0,0,0,0
11-03-25,0,31,0,0,0,0,0,0,0,0,0
11-04-15,0,0,0,0,0,0,29,0,0,0,0
11-05-35,0,0,0,0,0,0,0,0,31,0,0
11-06-05,0,0,0,0,0,0,0,0,29,0,0
11-07-05,0,0,0,0,31,0,0,0,0,0,0
11-08-05,0,0,0,0,0,32,0,0,0,0,0
11-12-15,0,0,0,0,0,30,0,0,0,0,0
11-16-15,0,30,0,0,31,0,0,0,31,0,0
11-17-05,0,0,0,0,30,0,0,0,33,0,0
11-18-05,0,30,0,0,0,0,0,0,29,0,0
11-19-25,0,30,0,0,0,0,0,0,0,0,0
11-20-15,0,0,0,0,0,0,0,0,0,30,0
11-21-35,0,0,0,0,0,0,0,0,0,34,0
11-22-05,0,0,0,0,0,0,0,0,0,32,0
11-23-15,0,31,0,0,0,0,0,0,0,0,0
11-24-25,0,0,0,0,32,0,0,0,31,0,0
11-25-35,0,0,0,0,30,0,0,0,0,0,29
11-26-05,0,0,0,0,33,0,0,0,35,0,0
11-41-15,0,0,0,0,0,0,29,0,0,0,0
11-43-45,0,31,0,0,0,0,0,0,0,0,0
11-44-25,0,0,0,0,0,0,0,0,0,29,29
11-45-35,0,0,0,0,0,29,0,0,0,34,0
11-46-15,0,0,0,0,0,0,0,0,32,0,0
11-47-05,0,0,0,0,0,0,33,0,0,0,0
11-48-05,0,0,0,0,0,0,0,0,30,0,0
11-49-05,0,0,0,0,0,30,33,0,32,0,0
11-50-15,0,30,0,0,0,0,0,0,31,0,0
11-51-25,0,0,0,0,0,29,0,0,0,0,0
11-52-05,0,0,0,0,0,0,33,0,0,0,0
11-53-05,0,0,0,0,0,0,30,0,31,0,0
11-54-25,0,0,0,0,0,29,0,0,30,0,0
11-58-05,0,0,0,0,0,0,0,0,0,29,0
12-00-05,0,0,0,0,0,29,0,0,0,0,0
12-01-05,0,30,0,0,32,0,0,0,0,0,0
12-02-05,0,0,0,0,0,0,0,0,0,0,31
12-03-05,0,38,0,0,0,0,0,0,0,0,0
12-04-15,0,0,0,0,0,0,0,0,0,0,29
12-05-05,0,0,0,0,0,34,0,0,0,0,0
12-06-05,0,0,0,0,0,35,0,0,0,0,0
12-07-05,0,0,0,0,0,29,0,0,0,0,0
12-08-05,0,0,0,0,0,38,0,0,0,0,0
12-09-05,0,0,0,0,0,35,0,0,0,0,0
12-10-05,0,0,0,0,31,0,0,0,0,0,0
12-11-55,0,0,0,0,0,29,0,0,0,0,0
12-12-25,0,0,0,0,0,31,0,0,0,0,0
12-13-35,0,0,0,0,0,30,0,0,0,0,0
12-14-25,0,0,0,0,0,29,0,0,0,0,0
12-15-15,0,0,0,0,0,29,0,0,0,0,0
12-17-15,0,0,0,0,0,32,0,0,0,0,0
12-18-35,0,0,0,0,0,29,0,0,0,0,0
12-20-35,0,0,0,0,0,29,0,0,0,0,0
12-21-05,0,0,0,0,0,32,0,0,0,0,0
12-26-25,0,0,0,0,0,31,0,0,29,0,0
12-27-05,0,0,0,0,0,0,30,0,32,0,0
12-28-15,0,0,0,0,0,0,0,0,29,0,0
12-29-05,0,0,0,0,0,0,31,0,31,0,0
12-30-15,0,0,0,0,0,31,29,0,31,0,0
12-31-05,0,0,0,0,0,30,0,0,32,0,0
12-32-35,0,0,0,0,0,31,0,0,31,0,0
12-33-05,0,0,0,0,0,0,30,0,0,0,0
12-34-15,0,0,0,0,0,30,0,0,0,0,0
12-35-15,0,0,0,0,0,29,0,0,0,0,0
12-36-35,0,0,0,0,0,0,0,0,0,0,30
12-39-55,0,33,0,0,0,0,0,0,0,31,0
12-40-05,0,0,0,0,29,0,0,0,0,0,32
12-41-05,0,0,0,0,30,0,0,0,0,31,32
12-42-05,0,0,0,0,0,29,0,0,0,0,0
12-43-05,0,0,0,0,32,0,0,0,0,0,0
12-44-25,0,29,0,0,0,30,0,0,30,0,0
12-45-15,0,0,0,0,29,0,0,0,0,0,0
12-46-15,0,0,0,0,0,0,0,0,32,0,0
12-47-25,0,31,0,0,0,0,0,0,0,0,0
12-48-05,0,30,0,0,0,31,30,0,38,0,0
12-49-05,0,0,0,0,0,32,33,0,31,0,0
12-50-05,0,30,0,0,0,39,37,0,44,33,0
12-51-25,0,0,0,0,32,0,0,0,0,0,0
12-53-45,0,31,0,0,30,32,29,0,0,29,0
12-54-05,0,0,0,0,0,29,0,0,0,29,0
12-55-05,0,0,0,0,0,0,0,0,29,0,0
12-56-05,0,31,0,0,30,31,0,0,36,35,30
12-57-05,0,33,0,0,0,0,0,0,31,33,0
12-58-05,0,29,0,0,0,31,29,0,35,29,0
12-59-05,0,0,0,0,0,29,0,0,33,29,0
