date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
09-14-15,0,0,0,0,0,0,0,0,0,0,31
09-14-25,0,0,0,0,0,0,0,0,0,0,37
09-14-45,0,0,0,0,0,0,0,0,0,0,31
09-14-55,0,0,0,0,0,0,0,0,0,0,30
09-15-25,29,0,29,0,0,0,0,0,0,0,30
09-15-35,35,32,35,32,32,33,32,31,30,32,34
09-15-45,32,31,34,29,32,31,31,32,30,33,0
09-15-55,36,30,32,33,30,31,31,0,32,29,0
09-16-05,29,0,0,29,0,31,0,0,32,0,33
09-16-15,35,32,34,31,34,33,32,32,37,34,0
09-16-25,29,0,31,0,29,30,30,0,0,38,0
09-18-25,0,0,29,0,0,0,0,0,0,0,0
09-20-05,31,0,0,0,0,0,0,0,0,0,0
09-20-55,37,0,0,0,0,0,0,0,0,0,0
09-21-05,29,0,0,0,0,0,0,0,0,0,0
09-21-15,32,0,0,0,0,0,0,0,0,0,0
09-21-25,31,0,0,0,0,0,0,0,0,0,0
09-21-35,31,0,0,0,0,0,0,0,0,0,0
09-25-35,31,0,0,0,0,0,0,0,0,0,0
09-26-35,31,0,0,0,0,0,0,0,0,0,0
09-26-45,0,0,0,0,0,0,30,0,0,0,0
09-26-55,30,0,0,0,0,0,0,0,0,0,0
09-27-15,0,0,29,0,0,0,0,0,30,0,0
09-27-25,37,0,0,0,0,0,0,0,32,0,0
09-27-35,0,0,0,0,0,0,0,0,38,0,0
09-27-45,35,0,0,0,0,0,0,0,31,0,0
09-27-55,35,0,0,0,0,0,0,0,0,0,0
09-28-05,31,0,29,0,0,0,0,0,0,0,0
09-28-15,30,0,0,0,0,0,0,0,0,30,0
09-28-25,0,0,0,0,0,0,31,0,0,0,0
09-29-35,0,0,30,0,0,30,33,0,0,0,0
09-29-45,33,0,0,0,0,0,0,0,0,0,0
09-31-25,0,0,29,0,0,29,30,0,31,0,0
09-31-35,0,0,0,0,0,0,33,0,32,0,0
09-32-05,29,0,0,0,0,0,0,0,0,0,0
09-32-25,33,0,0,0,0,0,0,0,0,0,0
09-32-35,31,0,0,0,0,0,0,0,30,0,0
09-32-45,32,0,0,0,0,0,0,0,0,0,0
09-32-55,32,0,0,0,0,0,0,0,0,0,0
09-33-25,30,0,0,0,0,0,0,0,0,0,0
09-33-35,0,0,0,0,0,0,0,0,29,0,0
09-33-45,0,0,0,0,0,0,0,0,30,0,0
09-33-55,0,0,0,0,0,0,0,0,31,0,0
09-34-05,31,0,0,0,0,0,0,0,31,0,0
09-34-15,0,0,0,0,0,0,0,0,29,0,0
09-34-25,29,0,0,0,0,0,0,0,30,0,0
09-34-55,29,0,0,0,0,0,0,0,31,0,0
09-35-05,31,0,0,0,0,0,0,0,31,0,0
09-35-25,0,0,0,0,0,0,0,0,35,33,0
09-35-35,0,0,0,0,0,0,0,0,31,0,0
09-40-55,0,0,30,0,0,33,0,0,29,0,0
09-41-05,0,0,0,0,0,0,29,0,0,30,0
09-41-15,0,0,0,0,0,0,0,0,0,0,29
09-41-25,0,0,0,0,0,0,29,0,0,0,0
09-41-45,0,0,0,0,0,0,32,0,0,0,0
09-41-55,0,0,0,0,0,32,0,0,32,0,0
09-42-05,0,0,0,0,0,31,0,0,33,0,0
09-42-15,0,0,0,0,0,35,0,0,0,0,0
09-42-25,0,0,0,0,0,30,0,0,0,0,0
09-42-35,0,0,0,0,0,29,0,0,0,0,0
09-43-25,0,0,0,0,0,30,0,0,31,0,0
09-43-35,30,0,29,0,0,30,0,0,33,31,0
09-43-45,0,0,32,0,0,0,32,0,0,0,0
09-43-55,0,29,31,0,0,0,0,0,29,0,0
09-44-05,0,30,0,0,0,0,31,0,32,0,0
09-44-15,0,30,0,0,0,0,0,0,30,0,0
09-44-25,0,30,0,0,0,0,0,0,33,0,0
09-44-45,0,0,29,0,0,0,30,0,33,29,0
09-44-55,0,0,0,0,29,0,31,0,0,32,0
09-45-05,30,30,0,0,0,0,38,0,0,0,0
09-45-15,32,0,29,0,0,0,31,0,0,0,0
09-49-15,0,0,0,0,30,0,0,0,0,0,0
09-49-25,0,0,0,0,29,0,0,0,0,0,0
09-49-55,0,0,30,0,0,29,0,0,0,0,0
09-50-05,0,0,0,0,0,0,0,0,30,0,0
09-50-15,0,0,0,0,0,0,0,0,30,0,0
09-50-25,0,30,0,0,0,0,0,0,0,0,0
09-50-35,0,33,0,0,0,0,0,0,0,0,0
09-50-45,0,31,0,0,0,0,0,0,0,0,0
09-51-05,0,30,0,0,0,0,0,0,0,0,0
09-53-15,0,0,0,0,0,0,29,0,0,0,0
09-53-25,0,0,0,0,0,0,29,0,0,0,0
09-53-35,0,0,0,0,31,0,32,0,0,0,0
09-53-55,0,0,0,0,0,0,30,0,0,0,29
