date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,60,59,62,55,51,56,51,50,51,0
09-01-05,0,59,59,62,55,51,55,52,48,53,0
09-02-05,0,60,59,61,55,51,55,51,50,50,0
09-03-05,0,60,59,62,55,51,55,51,50,51,0
09-04-05,0,59,59,61,55,51,55,52,49,52,0
09-05-05,0,60,60,61,55,51,55,52,49,52,0
09-06-05,0,59,59,61,55,51,55,51,49,51,0
09-07-05,0,60,58,62,55,51,55,52,49,52,0
09-08-05,0,59,60,61,55,51,55,51,50,52,0
09-09-05,0,59,59,62,55,51,55,52,49,53,0
09-10-05,0,59,59,61,55,51,56,52,50,52,0
09-11-05,0,59,59,61,55,50,55,51,48,53,0
09-12-05,0,59,58,61,55,51,55,51,49,53,0
09-13-05,0,59,59,61,55,51,55,51,49,52,0
09-14-05,0,59,59,61,55,51,55,51,47,54,0
09-15-05,0,59,59,62,55,51,55,51,48,52,0
09-16-05,0,57,59,62,55,50,56,51,48,50,41
09-17-05,0,61,60,62,56,51,56,56,62,56,41
09-18-05,0,55,56,51,51,56,45,0,56,48,39
09-19-05,0,34,40,38,0,34,36,0,38,36,0
09-20-05,0,34,39,36,41,41,41,0,37,35,0
09-21-05,0,0,0,0,0,0,0,0,0,0,0
09-22-15,0,34,37,0,34,35,0,0,35,34,0
09-23-05,0,37,43,37,38,38,42,0,37,40,45
09-24-05,0,36,41,36,42,35,37,0,46,51,0
09-25-05,0,0,35,0,0,0,37,0,35,0,0
09-26-05,0,0,36,0,36,35,37,0,36,37,0
09-27-05,0,0,0,0,0,0,0,0,39,0,0
09-28-05,0,0,39,0,35,36,35,0,38,36,0
09-29-05,0,0,34,0,0,34,35,0,34,0,0
09-30-15,0,0,0,0,0,34,0,0,0,0,0
09-31-05,0,0,0,0,0,0,0,0,34,0,0
09-32-05,0,0,35,0,0,35,0,0,37,34,0
09-33-05,0,0,34,0,0,0,0,0,0,0,0
09-34-05,0,0,0,0,0,0,0,0,35,0,0
09-35-05,0,0,0,0,0,0,0,0,35,0,0
09-37-45,0,0,0,0,0,0,0,0,34,0,0
09-38-25,0,0,41,0,0,36,36,0,40,34,35
09-39-05,0,36,39,0,41,35,43,0,53,35,35
09-40-05,0,0,0,0,34,0,35,0,0,49,0
09-41-05,0,37,0,0,34,0,38,0,35,35,0
09-42-05,0,0,0,0,0,0,44,0,0,34,0
09-43-05,0,0,36,0,45,41,43,0,41,52,0
09-44-05,0,0,0,0,0,0,36,0,34,43,0
09-45-05,0,35,37,0,0,34,40,0,45,35,48
