date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,60,59,62,55,51,56,51,50,51,0
09-00-15,0,60,59,62,55,51,55,52,50,51,0
09-00-25,0,60,60,61,55,51,56,51,49,51,0
09-00-35,0,59,59,62,55,51,55,52,50,49,0
09-00-45,0,59,59,62,55,51,56,51,49,51,0
09-00-55,0,59,60,62,55,51,56,51,49,54,0
09-01-05,0,59,59,62,55,51,55,52,48,53,0
09-01-15,0,60,59,62,55,51,56,52,50,51,0
09-01-25,0,59,59,62,55,51,56,52,50,50,0
09-01-35,0,59,59,62,55,51,55,53,49,53,0
09-01-45,0,60,59,62,55,51,55,52,49,51,0
09-01-55,0,59,59,62,55,51,56,51,49,52,0
09-02-05,0,60,59,61,55,51,55,51,50,50,0
09-02-15,0,59,59,61,55,51,56,52,49,51,0
09-02-25,0,59,59,62,55,51,55,52,50,53,0
09-02-35,0,59,60,61,55,51,56,52,49,53,0
09-02-45,0,60,60,62,55,51,56,53,50,52,0
09-02-55,0,60,59,62,55,51,55,52,50,54,0
09-03-05,0,60,59,62,55,51,55,51,50,51,0
09-03-15,0,60,60,62,55,51,55,51,50,51,0
09-03-25,0,59,59,62,55,51,56,51,49,50,0
09-03-35,0,59,59,62,55,51,55,51,50,51,0
09-03-45,0,60,59,62,55,51,56,51,49,52,0
09-03-55,0,58,60,61,55,51,55,52,50,53,0
09-04-05,0,59,59,61,55,51,55,52,49,52,0
09-04-15,0,59,60,62,55,51,55,51,50,51,0
09-04-25,0,59,59,61,55,51,54,51,49,52,0
09-04-35,0,60,60,61,55,51,55,53,49,52,0
09-04-45,0,59,60,62,56,51,55,52,49,53,0
09-04-55,0,60,59,61,55,51,56,51,49,52,0
09-05-05,0,60,60,61,55,51,55,52,49,52,0
09-05-15,0,59,60,62,55,50,55,53,50,53,0
09-05-25,0,59,60,62,55,51,55,53,49,52,0
09-05-35,0,60,60,61,55,50,55,51,50,51,0
09-05-45,0,59,60,62,56,51,55,52,49,49,0
09-05-55,0,60,60,61,55,51,56,49,50,54,0
09-06-05,0,59,59,61,55,51,55,51,49,51,0
09-06-15,0,59,60,62,55,51,55,52,48,52,0
09-06-25,0,59,59,62,55,50,55,52,50,52,0
09-06-35,0,60,59,61,55,51,55,52,50,54,0
09-06-45,0,60,59,61,55,51,55,52,50,52,0
09-06-55,0,59,60,62,55,51,55,52,49,50,0
09-07-05,0,60,58,62,55,51,55,52,49,52,0
09-07-15,0,59,60,61,55,51,55,52,49,52,0
09-07-25,0,59,59,61,55,51,55,51,49,52,0
09-07-35,0,59,60,62,55,51,55,51,49,53,0
09-07-45,0,60,58,62,55,51,55,52,49,51,0
09-07-55,0,60,60,62,55,51,55,53,49,51,0
09-08-05,0,59,60,61,55,51,55,51,50,52,0
09-08-15,0,58,58,62,55,51,56,53,48,54,0
09-08-25,0,60,59,62,55,51,55,53,49,50,0
09-08-35,0,60,59,62,55,51,55,52,48,50,0
09-08-45,0,60,58,62,55,50,55,51,49,52,0
09-08-55,0,60,59,61,55,51,55,51,50,50,0
09-09-05,0,59,59,62,55,51,55,52,49,53,0
09-09-15,0,59,59,62,55,51,55,52,50,51,0
09-09-25,0,59,59,62,55,51,55,51,48,49,0
09-09-35,0,60,59,61,55,51,55,51,48,52,0
09-09-45,0,60,59,62,56,51,55,52,48,51,0
09-09-55,0,59,59,62,55,51,55,52,48,50,0
09-10-05,0,59,59,61,55,51,56,52,50,52,0
09-10-15,0,59,60,62,55,51,55,51,48,51,0
09-10-25,0,60,60,62,55,51,55,51,49,51,0
09-10-35,0,59,59,62,55,50,55,52,48,51,0
09-10-45,0,60,59,61,55,51,56,52,49,51,0
09-10-55,0,60,59,62,55,50,56,52,48,51,0
09-11-05,0,59,59,61,55,50,55,51,48,53,0
09-11-15,0,59,59,61,54,51,55,51,48,52,0
09-11-25,0,59,59,62,55,51,55,52,49,52,0
09-11-35,0,60,60,61,55,51,55,53,50,53,0
09-11-45,0,60,59,61,55,50,55,53,49,53,0
09-11-55,0,59,59,61,55,50,55,52,47,51,0
09-12-05,0,59,58,61,55,51,55,51,49,53,0
09-12-15,0,59,59,62,55,50,55,52,49,53,0
09-12-25,0,60,60,62,55,50,55,52,48,52,0
09-12-35,0,59,59,62,55,50,55,51,50,50,0
09-12-45,0,60,59,62,55,50,56,51,49,52,0
09-12-55,0,60,59,62,55,51,56,53,49,52,0
09-13-05,0,59,59,61,55,51,55,51,49,52,0
09-13-15,0,60,59,61,55,50,55,52,49,52,0
09-13-25,0,60,59,62,55,51,56,51,49,52,0
09-13-35,0,59,60,61,55,50,55,51,49,53,0
09-13-45,0,60,59,61,55,51,56,51,49,53,0
09-13-55,0,60,60,61,55,50,55,52,49,53,0
09-14-05,0,59,59,61,55,51,55,51,47,54,0
09-14-15,0,60,59,61,55,50,56,52,48,54,0
09-14-25,0,60,59,62,55,51,55,50,49,52,0
09-14-35,0,60,59,62,55,51,55,50,48,53,0
09-14-45,0,60,59,61,55,50,55,52,48,51,0
09-14-55,0,59,58,62,55,51,55,51,48,52,0
09-15-05,0,59,59,62,55,51,55,51,48,52,0
09-15-15,0,59,59,61,55,50,55,52,48,53,0
09-15-25,0,59,60,62,55,50,55,52,49,53,35
09-15-35,0,59,59,62,55,51,55,52,50,52,38
09-15-45,0,60,59,62,55,51,56,52,49,49,45
09-15-55,0,60,60,62,55,51,55,52,50,51,41
09-16-05,0,57,59,62,55,50,56,51,48,50,41
09-16-15,0,59,59,62,55,51,55,51,51,49,35
09-16-25,0,61,60,64,53,49,55,53,59,56,44
09-16-35,0,60,62,64,55,49,57,56,61,55,36
09-16-45,0,60,61,64,54,50,58,55,61,54,35
09-16-55,0,60,60,63,55,49,56,54,60,54,40
09-17-05,0,61,60,62,56,51,56,56,62,56,41
09-17-15,0,61,59,63,55,48,57,57,61,56,38
09-17-25,0,62,60,63,54,49,57,54,60,56,42
09-17-35,0,59,59,62,56,50,56,50,57,52,45
09-17-45,0,59,58,62,56,51,56,38,50,53,43
09-17-55,0,56,47,57,50,50,50,0,49,48,43
09-18-05,0,55,56,51,51,56,45,0,56,48,39
09-18-15,0,48,51,50,44,48,50,0,54,48,43
09-18-25,0,40,46,37,45,40,44,0,46,42,43
09-18-35,0,37,45,42,39,40,42,0,45,39,35
09-18-45,0,37,43,38,41,39,45,0,45,36,43
09-18-55,0,37,47,39,37,36,38,0,44,36,39
09-19-05,0,34,40,38,0,34,36,0,38,36,0
09-19-15,0,38,46,44,38,37,43,0,44,40,38
09-19-25,0,42,48,41,42,44,45,0,38,48,35
09-19-35,0,44,43,41,39,38,39,0,41,40,35
09-19-45,0,40,44,38,38,40,48,0,41,45,34
09-19-55,0,49,47,45,41,44,42,0,44,45,0
09-20-05,0,34,39,36,41,41,41,0,37,35,0
09-20-25,0,0,0,0,0,0,0,0,34,0,0
09-20-55,0,0,0,0,0,0,0,0,0,0,0
09-21-05,0,0,0,0,0,0,0,0,0,0,0
09-21-15,0,0,0,0,0,0,0,0,0,0,0
09-21-25,0,0,0,0,0,0,0,0,0,0,0
09-21-35,0,34,35,0,0,0,34,0,0,0,0
09-21-55,0,0,0,0,0,0,35,0,0,0,0
09-22-15,0,34,37,0,34,35,0,0,35,34,0
09-22-25,0,35,37,35,36,35,37,0,39,39,0
09-22-35,0,35,38,36,39,39,47,0,35,46,0
09-22-45,0,37,43,36,40,38,47,0,37,43,34
09-22-55,0,38,41,39,37,42,45,0,37,36,34
09-23-05,0,37,43,37,38,38,42,0,37,40,45
09-23-15,0,37,50,46,40,42,38,0,43,38,37
09-23-25,0,38,48,42,40,45,39,0,41,46,34
09-23-35,0,35,41,37,37,45,37,0,37,35,35
09-23-45,0,35,38,36,40,42,38,0,42,37,34
09-23-55,0,47,50,52,47,55,43,0,52,41,35
09-24-05,0,36,41,36,42,35,37,0,46,51,0
09-24-15,0,36,38,0,36,36,49,0,36,40,34
09-24-25,0,0,36,0,0,37,36,0,34,36,0
09-24-35,0,0,35,0,34,35,47,0,0,35,0
09-24-45,0,35,36,0,37,34,44,0,37,35,37
09-24-55,0,0,34,0,35,35,38,0,35,0,34
09-25-05,0,0,35,0,0,0,37,0,35,0,0
09-25-15,0,0,0,0,0,0,48,0,0,0,0
09-25-25,0,0,34,0,0,0,36,0,0,0,0
09-25-35,0,0,34,0,0,34,34,0,0,34,0
09-25-45,0,0,34,0,35,34,35,0,36,35,0
09-25-55,0,0,36,0,35,35,35,0,36,37,0
09-26-05,0,0,36,0,36,35,37,0,36,37,0
09-26-15,0,0,35,0,35,35,35,0,35,36,0
09-26-25,0,34,35,0,34,36,35,0,36,36,0
09-26-35,0,35,35,0,34,34,34,0,36,36,0
09-26-45,0,0,35,0,34,34,36,0,36,0,0
09-26-55,0,0,0,0,0,0,0,0,0,0,0
09-27-05,0,0,0,0,0,0,0,0,39,0,0
09-27-15,0,0,35,0,34,34,34,0,37,35,0
09-27-25,0,0,35,0,35,34,37,0,43,35,0
09-27-35,0,0,35,0,36,35,34,0,39,35,0
09-27-45,0,34,37,0,35,36,0,0,37,36,0
09-27-55,0,0,35,0,0,34,34,0,34,34,0
09-28-05,0,0,39,0,35,36,35,0,38,36,0
09-28-15,0,0,0,0,0,0,0,0,0,0,0
09-28-25,0,0,34,0,0,0,34,0,34,0,0
09-28-35,0,0,34,0,0,0,0,0,0,0,0
09-28-55,0,0,34,0,0,34,34,0,0,0,0
09-29-05,0,0,34,0,0,34,35,0,34,0,0
09-29-15,0,0,0,0,0,0,38,0,35,0,0
09-29-25,0,0,34,0,0,0,0,0,35,34,0
09-29-35,0,0,34,0,0,0,34,0,0,0,0
09-29-45,0,34,34,0,0,0,34,0,0,0,0
09-29-55,0,34,0,0,0,34,0,0,0,0,0
09-30-15,0,0,0,0,0,34,0,0,0,0,0
09-30-25,0,0,0,0,0,34,0,0,35,34,0
09-30-35,0,0,0,0,0,34,0,0,35,40,0
09-30-45,0,0,0,0,0,34,0,0,0,0,0
09-30-55,0,0,0,0,34,0,0,0,34,0,0
09-31-05,0,0,0,0,0,0,0,0,34,0,0
09-31-45,0,0,36,0,35,35,34,0,35,0,0
09-32-05,0,0,35,0,0,35,0,0,37,34,0
09-32-25,0,0,34,0,0,34,0,0,0,0,0
09-32-35,0,37,38,0,35,39,0,0,39,0,0
09-32-45,0,38,39,0,37,42,0,0,36,0,0
09-32-55,0,39,40,0,34,40,0,0,36,0,0
09-33-05,0,0,34,0,0,0,0,0,0,0,0
09-33-25,0,35,0,0,0,34,0,0,34,0,0
09-33-45,0,0,0,0,0,0,0,0,35,0,0
09-33-55,0,0,0,0,0,0,0,0,35,0,0
09-34-05,0,0,0,0,0,0,0,0,35,0,0
09-34-15,0,35,38,0,0,35,34,0,39,0,0
09-34-25,0,0,37,0,36,37,34,0,34,34,37
09-34-35,0,34,37,0,36,35,0,0,36,0,0
09-34-45,0,0,34,0,0,0,0,0,38,0,0
09-34-55,0,0,37,0,0,34,0,0,62,0,0
09-35-05,0,0,0,0,0,0,0,0,35,0,0
09-37-45,0,0,0,0,0,0,0,0,34,0,0
09-37-55,0,0,0,0,0,0,0,0,34,0,0
09-38-25,0,0,41,0,0,36,36,0,40,34,35
09-38-35,0,0,35,0,0,35,34,0,34,0,34
09-38-45,0,0,35,0,0,34,37,0,34,0,0
09-38-55,0,0,35,0,0,37,36,0,37,0,0
09-39-05,0,36,39,0,41,35,43,0,53,35,35
09-39-15,0,40,40,0,43,34,44,0,37,35,36
09-39-25,0,36,36,0,37,34,46,0,42,35,36
09-39-35,0,0,35,0,0,34,36,0,36,35,0
09-39-45,0,42,35,0,47,36,39,0,38,35,36
09-39-55,0,36,38,0,44,34,35,0,35,39,39
09-40-05,0,0,0,0,34,0,35,0,0,49,0
09-40-15,0,0,0,0,0,0,36,0,39,51,0
09-40-25,0,0,39,0,34,0,36,0,38,35,34
09-40-35,0,37,0,0,34,0,0,0,37,37,0
09-40-45,0,36,36,0,0,0,35,0,37,0,38
09-40-55,0,40,0,0,0,0,0,0,35,0,0
09-41-05,0,37,0,0,34,0,38,0,35,35,0
09-41-15,0,35,0,0,35,0,43,0,0,39,0
09-41-25,0,38,0,0,35,0,36,0,0,38,0
09-41-35,0,42,0,0,34,0,36,0,0,37,0
09-41-45,0,41,0,0,0,0,36,0,0,36,0
09-41-55,0,38,39,0,35,35,37,0,34,41,35
09-42-05,0,0,0,0,0,0,44,0,0,34,0
09-42-15,0,0,38,0,0,0,38,0,35,44,0
09-42-25,0,34,36,0,0,0,36,0,40,40,0
09-42-35,0,37,0,0,34,0,35,0,37,40,0
09-42-45,0,37,0,0,34,0,35,0,0,40,0
09-42-55,0,0,34,0,0,41,35,0,39,34,0
09-43-05,0,0,36,0,45,41,43,0,41,52,0
09-43-15,0,34,37,0,36,36,37,0,38,40,35
09-43-25,0,47,37,0,36,36,35,0,38,41,34
09-43-35,0,40,41,0,34,36,0,0,43,51,36
09-43-45,0,0,37,0,0,37,35,0,38,42,36
09-43-55,0,0,34,0,0,0,40,0,0,40,0
09-44-05,0,0,0,0,0,0,36,0,34,43,0
09-44-15,0,0,0,0,0,0,34,0,34,45,0
09-44-25,0,0,0,0,0,0,0,0,37,44,0
09-44-35,0,0,0,0,0,0,0,0,0,44,0
09-44-45,0,35,0,0,0,0,0,0,34,44,0
09-44-55,0,0,34,0,37,0,43,0,0,44,0
09-45-05,0,35,37,0,0,34,40,0,45,35,48
09-45-15,0,40,39,0,39,36,37,0,50,34,36
09-45-25,0,0,0,0,0,0,0,0,36,0,0
