date,Uriah,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
13-10-51,39,0,0,0,0,0,0,0,0,45,0,0,0,52,38,0
13-11-01,39,0,0,0,0,0,0,0,0,40,0,0,0,53,35,0
13-11-11,41,0,0,0,0,0,0,0,0,43,0,0,0,51,41,0
13-11-21,38,0,0,0,0,31,0,0,0,44,0,0,0,54,46,0
13-11-31,38,0,0,0,0,0,0,0,0,46,0,0,0,53,42,0
13-11-41,39,0,0,0,31,31,0,0,0,44,0,0,0,52,45,0
13-11-51,39,0,0,0,0,31,0,0,0,45,0,0,0,53,41,0
13-12-01,42,0,0,0,0,32,0,0,0,47,0,0,0,53,42,0
13-12-11,41,0,0,0,0,31,0,0,0,47,0,0,0,54,43,0
13-12-21,40,0,0,0,0,0,0,0,0,46,0,0,0,48,41,0
13-12-31,42,0,0,0,31,0,0,0,0,46,0,0,0,52,38,0
13-12-41,41,0,0,0,0,0,0,0,0,44,0,0,0,53,40,0
13-12-51,40,0,0,0,31,0,0,0,0,47,0,0,0,53,39,0
13-13-01,41,0,0,0,0,0,0,0,0,43,0,0,0,51,43,0
13-13-11,41,0,0,0,31,0,0,0,0,47,0,31,0,54,41,0
13-13-21,41,0,0,0,0,0,0,0,0,45,0,0,0,52,41,0
13-13-31,40,0,0,0,31,0,0,0,0,43,0,0,0,52,40,0
13-13-41,40,0,0,31,0,0,0,0,0,47,0,0,0,53,39,0
13-13-51,40,0,0,0,0,0,0,0,0,45,0,0,0,53,38,0
13-14-01,42,0,33,0,0,0,0,0,0,45,0,0,0,53,40,0
13-14-11,40,0,31,0,0,0,0,0,0,43,0,0,0,52,40,0
13-14-21,40,0,0,31,0,0,0,0,0,45,0,0,0,50,39,0
13-14-31,41,0,31,0,31,0,0,0,0,44,0,0,0,56,43,0
13-14-41,40,0,0,0,0,0,0,0,0,44,0,0,0,53,42,0
13-14-51,42,0,0,0,31,0,0,0,0,0,0,0,0,53,41,0
13-15-01,39,0,0,0,31,0,0,0,0,45,0,0,0,53,42,0
13-15-11,41,0,0,0,31,0,0,0,0,45,0,0,0,53,40,0
13-15-21,40,0,0,0,31,0,0,0,0,42,0,0,0,53,39,0
13-15-31,40,0,0,0,0,0,32,0,0,43,0,0,0,52,38,0
13-15-41,40,0,0,31,0,0,31,0,0,43,0,0,0,53,40,0
13-15-51,40,0,35,0,31,0,0,0,0,44,0,0,0,52,40,0
13-16-01,40,0,31,0,0,0,31,0,0,44,0,0,0,52,39,0
13-16-11,43,0,0,0,0,0,31,0,0,47,0,0,0,53,39,0
13-16-21,40,0,0,0,0,0,0,0,0,43,0,0,0,53,40,0
13-16-31,39,0,0,0,31,0,0,0,0,45,0,0,0,52,39,0
13-16-41,41,0,0,0,31,0,0,0,0,47,0,0,0,53,40,0
13-16-51,39,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
13-17-01,40,0,0,0,31,0,0,0,0,48,0,0,0,51,41,0
13-17-11,40,0,0,0,0,0,0,0,0,45,0,41,0,52,43,0
13-17-21,43,0,0,0,0,0,0,0,0,44,0,0,0,54,41,0
13-17-31,42,0,33,0,0,0,0,0,0,47,0,0,0,52,42,0
13-17-41,40,0,0,0,0,0,0,0,0,47,0,0,0,53,40,0
13-17-51,40,0,0,0,31,0,0,0,0,46,0,0,0,50,42,0
13-18-01,41,0,33,0,31,0,0,0,0,47,0,0,0,53,41,0
13-18-11,41,0,0,0,31,0,0,0,0,47,0,31,0,54,41,0
13-18-21,40,0,0,0,31,0,0,0,0,46,0,0,0,54,41,0
13-18-31,42,0,31,0,31,0,0,0,0,48,0,0,0,53,42,0
13-18-41,42,0,34,0,0,0,32,0,0,0,0,32,0,53,40,0
13-18-51,44,0,35,0,32,0,31,0,0,46,0,33,0,53,44,0
13-19-01,42,0,34,0,0,0,0,0,0,47,0,0,0,53,43,0
13-19-11,41,0,35,0,31,0,31,0,0,0,0,0,0,54,37,0
13-19-21,44,0,0,0,0,0,0,0,0,45,0,31,0,53,43,0
13-19-31,41,0,36,0,0,0,0,0,0,46,0,0,0,54,42,0
13-19-41,44,0,0,0,31,0,0,0,0,44,0,0,0,55,42,0
13-19-51,42,0,0,0,0,0,0,0,0,45,0,0,0,53,40,0
13-20-01,42,0,37,33,0,0,0,0,0,45,0,0,0,53,39,0
13-20-11,42,0,33,0,31,0,0,0,0,45,0,0,0,53,40,0
13-20-21,40,0,37,0,31,0,31,0,0,45,0,0,0,53,40,0
13-20-31,42,0,0,0,0,31,0,0,0,47,0,0,0,53,41,0
13-20-41,40,0,31,0,31,0,33,0,0,46,0,0,0,53,0,0
13-20-51,41,0,33,0,31,0,31,0,0,45,0,0,0,52,40,0
13-21-01,41,0,31,0,0,0,32,0,0,46,0,0,0,53,41,0
13-21-11,41,0,32,0,0,0,0,0,0,46,0,0,0,53,41,0
13-21-21,40,0,32,0,0,0,0,0,0,45,0,0,0,52,40,0
13-21-31,40,0,31,0,31,0,34,0,0,44,0,0,0,53,41,0
13-21-41,41,0,0,0,31,0,39,0,0,46,0,0,0,53,40,0
13-21-51,39,0,0,0,0,0,0,0,0,46,0,0,0,52,40,0
13-22-01,41,0,34,0,0,0,33,0,0,45,0,0,0,53,41,0
13-22-11,40,0,34,0,31,0,0,0,0,44,0,0,0,53,41,0
13-22-21,42,0,35,0,31,0,0,0,0,45,0,0,0,53,40,0
13-22-31,40,0,35,0,0,0,31,0,31,45,0,0,0,53,41,0
13-22-41,40,0,33,0,0,0,33,0,0,0,0,0,0,52,41,0
13-22-51,40,0,31,0,31,0,31,0,0,45,0,0,0,52,41,0
13-23-01,40,0,0,0,31,0,0,0,0,44,0,0,0,53,41,0
13-23-11,41,0,0,0,0,0,33,0,0,43,0,0,0,53,41,0
13-23-21,42,0,0,0,0,0,31,0,0,45,0,0,0,53,41,0
13-23-31,41,0,35,0,31,0,0,0,0,45,0,0,0,50,40,0
13-23-41,42,0,31,0,0,0,31,0,0,43,0,0,0,53,40,0
13-23-51,42,0,0,0,0,0,0,0,0,46,0,0,0,52,40,0
13-24-01,41,0,31,0,31,0,33,0,0,46,0,0,0,52,40,0
13-24-11,40,0,0,0,0,0,34,0,0,45,0,0,0,49,40,0
13-24-21,43,0,0,0,31,0,31,0,0,48,0,0,0,51,40,0
13-24-31,40,0,0,0,0,0,35,0,0,45,0,0,0,53,41,0
13-24-41,40,0,0,0,0,0,0,0,0,45,0,0,0,53,42,0
13-24-51,41,0,0,0,0,0,0,0,0,45,0,0,0,53,38,0
13-25-01,40,0,0,0,31,0,0,0,0,45,0,0,0,52,41,0
13-25-11,40,0,0,0,31,0,0,0,0,44,0,0,0,52,40,0
13-25-21,41,0,0,0,31,0,0,0,0,49,0,0,0,52,41,0
13-25-31,39,0,0,0,0,0,31,0,0,45,0,0,0,52,41,0
13-25-41,42,0,0,0,31,0,34,0,0,45,0,0,0,51,39,0
13-25-51,39,0,0,0,31,0,36,0,0,45,0,0,0,52,0,0
13-26-01,41,0,0,0,31,0,31,0,0,45,0,0,0,53,40,0
13-26-11,40,0,0,0,0,0,0,0,0,47,0,0,0,52,40,0
13-26-21,41,0,0,0,0,0,0,0,0,45,0,0,0,53,40,0
13-26-31,40,0,0,0,0,0,0,0,0,0,0,0,0,49,40,0
13-26-41,40,0,0,0,31,0,0,0,0,45,0,0,0,53,40,0
13-26-51,0,0,0,0,0,0,0,0,0,44,0,0,0,49,41,0
13-27-01,42,0,0,0,31,0,35,0,0,45,0,0,0,53,0,0
13-27-11,41,0,0,0,31,0,0,0,0,44,0,0,0,52,40,0
13-27-21,40,0,0,31,0,0,0,0,0,45,0,0,0,53,39,0
13-27-31,40,0,0,0,31,0,0,0,0,45,0,0,0,49,41,0
13-27-41,41,0,0,0,31,0,0,0,0,47,0,0,0,52,41,0
13-27-51,40,0,0,0,0,0,0,0,0,46,0,0,0,52,41,0
13-28-01,40,0,0,0,32,0,33,0,0,46,0,0,0,53,39,0
13-28-11,40,0,0,0,0,0,0,0,0,45,0,0,0,52,41,0
13-28-21,42,0,0,0,31,0,0,0,0,45,0,0,0,52,40,0
13-28-31,41,0,0,0,31,0,0,0,0,45,0,0,0,52,39,0
13-28-41,42,0,0,0,31,0,31,0,0,45,0,0,0,52,40,0
13-28-51,41,0,0,0,0,0,36,0,0,47,0,0,0,52,39,0
13-29-01,40,0,0,0,0,0,31,0,0,45,0,0,0,53,40,0
13-29-11,40,0,0,0,0,0,31,0,0,44,0,0,0,52,40,0
13-29-21,0,0,0,0,31,0,0,0,0,45,0,0,0,53,41,0
13-29-31,40,0,0,0,0,0,0,0,32,45,0,0,0,52,40,0
13-29-41,40,0,0,0,31,0,0,0,31,45,0,0,0,53,42,0
13-29-51,40,0,0,0,0,0,0,0,0,45,0,0,0,53,40,0
13-30-01,41,0,0,0,31,0,0,0,0,45,0,0,0,52,39,0
13-30-11,40,0,0,0,31,0,0,0,0,46,0,0,0,53,40,0
13-30-21,41,0,0,0,31,0,0,0,0,46,0,0,0,53,40,0
13-30-31,39,0,0,0,31,0,0,0,0,45,0,0,0,52,40,0
13-30-41,41,0,0,0,31,0,0,0,0,45,0,0,0,53,40,0
13-30-51,43,0,0,0,0,0,0,0,0,46,0,0,0,52,41,0
13-31-01,40,0,0,0,0,0,0,0,0,46,0,0,0,51,41,0
13-31-11,42,0,31,0,31,0,0,0,0,45,0,0,0,53,41,0
13-31-21,42,0,31,0,0,0,0,0,0,45,0,0,0,52,41,0
13-31-31,41,0,32,0,31,0,0,0,0,46,0,0,0,53,41,0
13-31-41,40,0,0,0,31,0,0,0,0,44,0,0,0,53,40,0
13-31-51,40,0,31,0,0,0,0,0,0,46,0,0,0,51,40,0
13-32-01,39,0,0,0,0,0,0,0,0,44,0,0,0,52,41,0
13-32-11,40,0,32,0,0,0,0,0,0,43,0,0,0,53,41,0
13-32-21,40,0,34,0,0,0,0,0,0,0,0,0,0,52,41,0
13-32-31,40,0,32,0,0,0,31,0,0,44,0,0,0,53,41,0
13-32-41,39,0,32,0,0,0,0,0,0,45,0,0,0,53,40,0
13-32-51,41,0,0,0,31,0,31,0,0,44,0,0,0,52,41,0
13-33-01,43,0,0,0,31,0,0,0,0,44,0,0,0,52,41,0
13-33-11,41,0,31,0,0,0,0,0,0,43,0,0,0,52,40,0
13-33-21,42,0,0,0,31,0,0,0,0,42,0,0,0,53,40,0
13-33-31,40,0,0,0,0,0,0,0,0,45,0,0,0,53,42,0
13-33-41,40,0,0,0,0,0,0,0,0,45,0,0,0,53,40,0
13-33-51,40,0,0,0,31,0,35,0,0,45,0,0,0,53,41,0
13-34-01,39,0,0,0,0,0,0,0,0,44,0,0,0,52,40,0
13-34-11,40,0,0,0,31,0,0,0,0,43,0,0,0,53,40,0
13-34-21,40,0,0,0,0,0,31,0,0,43,0,0,0,52,42,0
13-34-31,41,0,0,0,0,0,34,0,0,44,0,0,0,53,41,0
13-34-41,40,0,0,0,0,0,0,0,0,44,0,0,0,53,41,0
13-34-51,41,0,0,0,31,31,32,0,0,44,0,0,0,53,41,0
13-35-01,41,0,0,0,0,0,0,0,0,43,0,0,0,54,0,0
13-35-11,39,0,0,0,31,34,0,0,0,44,0,0,0,49,41,0
13-35-21,40,0,0,0,0,0,0,0,0,45,0,0,0,53,40,0
13-35-31,40,0,0,0,31,0,31,0,0,44,0,0,0,55,41,0
13-35-41,42,0,31,0,0,34,34,0,0,43,0,0,0,53,39,0
13-35-51,41,0,0,0,31,31,36,0,0,45,0,0,0,53,40,0
13-36-01,40,0,33,0,0,0,0,0,0,44,0,0,0,52,41,0
13-36-11,40,0,0,0,0,0,0,0,0,44,0,0,0,52,41,0
13-36-21,40,0,32,0,0,0,0,0,0,45,0,0,0,53,39,0
13-36-31,41,0,32,0,0,0,38,0,0,45,0,0,0,51,40,0
13-36-41,40,0,33,0,31,0,31,0,0,45,0,0,0,52,42,0
13-36-51,41,0,31,0,31,0,31,0,0,44,0,0,0,52,40,0
13-37-01,40,0,34,0,0,0,31,0,0,45,0,0,0,53,41,0
13-37-11,40,0,31,0,31,0,33,0,0,45,0,0,0,53,42,0
13-37-21,40,0,0,0,31,0,40,0,0,45,0,0,0,52,40,0
13-37-31,40,0,31,0,0,0,38,0,0,45,0,0,0,53,41,0
13-37-41,41,0,0,0,31,0,0,0,0,45,0,0,0,52,39,0
13-37-51,42,0,31,0,0,0,36,0,0,45,0,0,0,53,40,0
13-38-01,41,0,0,0,31,0,32,0,0,46,0,0,0,52,40,0
13-38-11,0,0,0,0,0,0,34,0,0,46,0,0,0,51,39,0
13-38-21,41,0,0,0,0,0,0,0,0,0,0,0,0,52,41,0
13-38-31,40,0,0,0,0,0,35,0,0,45,0,0,0,53,40,0
13-38-41,42,0,0,0,31,0,0,0,0,46,0,0,0,52,42,0
13-38-51,41,0,0,0,0,0,0,0,0,44,0,0,0,53,39,0
13-39-01,41,0,0,0,0,0,0,0,0,46,0,0,0,53,40,0
13-39-11,40,0,0,0,0,0,0,0,0,46,0,0,0,52,40,0
13-39-21,42,0,0,0,0,0,0,0,0,45,0,0,0,52,40,0
13-39-31,40,0,0,0,31,0,40,0,0,45,0,0,0,51,40,0
13-39-41,43,0,0,0,31,0,36,0,0,44,0,0,0,53,41,0
13-39-51,41,0,0,0,31,0,0,0,0,46,0,0,0,51,40,0
13-40-01,40,0,0,0,31,0,0,0,0,43,0,0,0,53,40,0
13-40-11,40,0,0,0,0,0,37,0,0,44,0,0,0,52,39,0
13-40-21,43,0,0,0,31,0,0,0,0,45,0,0,0,53,42,0
13-40-31,40,0,0,0,0,0,39,0,0,45,0,0,0,53,0,0
13-40-41,40,0,0,0,31,0,33,0,0,46,0,0,0,52,40,0
13-40-51,40,0,0,0,0,0,34,0,0,46,0,0,0,53,41,0
13-41-01,40,0,0,0,31,0,35,0,0,48,0,0,0,52,42,0
13-41-11,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
13-41-21,40,0,0,0,31,0,39,0,0,48,0,0,0,52,42,0
13-41-31,40,0,32,0,0,0,40,0,0,47,0,0,0,52,42,0
13-41-41,39,0,31,0,31,0,0,0,0,45,0,0,0,53,41,0
13-41-51,41,0,0,0,0,0,40,0,0,46,0,0,0,52,40,0
13-42-01,41,0,0,0,0,0,38,0,0,46,0,0,0,53,42,0
13-42-11,42,0,0,0,31,0,0,0,0,45,0,0,0,53,41,0
13-42-21,41,0,0,0,0,0,0,0,0,46,0,0,0,52,41,0
13-42-31,42,0,0,0,31,0,33,0,0,45,0,0,0,53,41,0
13-42-41,40,0,0,0,0,0,32,0,0,47,0,0,0,53,42,0
13-42-51,41,0,0,0,31,0,0,0,0,46,0,0,0,53,42,0
13-43-01,40,0,0,0,0,0,35,0,0,45,0,0,0,53,42,0
13-43-11,41,0,0,0,0,0,47,0,0,46,0,0,0,53,43,0
13-43-21,40,0,0,0,31,36,32,0,0,46,0,0,0,53,42,0
13-43-31,41,0,0,0,31,31,31,0,0,47,0,0,0,53,40,0
13-43-41,42,0,0,0,31,0,0,0,0,46,0,0,0,53,42,0
13-43-51,40,0,0,0,0,0,0,0,0,46,0,0,0,53,42,0
13-44-01,41,0,0,0,31,0,33,0,0,47,0,0,0,50,42,0
13-44-11,40,0,0,0,31,0,0,0,0,46,0,0,0,52,38,0
13-44-21,41,0,0,0,31,0,0,0,0,45,0,0,0,51,42,0
13-44-31,41,0,0,0,31,0,0,0,0,45,0,0,0,52,41,0
13-44-41,41,0,0,0,0,0,0,0,0,47,0,0,0,53,41,0
13-44-51,41,0,0,0,31,0,0,0,0,46,0,0,0,49,43,0
13-45-01,40,0,0,31,0,31,0,0,0,46,0,0,0,52,42,0
13-45-11,44,0,0,0,31,31,0,0,0,47,0,0,0,53,42,0
13-45-21,40,0,0,0,31,0,34,0,0,45,0,0,0,52,42,0
13-45-31,42,0,0,0,0,31,35,0,0,0,0,0,0,51,42,0
13-45-41,40,0,35,37,0,0,0,0,0,46,0,0,0,53,42,0
13-45-51,40,0,0,0,31,31,0,0,0,45,0,0,0,53,42,0
13-46-01,40,0,0,0,0,0,0,0,0,47,0,0,0,53,43,0
13-46-11,41,0,31,0,0,0,39,0,0,45,0,0,0,53,43,0
13-46-21,40,0,31,0,0,0,0,0,0,47,0,0,0,52,41,0
13-46-31,42,0,33,0,31,0,0,0,0,46,0,0,0,52,41,0
13-46-41,41,0,43,0,31,0,0,0,0,45,0,0,0,52,40,0
13-46-51,40,0,0,31,0,0,0,0,0,44,0,0,0,52,42,0
13-47-01,40,0,0,0,31,0,0,0,0,44,0,0,0,53,42,0
13-47-11,40,0,35,0,31,0,0,0,0,46,0,0,0,53,41,0
13-47-21,40,0,0,0,0,0,31,0,0,47,0,0,0,53,42,0
13-47-31,41,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
13-47-41,42,0,0,0,31,0,0,0,0,46,0,0,0,53,42,0
13-47-51,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
13-48-01,40,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
13-48-11,40,0,0,0,31,0,39,0,0,46,0,0,0,53,42,0
13-48-21,40,0,0,0,31,32,39,0,0,48,0,0,0,52,43,0
13-48-31,40,0,0,0,31,0,0,0,0,45,0,0,0,52,43,0
13-48-41,40,0,0,0,0,0,0,0,0,46,0,0,0,51,43,0
13-48-51,40,0,0,0,0,0,0,0,0,45,0,0,0,52,41,0
13-49-01,40,0,0,0,0,0,41,0,0,45,0,0,0,53,41,0
13-49-11,39,0,0,0,31,0,0,0,0,45,0,0,0,53,40,0
13-49-21,40,0,0,0,0,0,31,0,0,45,0,0,0,51,39,0
13-49-31,40,0,0,0,0,0,33,0,0,45,0,0,0,52,41,0
13-49-41,41,0,0,0,0,0,0,0,0,44,0,0,0,52,40,0
13-49-51,41,0,0,0,31,0,32,0,0,46,0,0,0,53,39,0
13-50-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,0,0
13-50-11,42,0,0,0,31,0,36,0,0,45,0,0,0,52,41,0
13-50-21,40,0,0,0,31,0,0,0,0,47,0,0,0,53,42,0
13-50-31,41,0,0,0,0,0,0,0,0,44,0,0,0,53,39,0
13-50-41,40,0,0,0,0,0,35,0,0,46,0,0,0,52,43,0
13-50-51,41,0,0,0,31,0,31,0,0,47,0,0,0,53,43,0
13-51-01,41,0,0,0,0,0,40,0,0,47,0,0,0,53,40,0
13-51-11,40,0,0,0,31,0,36,0,0,46,0,0,0,53,42,0
13-51-21,40,0,0,0,0,0,35,0,0,46,0,0,0,53,42,0
13-51-31,41,0,0,0,0,0,0,0,0,45,0,0,0,53,42,0
13-51-41,40,0,0,0,31,0,31,0,0,45,0,0,0,53,42,0
13-51-51,40,0,0,0,31,0,0,0,0,45,0,0,0,53,41,0
13-52-01,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
13-52-11,40,0,0,0,31,0,0,0,0,47,0,0,0,53,42,0
13-52-21,42,0,0,0,0,0,0,0,0,48,0,0,0,53,42,0
13-52-31,40,0,0,0,31,0,0,0,0,0,0,0,0,52,41,0
13-52-41,40,0,0,0,31,0,0,0,0,46,0,0,0,53,42,0
13-52-51,40,0,0,0,31,0,0,0,0,47,0,0,0,49,41,0
13-53-01,39,0,0,0,31,0,0,0,0,48,0,0,0,53,42,0
13-53-11,41,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
13-53-21,40,0,0,0,0,0,0,0,0,46,0,0,0,54,41,0
13-53-31,41,0,0,0,0,0,0,0,0,46,0,0,0,53,42,0
13-53-41,40,0,0,0,31,0,0,0,0,45,0,0,0,53,41,0
13-53-51,40,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
13-54-01,41,0,0,0,0,0,0,0,0,49,0,0,0,52,42,0
13-54-11,42,0,0,0,0,0,0,0,0,45,0,0,0,51,42,0
13-54-21,40,0,32,0,0,0,31,0,0,47,0,0,0,53,41,0
13-54-31,41,0,0,0,0,0,0,0,0,46,0,0,0,54,42,0
13-54-41,40,0,0,0,0,0,0,0,0,47,0,0,0,53,0,0
13-54-51,39,0,0,31,0,0,32,0,0,42,0,0,0,53,41,0
13-55-01,40,0,0,0,0,0,0,0,0,44,0,0,0,53,41,0
13-55-11,40,0,0,0,0,0,0,0,0,45,0,0,0,52,40,0
13-55-21,40,0,0,0,31,38,35,0,0,44,0,0,0,52,41,0
13-55-31,40,0,0,0,31,36,0,0,0,46,0,0,0,52,41,0
13-55-41,41,0,0,0,0,0,31,0,0,0,0,0,0,51,41,0
13-55-51,41,0,0,0,31,0,0,0,0,44,0,0,0,53,43,0
13-56-01,38,0,0,0,31,0,31,0,0,45,0,0,0,50,41,0
13-56-11,38,0,0,0,0,0,0,0,0,45,0,0,0,52,41,0
13-56-21,45,0,0,0,31,0,31,0,0,46,0,0,0,52,41,0
13-56-31,42,0,0,0,31,0,0,0,0,45,0,0,0,53,41,0
13-56-41,41,0,0,0,31,0,0,0,0,46,0,0,0,53,40,0
13-56-51,40,0,0,0,0,0,0,0,0,45,0,0,0,53,43,0
13-57-01,41,0,0,0,31,31,35,0,0,45,0,0,0,52,43,0
13-57-11,42,0,0,0,0,0,0,0,0,45,0,0,0,53,0,0
13-57-21,40,0,0,0,31,0,0,0,0,48,0,0,0,53,43,0
13-57-31,41,0,0,0,32,0,0,0,0,46,0,0,0,52,42,0
13-57-41,41,0,0,0,31,0,0,0,0,47,0,0,0,52,41,0
13-57-51,41,0,0,0,31,31,0,0,0,46,0,0,0,52,41,0
13-58-01,40,0,0,0,31,0,0,0,0,41,0,0,0,52,42,0
13-58-11,41,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
13-58-21,40,0,0,0,0,0,31,0,0,47,0,0,0,52,42,0
13-58-31,40,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
13-58-41,40,0,0,0,0,0,31,0,31,46,0,0,0,53,42,0
13-58-51,39,0,0,0,31,0,0,0,31,47,0,0,0,52,40,0
13-59-01,43,0,0,0,0,0,0,0,31,46,0,0,0,51,42,0
13-59-11,40,0,0,0,0,0,31,0,31,47,0,0,0,52,42,0
13-59-21,44,0,0,0,31,0,0,0,31,47,0,0,0,52,41,0
13-59-31,41,0,0,0,31,0,37,0,0,37,0,0,0,52,43,0
13-59-41,40,0,0,0,0,0,0,0,0,46,0,0,0,51,43,0
13-59-51,40,0,0,0,31,0,31,0,0,46,0,0,0,52,41,0
14-00-01,40,0,0,0,0,0,48,0,0,44,0,0,0,53,41,0
14-00-11,42,0,0,0,0,0,41,0,0,0,0,0,0,53,41,0
14-00-21,0,0,0,32,0,0,0,0,0,45,0,0,0,53,42,0
14-00-31,40,0,0,0,0,0,38,0,0,47,0,0,0,53,43,0
14-00-41,43,0,0,0,0,0,34,0,0,48,0,0,0,52,42,0
14-00-51,41,0,34,0,31,0,0,0,31,46,0,0,0,53,43,0
14-01-01,40,0,0,0,0,0,33,0,0,45,0,0,0,50,40,0
14-01-11,42,0,31,0,0,0,0,0,0,46,0,0,0,53,43,0
14-01-21,42,0,0,35,31,0,0,0,0,46,0,0,0,53,42,0
14-01-31,40,0,0,0,31,0,46,0,0,42,0,0,0,53,43,0
14-01-41,43,0,0,0,31,0,47,0,0,44,0,0,0,52,41,0
14-01-51,41,0,0,0,31,0,49,0,0,0,0,0,0,49,43,0
14-02-01,40,0,0,0,0,0,41,0,0,45,0,0,0,52,43,0
14-02-11,41,0,0,0,31,0,44,0,0,48,0,0,0,52,43,0
14-02-21,39,0,0,0,31,0,34,0,0,45,0,33,0,51,42,0
14-02-31,39,0,31,0,0,0,39,0,0,0,0,0,0,51,41,0
14-02-41,40,0,32,0,0,0,31,0,0,46,0,0,0,50,0,0
14-02-51,41,0,0,0,31,0,0,0,0,46,0,0,0,53,43,0
14-03-01,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-03-11,42,0,0,0,31,31,0,0,0,44,0,0,0,50,43,0
14-03-21,40,0,31,33,0,0,31,0,0,42,0,0,0,52,42,0
14-03-31,41,0,0,0,31,0,31,0,0,49,0,0,0,52,43,0
14-03-41,40,0,0,0,0,0,31,0,0,45,0,0,0,51,41,0
14-03-51,40,0,0,0,31,0,0,0,0,45,0,0,0,52,43,0
14-04-01,39,0,0,0,0,0,0,0,0,0,0,0,0,52,42,0
14-04-11,38,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-04-21,39,0,0,0,31,0,0,0,0,47,0,0,0,50,42,0
14-04-31,0,0,0,0,31,0,0,0,0,46,0,0,0,51,43,0
14-04-41,40,0,0,0,0,0,0,0,0,46,0,0,0,52,45,0
14-04-51,40,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-05-01,40,0,0,0,31,0,0,0,0,42,0,0,0,52,42,0
14-05-11,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-05-21,41,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
14-05-31,41,0,0,0,0,0,0,0,0,0,0,0,0,52,42,0
14-05-41,41,0,0,0,31,0,0,0,0,46,0,0,0,52,41,0
14-05-51,40,0,0,0,31,0,0,0,0,44,0,0,0,51,43,0
14-06-01,40,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
14-06-11,40,0,0,0,0,0,0,0,0,0,0,0,0,53,43,0
14-06-21,41,0,0,0,31,0,0,0,0,47,0,0,0,51,43,0
14-06-31,40,0,0,0,0,0,0,0,0,46,0,0,0,51,43,0
14-06-41,40,0,0,0,0,0,0,0,0,0,0,0,0,52,43,0
14-06-51,40,0,0,0,31,0,0,0,0,47,0,0,0,52,44,0
14-07-01,41,0,0,0,31,0,0,0,0,47,0,0,0,51,45,0
14-07-11,40,0,0,0,31,0,0,0,0,45,0,0,0,52,43,0
14-07-21,41,0,0,0,31,0,0,0,0,47,0,0,0,52,45,0
14-07-31,40,0,0,0,31,0,0,0,0,47,0,0,0,51,42,0
14-07-41,41,0,0,0,31,0,0,0,0,47,0,0,0,53,43,0
14-07-51,40,0,0,0,31,0,0,0,0,47,0,0,0,53,41,0
14-08-01,42,0,31,0,0,0,0,0,0,46,0,0,0,52,42,0
14-08-11,41,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
14-08-21,40,0,0,31,31,0,0,0,0,47,0,0,0,51,42,0
14-08-31,39,0,0,0,31,0,0,0,0,48,0,0,0,52,42,0
14-08-41,42,0,0,0,0,0,0,0,0,46,0,0,0,52,43,0
14-08-51,41,0,0,0,0,0,0,0,0,45,0,0,0,52,42,0
14-09-01,42,0,0,0,31,0,0,0,0,47,0,0,0,52,44,0
14-09-11,39,0,0,0,0,0,0,0,0,45,0,0,0,51,44,0
14-09-21,41,0,0,0,0,0,0,0,0,46,0,0,0,52,42,0
14-09-31,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-09-41,39,0,0,0,31,0,0,0,0,47,0,0,0,52,42,0
14-09-51,42,0,0,0,0,0,0,33,0,46,0,0,0,52,42,0
14-10-01,41,0,0,0,0,0,0,0,0,49,0,0,0,52,41,0
14-10-11,40,0,0,0,31,0,0,0,0,46,0,0,0,52,43,0
14-10-21,41,0,0,0,31,0,31,0,0,47,0,0,0,52,43,0
14-10-31,40,0,0,0,0,0,0,0,0,47,0,0,0,52,43,0
14-10-41,41,0,0,0,31,0,31,0,0,46,0,0,0,53,44,0
14-10-51,42,0,0,0,31,0,32,0,0,47,0,0,0,52,43,0
14-11-01,41,0,0,0,0,0,0,0,0,47,0,0,0,53,43,0
14-11-11,41,0,0,0,0,0,31,0,0,47,0,0,0,52,44,0
14-11-21,42,0,0,0,0,0,0,0,0,47,0,0,0,53,44,0
14-11-31,40,0,0,0,31,0,31,0,0,47,0,0,0,52,43,0
14-11-41,42,0,0,0,31,0,0,0,0,47,0,0,0,52,43,0
