date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
11-27-01,0,0,0,0,0,0,33,0,0,0,0,0,0,32,0,0
11-27-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-27-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-27-31,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-27-41,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
11-27-51,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
11-28-01,0,0,0,0,0,0,47,0,0,0,0,0,0,34,0,0
11-28-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-28-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-28-31,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
11-28-41,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0
11-28-51,0,0,0,0,0,0,34,0,0,0,0,0,0,33,0,0
11-29-01,0,0,0,0,0,0,42,0,0,0,0,0,0,32,0,0
11-29-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0
11-29-21,0,0,0,0,0,0,35,0,0,0,0,0,0,32,0,0
11-29-31,0,0,0,0,0,0,40,0,0,0,0,0,0,32,32,0
11-29-41,0,0,0,0,0,0,36,0,0,0,0,0,0,37,0,0
11-29-51,0,0,0,0,0,0,48,0,0,0,0,0,0,36,0,0
11-30-01,0,0,0,0,0,0,47,0,0,0,0,0,0,35,0,0
11-30-11,0,0,0,0,0,0,39,0,0,0,0,0,0,37,32,0
11-30-21,0,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0
11-30-31,0,0,0,0,0,0,0,0,35,0,0,0,0,32,0,0
11-30-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-31-11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-32-01,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-32-11,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
11-32-21,0,0,0,0,0,0,32,0,40,0,0,0,0,0,0,0
11-33-01,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0
11-33-11,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
11-33-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-33-41,0,32,0,0,0,0,40,0,33,0,0,0,0,33,0,0
11-33-51,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-34-01,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
11-34-21,32,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-34-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-34-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-35-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-35-31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
11-35-41,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
11-35-51,38,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-36-01,39,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-36-11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-36-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-36-31,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-36-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-37-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-37-11,0,0,32,34,0,0,35,0,0,0,0,0,0,0,0,0
11-37-21,0,0,0,0,0,0,34,0,0,0,0,0,0,36,0,0
11-37-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-37-41,0,0,0,0,0,33,0,0,0,0,0,0,0,34,0,0
11-37-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-38-01,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
11-38-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-38-21,0,0,0,0,0,0,34,0,0,0,0,0,0,32,0,0
11-38-31,0,0,0,0,0,0,33,0,0,0,0,0,0,40,0,0
11-38-41,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,0
11-38-51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,0
11-39-01,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
11-39-11,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
11-39-21,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
11-39-31,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,0
11-39-41,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
11-39-51,0,33,0,0,0,0,0,0,0,0,0,0,0,38,32,0
11-40-01,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
11-40-11,0,32,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-40-31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-41-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-41-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-41-31,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-41-51,0,34,0,0,33,0,0,34,0,0,0,0,0,35,0,0
11-42-01,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
11-42-11,0,0,0,0,0,42,32,0,38,0,0,0,0,0,0,0
11-43-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-43-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
11-44-21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-44-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-44-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-45-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-46-41,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
11-47-51,0,0,34,34,0,0,0,0,0,0,0,0,0,32,0,0
11-48-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,36,0
11-48-11,0,0,0,0,0,0,50,0,0,0,0,0,0,0,39,0
11-48-21,0,0,0,0,0,0,54,0,0,0,0,0,0,0,49,0
11-48-51,0,0,0,0,0,0,51,0,0,0,0,0,0,0,41,0
11-49-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
11-49-11,0,0,0,0,0,0,49,0,0,0,0,0,0,0,39,0
11-49-21,0,0,0,0,0,32,45,0,0,0,0,0,0,32,35,0
11-49-31,0,0,0,0,0,0,37,0,0,0,0,0,0,0,38,0
11-49-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,38,0
11-49-51,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-50-01,39,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-50-11,38,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
11-50-21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
11-51-01,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-21,0,0,0,0,0,34,37,0,0,0,0,0,0,0,38,0
11-51-31,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,0
11-51-41,0,0,0,0,0,0,38,0,0,0,0,0,0,35,0,0
11-51-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,32,0
11-52-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-52-11,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
11-52-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-52-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-52-41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,0
11-52-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
11-53-01,0,0,0,0,0,0,35,0,0,0,0,0,0,36,0,0
11-53-31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35,0
11-53-51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-54-01,0,0,0,0,0,0,53,0,0,0,0,0,0,0,35,0
11-54-11,0,0,0,0,0,0,53,0,0,0,0,0,0,0,50,0
11-54-21,0,0,0,0,0,0,53,0,0,0,0,0,0,0,46,0
11-54-31,0,0,0,0,0,0,50,0,38,0,0,0,0,0,32,0
11-54-41,0,0,0,0,0,0,44,0,0,0,0,0,0,0,39,0
11-54-51,0,0,0,0,0,32,54,0,0,0,0,0,0,0,43,0
11-55-01,0,0,0,0,0,0,54,0,0,0,0,0,0,0,43,0
11-55-11,0,0,0,0,0,0,47,0,0,0,0,0,0,0,42,0
11-55-21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,42,0
11-55-31,0,0,0,0,0,0,54,0,0,0,0,0,0,0,43,0
11-55-41,0,0,0,0,0,0,53,0,0,0,0,0,0,0,41,0
11-55-51,0,0,0,0,0,0,52,0,0,0,0,0,0,0,42,0
11-56-01,0,0,0,0,0,0,51,0,0,0,0,0,0,0,42,0
11-56-11,0,0,0,0,0,0,51,0,0,0,0,0,0,0,46,0
11-56-21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,47,0
11-56-31,0,0,0,0,0,0,48,0,0,0,0,0,0,0,43,0
11-56-41,0,0,0,0,0,0,47,0,0,0,0,0,0,0,48,0
11-56-51,0,0,0,0,0,0,48,0,0,0,0,0,0,0,45,0
11-57-01,0,0,0,0,0,0,53,0,0,0,0,0,0,0,46,0
11-57-11,0,0,0,0,0,0,52,0,0,0,0,0,0,0,48,0
11-57-21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,48,0
11-57-31,0,0,0,0,0,0,52,0,0,0,0,0,0,0,48,0
11-57-41,0,0,0,0,0,0,53,0,0,0,0,0,0,0,48,0
11-57-51,0,0,0,0,0,0,53,0,0,0,0,0,0,0,47,0
11-58-01,0,0,0,0,0,0,46,0,0,0,0,0,0,0,33,0
11-58-11,0,0,0,0,0,0,46,0,0,0,0,0,0,0,33,0
11-58-21,0,0,0,0,0,0,45,0,0,0,0,0,0,0,32,0
11-58-31,0,0,0,0,0,0,47,0,0,0,0,0,0,0,33,0
11-58-41,0,0,0,0,0,0,46,0,0,0,0,0,0,0,32,0
11-58-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-59-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
11-59-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
11-59-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
11-59-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
11-59-51,0,0,0,0,0,38,34,0,0,0,0,0,0,0,46,0
12-00-01,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
12-00-11,0,0,0,0,0,32,45,0,0,0,0,0,0,32,0,0
12-00-21,0,0,40,38,0,34,0,0,0,0,0,0,0,32,0,0
12-01-01,39,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
12-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-01-21,0,0,0,0,0,35,0,0,0,0,0,0,0,33,0,0
12-01-31,0,0,0,0,0,34,36,0,0,0,0,0,0,0,0,0
12-01-41,0,0,40,0,0,0,37,0,0,0,0,0,0,35,0,0
12-01-51,0,0,32,0,0,0,42,0,38,0,0,0,0,32,0,0
12-02-01,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
12-02-11,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0
12-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-02-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-02-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
12-02-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-03-01,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0
12-03-11,0,0,39,34,0,0,34,0,0,0,0,0,0,0,0,0
12-03-21,0,0,0,0,0,0,34,0,0,0,0,0,0,0,42,0
12-03-31,0,0,0,0,0,0,41,0,0,0,0,0,0,0,43,0
12-03-51,0,0,0,0,0,0,32,0,0,0,0,0,0,0,43,0
12-04-01,0,0,0,0,0,0,43,0,0,0,0,0,0,0,53,0
12-04-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,53,0
12-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
12-04-31,0,0,0,0,0,0,45,0,0,0,0,0,0,0,47,0
12-04-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
12-04-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
12-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
12-05-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
12-05-21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
12-05-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-06-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,48,0
12-06-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,39,0
12-06-21,0,0,0,0,0,0,45,0,0,0,0,0,0,0,38,0
12-06-31,0,0,47,32,0,0,46,0,0,0,0,0,0,0,0,0
12-06-51,0,49,0,0,0,0,37,0,0,0,0,32,0,0,0,0
12-07-01,0,0,0,0,0,0,40,0,0,0,0,33,0,0,0,0
12-07-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12-07-41,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
12-07-51,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12-08-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
12-08-41,0,0,0,0,0,0,39,0,0,0,0,0,0,0,47,0
12-08-51,0,0,0,0,0,0,37,0,0,0,0,0,0,0,50,0
12-09-01,0,0,0,0,0,0,51,0,0,0,0,0,0,0,55,0
12-09-11,0,0,0,0,0,0,52,0,0,0,0,0,0,0,54,0
12-09-21,0,0,0,0,0,0,52,0,0,0,0,0,0,0,57,0
12-09-31,0,0,0,0,0,0,52,0,0,0,0,0,0,0,53,0
12-09-41,0,0,0,0,0,0,44,0,0,0,0,0,0,0,50,0
12-09-51,0,0,0,0,0,0,52,0,0,0,0,0,0,0,54,0
12-10-01,0,0,0,0,0,0,55,0,0,0,0,0,0,0,54,0
12-10-11,0,0,34,0,0,0,35,0,0,0,0,0,0,0,32,0
12-10-21,33,0,0,0,0,0,40,0,0,0,0,0,0,0,49,0
12-10-31,0,0,0,0,0,0,35,0,0,0,0,0,0,0,40,0
12-10-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,51,0
12-10-51,43,0,0,0,0,0,32,0,0,0,0,0,0,0,34,0
12-11-01,0,0,0,0,0,0,36,0,0,0,0,0,0,0,33,0
12-11-11,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,0
12-11-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0
12-11-31,43,0,0,0,0,34,32,0,0,0,0,0,0,0,32,0
12-11-41,43,0,0,0,0,0,43,0,0,0,0,0,0,0,42,0
12-11-51,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,0
12-12-01,0,0,0,0,0,0,44,0,0,0,0,0,0,0,41,0
12-12-11,32,0,0,0,0,0,39,0,0,0,0,0,0,0,42,0
12-12-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,39,0
12-12-31,39,0,35,0,0,0,33,0,0,0,0,0,0,0,32,0
12-12-41,32,0,0,0,0,0,37,0,0,0,0,0,0,0,33,0
12-12-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
12-13-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-13-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-13-31,0,0,0,0,0,0,52,0,0,0,0,0,0,0,49,0
12-13-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
12-13-51,0,0,0,0,0,0,42,0,0,0,0,0,0,0,35,0
12-14-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,33,0
12-14-11,0,0,32,0,0,0,39,0,0,0,0,0,0,0,40,0
12-14-21,0,0,0,0,0,0,50,0,0,0,0,0,0,0,47,0
12-14-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,52,0
12-14-41,0,0,34,0,0,0,33,0,0,0,0,0,0,0,54,0
12-14-51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,50,0
12-15-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0
12-15-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-15-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
12-15-31,0,0,0,0,0,0,35,0,0,0,0,0,0,0,37,0
12-15-41,0,0,0,0,0,0,35,0,0,0,0,0,0,0,54,0
12-15-51,0,0,0,0,0,0,37,0,0,0,0,0,0,0,52,0
12-16-01,0,0,0,33,0,0,39,0,0,0,0,0,0,0,33,0
12-16-11,0,0,0,32,0,0,39,0,0,0,0,0,0,0,51,0
12-16-21,0,0,49,0,0,0,40,0,0,0,0,0,0,0,46,0
12-16-31,0,0,35,0,0,0,39,0,0,0,0,0,0,0,42,0
12-16-41,0,0,0,0,0,0,55,0,0,0,0,0,0,0,54,0
12-16-51,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0
12-17-01,0,0,32,0,0,0,46,0,0,0,0,0,0,0,43,0
12-17-11,0,0,0,0,0,0,52,0,0,0,0,0,0,0,46,0
12-17-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,52,0
12-17-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
12-17-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
12-17-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
12-18-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
12-18-11,0,0,0,0,0,0,44,0,0,0,0,0,0,0,46,0
12-18-21,0,0,0,0,0,0,61,0,0,0,0,0,0,0,52,0
12-18-31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,52,0
12-18-41,0,0,0,0,0,0,48,0,0,0,0,0,0,0,50,0
12-18-51,0,0,0,0,0,0,46,0,0,0,0,0,0,0,55,0
12-19-01,0,0,0,0,0,0,59,0,0,0,0,0,0,0,33,0
12-19-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0
12-19-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,32,0
12-19-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-19-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,37,0
12-20-01,0,0,0,0,0,0,44,0,0,0,0,0,0,0,33,0
12-20-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-20-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,36,0
12-20-31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,37,0
12-20-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
12-20-51,0,0,32,0,0,0,38,0,0,0,0,0,0,0,0,0
12-21-01,0,0,33,0,0,0,45,0,0,0,0,0,0,0,48,0
12-21-11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,53,0
12-21-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
12-21-31,0,0,34,0,0,0,38,0,0,0,0,0,0,0,42,0
12-21-41,0,0,38,0,0,0,39,0,0,0,0,0,0,0,32,0
12-21-51,0,0,33,0,0,0,42,0,0,0,0,0,0,0,33,0
12-22-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
12-22-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
12-22-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-22-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
12-22-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
12-23-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-23-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-24-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-24-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-24-21,0,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0
12-24-41,0,0,37,35,0,0,0,0,0,0,0,0,0,0,0,0
12-25-01,0,0,37,0,0,0,34,0,0,0,0,0,0,0,0,0
12-25-11,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0
12-25-21,0,0,43,36,0,0,0,0,0,0,0,0,0,0,0,0
12-25-41,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,32
12-25-51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,34
12-26-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
12-26-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
12-27-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
12-27-21,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
12-27-31,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
12-27-41,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
12-28-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
12-28-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-28-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-28-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,0
12-29-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,41,0
12-29-11,0,0,53,39,0,0,0,0,0,0,0,0,0,0,0,0
12-29-21,0,0,46,39,0,0,0,0,0,0,0,0,0,0,34,0
12-29-31,0,0,48,44,0,0,0,0,0,0,0,0,0,0,0,0
12-29-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
12-29-51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-30-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-30-11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,33,0
12-30-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-30-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-30-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-31-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-31-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
12-31-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
12-31-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
12-31-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
12-31-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-32-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-33-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
12-34-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-34-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-34-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
12-34-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-34-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-35-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
12-35-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-35-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-35-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-35-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
12-36-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-36-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-36-21,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
12-36-51,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
12-37-11,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
12-38-31,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
12-39-31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-39-51,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
12-40-01,0,0,32,0,0,36,55,0,0,0,0,0,0,41,33,0
12-40-11,0,0,0,0,0,40,0,0,0,0,0,32,0,34,32,0
12-40-21,0,0,0,0,0,0,49,0,0,0,0,0,0,35,34,0
12-40-31,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,0
12-40-41,0,32,32,0,0,0,37,0,34,0,0,0,0,34,32,0
12-40-51,0,0,0,0,0,0,35,0,34,0,0,0,0,39,0,0
12-41-01,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0
12-41-11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
12-41-21,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
12-41-31,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
12-41-41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
12-41-51,0,0,0,0,0,0,34,0,0,0,0,0,0,50,0,0
12-42-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-42-11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
12-42-21,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
12-42-31,32,32,0,0,0,0,0,0,0,0,0,0,0,57,0,0
12-42-41,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
12-42-51,0,0,0,0,0,0,0,0,0,0,0,0,36,47,0,0
12-43-01,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
12-43-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-43-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
12-43-31,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0,0
12-43-41,0,38,0,0,0,0,0,0,0,0,0,0,35,61,0,0
12-43-51,0,34,0,0,0,0,0,0,0,0,0,0,33,39,0,0
12-44-01,0,32,0,0,0,33,0,0,0,0,0,0,34,49,0,0
12-44-11,0,0,0,0,0,33,0,0,0,0,0,32,0,46,0,0
12-44-21,0,0,0,0,0,32,0,0,0,0,0,0,34,50,0,0
12-44-31,0,0,0,0,0,0,0,0,0,0,0,0,32,46,39,0
12-44-41,0,0,0,0,0,0,0,0,0,0,0,0,32,43,0,0
12-44-51,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-45-01,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
12-45-11,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
12-45-21,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
12-45-31,0,43,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-45-41,0,0,0,0,0,47,0,0,0,0,0,0,0,41,0,0
12-45-51,0,40,0,0,0,0,0,0,0,0,0,0,0,47,0,0
