date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Beatrice,Willa
10-00-01,0,57,55,0,0,59,0,0,0,0,0,0,0,0,0,0
10-00-11,0,58,57,0,0,57,0,0,0,0,0,0,0,0,0,0
10-00-21,0,56,55,0,0,58,0,0,0,0,0,0,0,0,0,0
10-00-31,0,50,57,0,0,59,0,0,0,0,0,0,0,0,0,0
10-00-41,0,33,56,0,0,58,0,0,0,0,0,0,0,0,0,0
10-00-51,0,34,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-01-01,0,31,56,0,0,60,0,0,0,0,0,0,0,0,0,0
10-01-11,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-01-21,0,0,56,0,0,59,0,0,0,31,0,0,0,0,0,0
10-01-31,0,0,56,0,0,60,0,0,0,0,0,0,0,0,0,0
10-01-41,0,0,56,0,0,59,0,0,0,34,0,0,0,0,0,0
10-01-51,0,0,57,0,0,60,0,0,0,45,0,0,0,0,0,0
10-02-01,0,0,54,0,0,58,0,0,0,44,0,0,0,0,0,0
10-02-11,0,0,56,0,0,58,0,0,0,31,0,0,0,0,0,0
10-02-21,0,0,57,0,0,58,0,0,0,31,0,0,0,0,0,0
10-02-31,0,0,53,0,0,59,0,0,0,0,0,0,0,0,0,0
10-02-41,0,0,57,0,0,59,0,0,0,0,0,0,0,0,0,0
10-02-51,0,0,57,0,0,59,0,0,0,0,0,0,0,0,0,0
10-03-01,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-03-11,0,0,54,0,0,59,0,0,0,32,0,0,0,0,0,0
10-03-21,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-03-31,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-03-41,0,0,56,0,0,58,0,0,32,0,0,0,0,0,0,0
10-03-51,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-04-01,0,0,55,0,0,59,0,0,36,32,0,0,0,0,0,0
10-04-11,0,0,55,0,0,59,0,0,0,0,0,0,0,0,0,0
10-04-21,0,0,57,0,0,59,0,0,34,0,0,0,0,0,0,0
10-04-31,0,0,55,0,0,57,0,0,31,0,0,0,0,0,0,0
10-04-41,0,0,57,0,0,58,0,0,31,0,0,0,0,0,0,0
10-04-51,0,0,55,33,0,58,0,0,0,0,0,0,0,0,0,0
10-05-01,0,0,56,0,0,58,0,0,0,33,0,0,0,0,0,0
10-05-11,0,0,56,31,0,59,0,0,0,35,0,0,0,0,0,0
10-05-21,0,0,56,0,0,59,0,0,0,0,0,0,0,0,0,0
10-05-31,0,0,55,0,0,59,39,0,0,0,0,0,0,0,0,0
10-05-41,0,0,54,0,0,59,0,0,31,0,0,0,0,0,0,0
10-05-51,0,0,54,0,0,58,0,0,0,0,0,0,0,0,0,0
10-06-01,0,0,54,0,0,59,33,0,0,31,0,0,0,0,0,0
10-06-11,0,0,54,0,0,59,32,0,0,0,0,0,0,0,0,0
10-06-21,0,0,56,0,0,58,0,0,31,0,0,0,0,0,0,0
10-06-31,0,0,56,0,0,59,32,0,31,0,0,0,0,0,0,0
10-06-41,0,0,55,0,0,59,0,0,31,0,0,0,0,0,0,0
10-06-51,0,0,54,0,0,59,35,0,31,0,0,0,0,0,0,0
10-07-01,0,0,54,31,0,57,35,0,0,0,0,0,0,0,0,0
10-07-11,0,0,50,33,0,57,0,0,31,0,0,0,0,0,0,0
10-07-21,0,0,54,0,0,59,0,0,0,0,0,0,0,0,0,0
10-07-31,0,0,56,32,0,59,0,0,0,0,0,0,0,0,0,0
10-07-41,0,0,56,0,0,59,36,0,31,0,0,0,0,0,0,0
10-07-51,0,0,53,0,0,59,37,0,31,0,0,0,0,0,0,0
10-08-01,0,0,57,0,0,59,36,0,31,0,0,0,0,0,0,0
10-08-11,0,0,55,0,0,59,33,0,31,0,0,0,0,0,0,0
10-08-21,0,0,54,0,0,58,0,0,32,0,0,0,0,0,0,0
10-08-31,0,0,53,0,0,57,38,0,0,0,0,0,0,0,0,0
10-08-41,0,31,57,34,0,54,35,0,33,0,0,0,0,0,0,0
10-08-51,0,0,55,0,0,61,0,0,0,31,0,0,0,0,0,0
10-09-01,0,0,57,0,0,39,33,0,0,0,0,0,0,0,0,0
10-09-11,0,31,57,35,0,39,39,0,0,0,0,0,0,0,0,0
10-09-21,0,0,57,0,0,33,41,0,0,0,0,0,0,0,0,0
10-09-31,0,0,57,0,0,34,50,0,0,0,0,0,0,0,0,0
10-09-41,0,0,55,0,0,34,31,0,0,0,0,0,0,0,0,0
10-09-51,0,0,57,31,0,32,0,0,0,31,0,0,0,0,0,0
10-10-01,0,0,56,0,0,32,35,0,0,0,0,0,0,0,0,0
10-10-11,0,0,57,0,0,31,35,0,0,0,0,0,0,0,0,0
10-10-21,0,0,56,0,0,0,37,0,0,0,0,0,0,0,0,0
10-10-31,0,0,55,31,0,32,33,0,0,0,0,0,0,0,0,0
10-10-41,0,0,57,31,0,0,33,0,0,0,0,0,0,0,0,0
10-10-51,0,0,56,0,0,0,35,0,0,0,0,0,0,0,0,0
10-11-01,0,0,56,0,0,34,41,0,0,0,0,0,0,0,0,0
10-11-11,0,0,56,0,0,34,36,32,0,0,0,0,0,0,0,0
10-11-21,0,31,55,31,0,43,0,0,0,0,0,0,0,0,0,0
10-11-31,0,35,56,0,0,42,31,0,0,0,0,0,0,0,0,0
10-11-41,0,31,53,0,0,59,0,0,0,0,0,0,0,0,0,0
10-11-51,0,35,53,0,0,54,0,0,0,0,0,0,0,0,0,0
10-12-01,0,33,56,0,0,39,31,0,0,0,0,0,0,0,0,0
10-12-11,0,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0
10-12-21,0,35,56,0,0,0,33,0,0,0,0,0,0,0,0,0
10-12-31,0,0,54,0,0,0,35,0,0,0,0,0,0,0,0,0
10-12-41,0,0,55,0,0,0,35,0,0,0,0,0,0,0,0,0
10-12-51,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
10-13-01,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
10-13-11,0,0,55,0,0,36,32,0,0,0,0,0,0,0,0,0
10-13-21,0,0,55,0,0,0,31,0,0,0,0,0,0,0,0,0
10-13-31,0,0,55,0,0,35,0,0,0,0,0,0,0,0,0,0
10-13-41,0,0,55,0,0,33,0,0,0,0,0,0,0,0,0,0
10-13-51,0,31,56,0,0,36,0,0,0,0,0,0,0,0,0,0
10-14-01,0,35,55,0,0,35,0,0,0,32,0,0,0,0,0,0
10-14-11,0,31,56,0,0,31,0,0,0,0,0,0,0,0,0,0
10-14-21,0,0,56,0,0,35,0,0,0,0,0,0,0,0,0,0
10-14-31,0,0,55,0,0,32,0,0,0,0,0,0,0,0,0,0
10-14-41,0,0,55,0,0,0,33,0,0,0,0,0,0,0,0,0
10-14-51,0,34,55,0,0,0,35,0,0,0,0,0,0,0,0,0
10-15-01,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
10-15-11,0,0,53,0,0,0,32,0,0,0,0,0,0,0,0,0
10-15-21,0,35,57,0,0,0,31,0,0,0,0,0,0,0,0,0
10-15-31,0,31,57,0,0,0,31,0,0,0,0,0,0,0,0,0
10-15-41,0,0,53,0,0,34,35,0,0,0,0,0,0,0,0,0
10-15-51,0,0,58,0,0,34,0,0,0,0,0,0,0,0,0,0
10-16-01,0,38,54,0,0,0,0,0,0,0,0,0,0,0,0,0
10-16-11,0,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0
10-16-21,0,0,54,0,0,36,0,0,0,0,0,0,0,0,0,0
10-16-31,0,0,56,0,0,37,0,0,0,0,0,0,0,0,0,0
10-16-41,0,0,48,0,0,44,35,0,0,0,0,0,0,0,0,0
10-16-51,0,0,33,0,0,37,31,0,0,0,0,0,0,0,0,0
10-17-01,0,0,43,0,0,40,0,0,0,0,0,0,0,0,0,0
10-17-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-17-21,0,0,37,31,0,37,0,0,0,0,0,0,0,0,0,0
10-17-31,0,32,34,0,0,34,0,0,0,0,0,0,0,0,0,0
10-17-41,0,31,45,0,0,35,31,0,0,0,0,0,0,0,0,0
10-17-51,0,0,44,0,0,36,31,0,0,0,0,0,0,0,0,0
10-18-01,0,0,39,0,0,35,0,0,0,0,0,0,0,0,0,0
10-18-11,0,0,32,0,0,36,0,0,0,31,0,0,0,0,0,0
10-18-21,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0
10-18-31,0,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0
10-18-41,0,0,0,0,0,37,40,0,0,0,0,0,0,0,0,0
10-18-51,0,0,0,0,0,37,0,0,0,31,0,0,0,0,0,0
10-19-01,0,0,0,0,0,37,39,0,0,0,0,0,0,0,0,0
10-19-11,0,0,49,0,0,39,36,0,0,0,0,0,0,0,0,0
10-19-21,0,31,52,0,0,34,33,0,0,0,0,0,0,0,0,0
10-19-31,0,0,34,0,0,34,0,0,0,32,0,0,0,0,0,0
10-19-41,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-19-51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-20-01,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0
10-20-11,0,0,0,34,0,34,36,0,0,0,0,0,0,0,0,0
10-20-21,0,0,0,33,0,35,37,0,0,0,0,0,0,0,0,0
10-20-31,0,0,34,0,0,34,39,0,0,0,0,0,0,0,0,0
10-20-41,0,31,0,0,0,37,36,0,0,0,0,0,0,0,0,0
10-20-51,0,0,0,0,0,38,34,0,0,0,0,0,0,0,0,0
10-21-01,0,33,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-21-11,0,33,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-21-21,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-21-31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-21-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-21-51,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-22-01,0,0,0,32,0,39,0,0,0,0,0,0,0,0,0,0
10-22-11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-22-21,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
10-22-31,0,0,31,0,0,35,0,0,0,0,0,0,0,0,0,0
10-22-41,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
10-22-51,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-23-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-11,0,0,0,35,0,32,0,0,0,0,0,0,0,0,0,0
10-23-31,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-23-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-24-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-25-51,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-26-01,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-26-11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
10-26-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
10-26-41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-27-01,0,0,0,0,0,34,0,0,0,33,0,0,0,0,0,0
10-27-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
10-27-21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
10-27-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
10-27-41,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
10-27-51,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
10-28-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
10-28-11,0,0,0,0,0,37,0,0,0,0,0,0,0,0,31,0
10-28-21,0,31,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-28-31,0,0,0,0,0,0,0,33,0,0,0,0,32,0,0,0
10-28-41,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-28-51,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-29-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-29-51,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-01,0,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,31,0
10-30-31,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-41,0,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-30-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-31-01,0,0,0,0,0,37,0,0,0,33,0,0,0,0,0,0
10-31-11,0,0,31,36,0,0,0,0,0,0,0,0,0,0,0,0
10-31-21,0,37,38,31,0,0,0,0,0,0,0,0,0,0,0,0
10-31-31,0,36,34,0,0,0,0,0,0,0,0,0,0,0,31,0
10-31-41,0,35,0,0,0,0,0,0,0,31,0,0,0,0,33,0
10-31-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0
10-32-11,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
10-32-21,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-32-31,0,33,0,31,0,0,0,0,0,33,0,0,0,0,0,0
10-32-41,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0
10-32-51,0,33,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-33-01,0,31,34,33,0,0,0,0,0,0,0,0,0,0,0,0
10-33-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-33-21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-33-31,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0
10-33-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-33-51,0,35,33,0,0,0,0,0,0,33,0,0,0,0,34,0
10-34-01,0,34,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-34-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-34-21,0,35,0,0,0,0,0,0,0,31,0,0,0,0,31,0
10-34-31,0,37,0,0,0,0,0,0,0,31,0,0,0,0,31,0
10-34-41,0,37,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-34-51,0,38,0,0,0,0,0,0,0,31,0,0,0,0,33,0
10-35-01,0,37,33,0,0,0,0,0,0,0,0,0,0,0,31,0
10-35-11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-35-21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-35-31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-35-41,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-35-51,0,36,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-36-01,0,34,0,0,0,0,35,0,0,0,0,0,0,0,34,0
10-36-11,0,34,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-36-21,0,33,0,0,0,0,37,0,0,32,0,0,0,0,0,0
10-36-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-37-01,0,0,36,0,0,35,0,0,0,0,0,0,0,0,0,0
10-37-21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-37-31,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-38-21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-38-41,0,31,37,31,0,0,0,0,0,32,0,0,0,0,0,0
10-38-51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-39-21,0,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0
10-39-41,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-39-51,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-40-11,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-40-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,37,0
10-40-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,31,0
10-40-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,34,0
10-40-51,0,0,31,0,0,0,0,0,0,0,0,0,0,0,36,0
10-41-01,0,31,0,32,0,41,0,0,0,0,0,0,0,0,0,0
10-41-11,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0
10-41-31,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0
10-41-41,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0
10-41-51,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-43-01,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-41,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-44-51,42,0,0,0,0,33,0,0,0,32,0,0,0,0,0,0
10-45-31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-45-41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-45-51,42,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-46-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-46-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-47-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-47-11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-47-21,42,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-47-31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-47-41,42,0,0,0,0,0,33,0,0,32,0,0,0,0,32,0
10-47-51,45,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-48-01,39,0,0,0,0,0,31,0,0,32,0,0,0,0,0,0
10-48-11,38,0,0,0,0,0,34,0,0,32,0,0,0,0,0,0
10-48-21,43,0,0,0,0,0,32,0,0,31,0,0,0,0,31,0
10-48-31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0
10-48-41,42,0,0,0,0,0,32,0,0,33,0,0,0,0,0,0
10-48-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-49-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-49-11,42,0,0,0,0,0,31,0,0,35,0,0,0,0,0,0
10-49-21,42,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-49-31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-49-41,43,0,0,0,0,0,31,0,0,33,0,0,0,0,31,0
10-49-51,43,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-50-01,42,0,0,0,0,0,33,0,0,34,0,0,0,0,0,0
10-50-11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-31,42,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0
10-50-41,42,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-50-51,43,0,0,0,0,33,32,0,0,32,0,0,0,0,0,0
10-51-01,0,0,0,0,0,37,31,0,0,32,0,0,0,0,0,0
10-51-11,43,0,0,0,0,31,33,0,0,33,0,0,0,0,0,0
10-51-21,43,0,0,0,0,31,0,0,0,31,0,0,0,0,0,0
10-51-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-51-41,42,0,0,0,0,34,38,0,0,31,0,0,0,0,0,0
10-51-51,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-52-01,42,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-52-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-52-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-01,43,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-53-11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-53-21,43,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-53-31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-53-41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-54-01,42,0,0,0,0,31,0,0,0,0,0,0,0,0,33,0
10-54-11,43,0,0,0,0,31,0,0,0,0,0,0,0,0,33,0
10-54-21,43,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0
10-54-31,42,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0
10-54-41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-54-51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-01,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-55-41,42,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-55-51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-56-01,43,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-56-11,43,0,0,0,0,0,32,0,0,0,0,0,32,0,0,0
10-56-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-56-31,42,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-56-51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-57-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-57-11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-57-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-57-31,43,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-57-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-57-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-58-01,42,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-58-11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-58-21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-58-31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-58-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-58-51,41,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0
10-59-01,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-59-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-59-31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-59-51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-00-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-00-11,40,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
11-00-21,42,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-00-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-00-41,42,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-00-51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-01-01,42,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-01-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-01-31,42,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-01-41,42,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
11-01-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
11-02-01,43,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
11-02-11,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
11-02-21,43,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
11-02-31,41,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-02-41,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-02-51,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-03-01,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
11-03-11,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-03-21,42,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
11-03-31,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-03-41,41,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-03-51,43,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-04-01,40,0,0,0,0,0,0,0,0,43,0,0,0,0,31,0
11-04-11,0,0,0,0,0,0,0,0,0,39,0,0,0,0,31,0
11-04-21,0,0,0,0,0,0,0,0,0,41,0,0,0,0,31,0
11-04-31,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
11-04-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,31,0
11-04-51,43,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0
11-05-01,0,0,0,0,0,0,0,0,0,36,0,0,0,0,31,0
11-05-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,31,0
11-05-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,31,0
11-05-31,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
11-05-41,0,0,0,0,0,0,35,0,32,33,0,0,0,0,0,0
11-05-51,0,0,0,0,0,0,35,0,0,35,0,0,0,0,31,0
11-06-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
11-06-11,0,0,0,0,0,0,0,0,0,36,0,0,0,0,31,0
11-06-21,40,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-06-31,43,0,0,0,0,0,0,0,34,36,0,0,0,0,0,0
11-06-41,42,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-06-51,0,0,0,0,0,0,0,0,31,35,0,0,0,0,0,0
11-07-01,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-07-11,42,31,0,0,0,0,0,0,34,36,0,0,0,0,0,0
11-07-21,0,33,0,0,0,0,31,0,0,35,0,0,0,0,0,0
11-07-31,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
11-07-41,0,0,0,0,0,0,37,0,0,34,0,0,0,0,0,0
11-07-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
11-08-01,42,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-08-11,42,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-08-21,42,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-08-31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-41,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0
11-08-51,42,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0
11-09-01,0,0,0,0,0,0,32,0,0,39,0,0,0,0,0,0
11-09-11,42,0,0,0,0,31,32,0,0,41,0,0,0,0,0,0
11-09-21,0,0,0,0,0,0,32,0,0,39,0,0,0,0,31,0
11-09-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-09-41,0,0,0,0,0,0,31,0,0,37,0,0,0,0,0,0
