date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Mary,Erin,Taj,Silas,Beatrice,Willa
12-52-01,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
12-53-01,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-54-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-55-01,0,0,0,0,0,38,0,0,0,0,0,0,0,47,0,0
12-56-01,0,0,0,0,0,37,33,0,0,0,0,0,0,50,0,0
12-57-01,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0
12-58-01,0,0,0,0,0,38,0,0,0,0,0,0,0,48,0,0
12-59-01,0,0,0,0,0,36,0,0,0,0,0,0,0,49,0,0
13-00-01,0,0,0,0,0,34,0,0,0,0,0,0,0,46,0,0
13-01-01,0,0,0,0,0,34,0,0,0,0,0,0,0,43,0,0
13-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-03-01,0,0,0,0,0,35,0,0,0,0,0,0,0,48,62,0
13-04-01,0,0,0,0,0,34,0,0,0,0,0,0,0,49,61,0
13-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-06-01,0,0,0,0,0,35,0,0,0,0,0,0,0,49,61,0
13-07-01,0,0,0,0,0,39,0,0,0,0,0,0,0,46,61,0
13-08-01,0,0,0,0,0,36,0,0,0,0,0,0,0,50,61,0
13-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,61,0
13-10-01,0,44,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-11-01,0,42,40,0,0,32,0,0,0,0,0,0,0,51,60,0
13-12-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-13-01,0,45,0,0,0,0,0,0,0,0,0,39,0,50,60,0
13-14-01,0,46,35,0,0,0,0,0,0,0,0,0,0,48,61,0
13-15-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-16-01,0,46,0,0,0,0,33,0,0,0,0,0,0,54,61,0
13-17-01,0,48,0,0,0,0,0,0,0,0,0,0,0,49,59,0
13-18-01,0,48,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-19-01,0,0,44,0,0,0,0,0,0,0,0,39,0,51,61,0
13-20-01,0,45,44,32,0,0,38,0,0,0,0,0,0,48,61,0
13-21-01,0,45,36,0,0,0,39,0,0,0,0,0,0,48,60,0
13-22-01,0,46,42,0,0,0,32,0,0,0,0,0,0,50,61,0
13-23-01,0,43,43,0,0,0,0,0,0,0,0,0,0,51,61,0
13-24-01,0,46,32,0,0,0,34,0,0,0,0,0,0,47,61,0
13-25-01,0,46,0,0,0,0,0,0,40,0,0,0,0,48,61,0
13-26-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-27-01,0,44,0,0,0,0,0,0,0,0,0,0,0,48,61,0
13-28-01,0,46,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-29-01,0,46,0,0,0,0,0,0,41,0,0,0,0,50,62,0
13-30-01,0,46,0,0,0,0,0,0,32,0,0,0,0,50,61,0
13-31-01,0,45,0,0,0,0,0,0,40,0,0,0,0,46,61,0
13-32-01,0,44,0,0,0,0,0,0,45,0,0,0,0,49,61,0
13-33-01,0,44,32,0,0,0,32,0,0,0,0,0,0,48,61,0
13-34-01,0,45,0,0,0,0,0,0,40,0,0,0,0,49,61,0
13-35-01,0,43,38,0,0,33,0,0,43,0,0,0,0,50,61,0
13-36-01,0,44,0,0,0,0,0,0,45,0,0,0,0,47,60,0
13-37-01,0,45,33,0,0,0,0,0,37,0,0,0,0,48,61,0
13-38-01,0,45,0,0,0,0,34,0,39,0,0,0,0,46,61,0
13-39-01,0,47,34,0,0,0,32,0,0,0,0,0,0,48,62,0
13-40-01,0,44,33,0,0,0,34,0,0,0,0,0,0,48,60,0
13-41-01,0,47,0,0,0,0,35,0,0,0,0,0,0,48,60,0
13-42-01,0,46,0,0,0,0,41,0,0,0,0,0,0,50,61,0
13-43-01,0,46,34,0,0,0,32,0,0,0,0,0,0,48,61,0
13-44-01,0,46,32,0,0,0,33,0,0,0,0,0,0,50,61,0
13-45-01,0,46,0,0,0,0,42,0,0,0,0,0,0,50,61,0
13-46-01,0,46,0,32,0,0,0,0,0,0,0,0,0,50,61,0
13-47-01,0,46,32,33,0,0,0,0,0,0,0,0,0,50,62,0
13-48-01,0,47,0,0,0,0,34,0,0,0,0,0,0,50,61,0
13-49-01,0,45,34,0,0,0,32,0,0,0,0,38,0,50,61,0
13-50-01,0,46,0,0,0,0,36,0,34,0,0,0,0,52,61,0
13-51-01,0,48,34,0,0,0,35,0,0,0,0,0,0,46,61,0
13-52-01,0,48,0,0,0,0,0,0,0,0,0,0,0,50,61,0
13-53-01,0,46,0,0,0,0,0,0,0,0,0,0,0,52,61,0
13-54-01,0,46,0,0,0,0,0,0,0,0,0,0,0,51,62,0
13-55-01,0,44,0,0,0,0,38,0,0,0,0,0,0,50,61,0
