date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
13-38-01,0,0,0,0,0,0,0,0,0,44,0,0,0,0,49,0
13-38-11,0,0,0,0,0,0,0,0,0,44,0,0,0,0,49,0
13-38-21,0,0,0,0,0,0,0,0,0,45,0,0,0,38,52,0
13-38-31,0,0,39,0,0,0,0,0,0,43,0,0,0,0,46,0
13-38-41,0,0,0,0,0,0,0,0,0,44,0,0,0,0,39,0
13-38-51,0,0,0,0,0,0,0,0,0,45,0,38,0,0,38,0
13-39-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
13-40-21,0,0,0,0,0,0,42,0,0,0,0,38,0,0,0,0
13-40-31,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
13-40-41,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
13-40-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
13-41-11,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
13-41-51,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
13-42-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-43-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-43-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-44-01,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
13-44-11,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
13-44-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-44-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
13-44-51,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
13-45-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-46-01,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
13-47-41,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-47-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-48-31,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
13-48-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
13-50-01,0,0,0,0,0,0,39,0,0,41,0,0,0,0,0,0
13-50-51,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
13-51-01,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0
13-51-11,0,0,0,0,0,0,39,0,0,0,0,0,0,38,0,0
13-52-21,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
13-53-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-53-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
13-54-01,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0
13-54-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-54-31,0,0,0,0,0,0,0,0,0,44,0,0,0,38,40,0
13-55-11,0,38,0,0,0,0,0,0,0,38,0,0,0,38,38,0
13-55-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-55-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-56-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
13-56-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-57-51,0,38,0,0,0,0,0,0,0,39,0,0,0,0,38,0
13-58-01,0,0,0,0,0,0,0,0,0,44,0,0,0,38,38,0
13-58-41,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-58-51,0,0,0,0,0,0,0,0,0,42,0,0,0,39,38,0
13-59-01,0,0,0,0,0,0,0,0,0,42,0,0,0,39,39,0
13-59-11,0,38,0,0,0,0,0,0,0,41,0,0,0,38,38,0
13-59-21,0,38,0,0,0,0,0,0,0,41,0,0,0,39,0,0
13-59-51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-00-01,0,38,0,0,0,0,0,0,0,39,0,0,0,0,0,0
14-00-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-00-21,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0
14-00-31,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0
14-00-41,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0
14-00-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0
14-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-01-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-02-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-02-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-03-31,0,0,0,0,0,0,0,0,0,39,0,0,0,38,0,0
14-03-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-03-51,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0,0
14-04-01,0,0,0,0,0,0,0,0,0,39,0,0,0,38,38,0
14-04-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
14-04-31,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0
14-05-41,0,0,0,0,0,0,0,0,0,38,0,0,0,39,39,0
14-05-51,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0
14-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
14-06-21,0,0,0,0,0,0,0,0,0,39,0,0,0,0,38,38
14-07-01,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-07-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
14-07-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-08-11,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39
14-09-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-10-01,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-10-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-10-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-10-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-12-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-12-11,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
14-12-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-12-31,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
14-12-41,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
14-13-41,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
14-13-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-14-01,0,39,0,0,0,0,0,0,0,38,0,0,0,0,39,0
14-14-11,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
14-14-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0
14-14-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-15-01,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
14-15-11,0,0,56,41,0,0,46,0,0,0,0,0,0,0,0,0
14-15-21,0,0,53,38,0,0,38,0,0,0,0,0,0,0,0,0
14-15-31,0,0,51,0,0,0,38,0,0,0,0,0,0,0,0,0
14-15-41,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
14-15-51,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
14-16-01,0,0,49,38,0,0,0,0,0,0,0,0,0,0,0,0
14-16-21,38,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
14-16-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-16-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-17-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-17-11,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-17-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
14-17-31,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0
14-17-41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-17-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-18-31,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0
14-18-41,0,0,0,0,0,0,47,0,0,45,0,0,0,39,38,0
14-19-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-19-31,0,38,0,0,0,0,40,0,0,40,0,0,0,38,39,0
14-19-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,38,0
14-19-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
14-20-11,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-20-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-21-11,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-21-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-21-41,0,0,0,0,0,0,41,0,0,38,0,0,0,38,0,0
14-22-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-22-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-23-11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-23-21,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
14-23-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-25-01,0,0,39,0,0,0,47,0,0,0,0,0,0,0,0,0
14-25-11,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
14-25-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-25-51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-26-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-26-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-26-31,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-30-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-30-11,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-30-31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
14-30-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-31-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-31-21,0,38,0,0,0,0,0,0,0,46,0,0,0,48,46,0
14-31-41,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
14-32-31,39,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-32-41,0,0,0,0,0,0,45,0,0,0,0,39,0,0,0,0
14-32-51,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
14-33-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-33-41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-33-51,39,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-34-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-34-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-34-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-34-41,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
14-35-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-36-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-36-51,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
14-37-01,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-37-11,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
14-38-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-38-41,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-39-01,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
14-39-21,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-39-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-39-51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-40-21,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-40-31,0,38,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-40-41,0,38,0,0,0,0,42,0,0,38,0,0,0,41,38,0
14-40-51,0,39,0,0,0,0,0,0,0,38,0,0,0,39,38,0
14-41-01,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0
14-41-11,0,0,0,0,0,0,42,0,0,0,0,0,0,45,38,0
14-41-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-41-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-41-41,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
14-41-51,0,38,0,0,0,0,40,0,0,0,0,0,0,0,38,0
14-42-01,0,41,0,0,0,0,58,0,0,40,0,0,0,0,40,0
14-42-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-42-51,0,0,0,0,0,38,39,0,0,0,0,0,0,0,0,0
14-43-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-43-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-43-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-43-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-44-01,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-44-21,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-44-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-44-51,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0
14-45-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-45-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-45-21,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
14-45-41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
14-46-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-46-31,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-46-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-47-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-47-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-47-41,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
14-47-51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-48-01,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
14-48-11,0,0,38,0,0,0,42,0,0,0,0,0,0,0,0,0
14-48-21,0,0,39,0,0,0,39,0,0,0,0,0,0,0,0,0
14-48-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
14-48-41,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0
14-48-51,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
14-49-11,0,0,38,0,0,0,46,0,0,0,0,0,0,0,0,0
14-49-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-49-31,0,0,39,0,0,0,38,0,0,0,0,0,0,0,0,0
14-49-41,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-50-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
14-50-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-50-21,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
14-50-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-50-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-51-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-51-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-52-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-53-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
14-56-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-56-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
14-57-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-59-11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-00-11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-01-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
15-02-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
15-02-51,0,0,39,0,0,38,0,0,0,0,0,0,0,38,38,0
15-03-01,0,38,38,0,0,38,0,0,0,0,0,0,0,38,0,0
15-03-11,0,38,49,44,0,0,0,0,0,45,0,0,0,42,0,0
15-03-21,0,41,52,38,0,38,0,0,0,42,0,0,0,48,0,0
15-03-31,0,46,56,57,0,52,38,0,0,49,0,0,0,62,40,0
15-03-41,0,0,56,57,0,46,49,0,0,51,0,0,0,61,0,0
15-03-51,0,45,55,57,0,0,50,0,0,49,0,0,0,61,0,0
15-04-01,0,46,57,57,0,49,52,0,0,49,0,0,0,61,38,0
15-04-11,0,42,56,56,0,46,48,0,0,48,0,0,0,62,38,0
15-04-21,0,46,57,56,0,48,48,0,0,50,0,0,0,61,38,0
15-04-31,0,46,57,59,0,48,46,0,0,49,0,0,0,61,38,0
15-04-41,0,43,57,57,0,49,49,0,0,50,0,0,0,61,39,0
15-04-51,0,45,57,56,0,51,0,0,0,50,0,0,0,61,0,0
15-05-01,0,0,58,57,0,50,48,0,0,49,0,0,0,59,0,0
15-05-11,0,45,55,57,0,50,52,0,0,0,0,0,0,60,38,0
15-05-21,0,44,58,59,0,51,52,0,0,47,0,0,0,61,0,0
15-05-31,0,46,56,57,0,50,51,0,0,0,0,0,0,60,0,0
15-05-41,0,45,56,56,0,0,51,0,0,0,0,0,0,61,38,0
15-05-51,0,45,57,56,0,50,52,0,0,48,0,0,0,61,0,0
15-06-01,0,45,56,56,0,48,52,0,0,49,0,0,0,61,0,0
15-06-11,0,44,56,57,0,50,51,0,0,48,0,0,0,60,0,0
15-06-21,0,46,56,57,0,51,51,0,0,47,0,0,0,61,0,0
15-06-31,0,46,55,56,0,51,0,0,0,0,0,0,0,63,0,0
15-06-41,0,46,0,57,0,50,49,0,0,46,0,0,0,61,0,0
15-06-51,0,47,57,56,0,50,49,0,0,47,0,0,0,60,0,0
15-07-01,0,47,52,55,0,0,50,0,0,47,0,0,0,61,0,0
15-07-11,0,49,55,56,0,55,50,0,0,46,0,0,0,61,0,0
15-07-21,0,45,56,56,0,51,48,0,0,0,0,0,0,62,38,0
15-07-31,0,45,56,55,0,50,51,0,0,0,0,0,0,61,0,0
15-07-41,0,46,55,54,0,0,50,0,0,50,0,0,0,60,0,0
15-07-51,0,47,57,57,0,50,51,0,0,0,0,0,0,60,0,0
15-08-01,0,47,56,57,0,50,48,0,0,0,0,0,0,61,0,0
15-08-11,0,47,54,57,0,50,0,0,0,0,0,0,0,61,0,0
15-08-21,0,0,54,57,0,50,48,0,0,47,0,0,0,60,0,0
15-08-31,0,43,56,56,0,50,50,0,0,0,0,0,0,60,0,0
15-08-41,0,0,57,57,0,50,47,0,0,49,0,0,0,61,0,0
15-08-51,0,46,56,56,0,50,50,0,0,45,0,0,0,61,0,0
15-09-01,0,46,56,58,0,51,52,0,0,0,0,0,0,61,0,0
15-09-11,0,46,56,57,0,52,51,0,0,47,0,0,0,61,0,0
15-09-21,0,44,56,57,0,50,51,0,0,0,0,0,0,61,0,0
15-09-31,0,47,56,58,0,50,0,0,0,0,0,0,0,61,0,0
15-09-41,0,46,56,57,0,0,51,0,0,49,0,0,0,61,0,0
15-09-51,0,0,56,57,0,50,49,0,0,0,0,0,0,61,0,0
15-10-01,0,46,57,56,0,49,52,0,0,48,0,0,0,61,0,0
15-10-11,0,46,56,56,0,50,0,0,0,49,0,0,0,61,0,0
15-10-21,0,46,56,56,0,50,51,0,0,50,0,0,0,61,0,0
15-10-31,0,46,57,57,0,50,0,0,0,47,0,0,0,62,0,0
15-10-41,0,46,56,56,0,0,49,0,0,49,0,0,0,61,0,0
15-10-51,0,47,56,56,0,50,50,0,0,47,0,0,0,59,0,0
15-11-01,0,46,53,56,0,50,51,0,0,49,0,0,0,61,38,0
15-11-11,0,47,56,56,0,50,51,0,0,49,0,0,0,62,0,0
15-11-21,0,0,56,57,0,51,52,0,0,47,0,0,0,61,0,0
15-11-31,0,46,56,56,0,50,50,0,0,0,0,0,0,61,0,0
15-11-41,0,46,55,57,0,49,52,0,0,48,0,0,0,61,0,0
15-11-51,0,46,56,57,0,51,49,0,0,48,0,0,0,59,0,0
15-12-01,0,42,55,57,0,50,51,0,0,46,0,0,0,61,0,0
15-12-11,0,45,55,57,0,47,50,0,0,0,0,0,0,60,0,0
15-12-21,0,45,52,57,0,0,49,0,0,47,0,0,0,62,0,0
15-12-31,0,46,55,57,0,50,52,0,0,0,0,0,0,59,0,0
15-12-41,0,47,53,0,0,50,52,0,0,48,0,0,0,60,0,0
15-12-51,0,48,56,0,0,50,0,0,0,48,0,0,0,60,0,0
15-13-01,0,47,56,55,0,50,0,0,0,0,0,0,0,60,0,0
15-13-11,0,46,57,57,0,50,49,0,0,0,0,0,0,61,0,0
15-13-21,0,47,56,56,0,0,52,0,0,46,0,0,0,60,0,0
15-13-31,0,47,56,56,0,50,50,0,0,50,0,0,0,61,0,0
15-13-41,0,46,57,56,0,0,49,0,0,0,0,0,0,61,0,0
15-13-51,0,47,55,56,0,0,52,0,0,0,0,0,0,60,0,0
15-14-01,0,46,56,55,0,50,52,0,0,0,0,0,0,59,0,0
15-14-11,0,46,55,55,0,0,51,0,0,47,0,0,0,60,0,0
15-14-21,0,45,56,56,0,50,52,0,0,0,0,0,0,60,0,0
15-14-31,0,46,56,56,0,0,51,0,0,0,0,0,0,61,0,0
15-14-41,0,46,56,55,0,50,53,0,0,0,0,0,0,61,0,0
15-14-51,0,45,57,56,0,51,0,0,0,49,0,0,0,61,0,0
15-15-01,0,45,55,57,0,49,50,0,0,47,0,0,0,0,0,0
15-15-11,0,47,56,56,0,50,52,0,0,0,0,0,0,61,0,0
15-15-21,0,47,56,58,0,50,51,0,0,48,0,0,0,60,38,0
15-15-31,0,47,56,56,0,49,0,0,0,48,0,0,0,61,0,0
15-15-41,0,47,57,57,0,49,51,0,0,47,0,0,0,61,38,0
15-15-51,0,46,57,57,0,0,51,0,0,47,0,0,0,61,0,0
15-16-01,0,46,57,56,0,49,50,0,0,0,0,0,0,59,0,0
15-16-11,0,47,56,57,0,50,51,0,0,0,0,0,0,61,0,0
15-16-21,0,0,55,56,0,52,0,0,0,0,0,0,0,61,0,0
15-16-31,0,0,56,57,0,50,0,0,0,49,0,0,0,62,0,0
15-16-41,0,47,55,57,0,50,0,0,0,0,0,0,0,62,0,0
15-16-51,0,45,55,57,0,50,50,0,0,48,0,0,0,61,38,0
15-17-01,0,44,56,55,0,49,51,0,0,47,0,0,0,61,0,0
15-17-11,0,47,56,56,0,49,50,0,0,49,0,0,0,65,38,0
15-17-21,0,47,57,0,0,50,0,0,0,46,0,0,0,61,38,0
15-17-31,0,46,57,57,0,52,51,0,0,0,0,0,0,60,0,0
15-17-41,0,44,57,55,0,48,0,0,0,50,0,0,0,61,0,0
15-17-51,0,46,56,57,0,50,50,0,0,0,0,0,0,60,0,0
15-18-01,0,44,56,57,0,48,51,0,0,0,0,0,0,60,38,0
15-18-11,0,0,57,57,0,50,52,0,0,0,0,0,0,60,0,0
15-18-21,0,46,57,57,0,0,47,0,0,0,0,0,0,60,38,0
15-18-31,0,46,54,57,0,0,52,0,0,49,0,0,0,61,0,0
15-18-41,0,0,56,57,0,50,51,0,0,46,0,0,0,61,0,0
15-18-51,0,46,57,56,0,0,52,0,0,46,0,0,0,60,38,0
15-19-01,0,46,55,55,0,51,0,0,0,50,0,0,0,61,0,0
15-19-11,0,46,57,56,0,51,52,0,0,0,0,0,0,0,38,0
15-19-21,0,46,56,56,0,50,52,0,0,0,0,0,0,61,0,0
15-19-31,0,47,55,57,0,51,52,0,0,48,0,0,0,61,0,0
15-19-41,0,48,57,56,0,49,51,0,0,48,0,0,0,60,38,0
15-19-51,0,48,57,56,0,51,51,0,0,48,0,0,0,61,38,0
15-20-01,0,47,57,57,0,49,0,0,0,48,0,0,0,61,0,0
15-20-11,0,47,57,56,0,0,45,0,0,47,0,0,0,61,38,0
15-20-21,0,49,56,57,0,49,49,0,0,47,0,0,0,61,0,0
15-20-31,0,48,56,55,0,49,0,0,0,47,0,0,0,61,0,0
15-20-41,0,47,56,57,0,51,45,0,0,47,0,0,0,61,0,0
15-20-51,0,48,56,56,0,50,52,0,0,49,0,0,0,61,38,0
15-21-01,0,47,57,57,0,49,53,0,0,46,0,0,0,61,0,0
15-21-11,0,46,57,55,0,50,0,0,0,50,0,0,0,61,38,0
15-21-21,0,47,55,55,0,51,51,0,0,47,0,0,0,61,38,0
15-21-31,0,47,57,56,0,51,50,0,0,0,0,0,0,61,38,0
15-21-41,0,47,55,56,0,49,51,0,0,0,0,0,0,61,38,0
15-21-51,0,47,57,58,0,51,50,0,0,48,0,0,0,62,0,0
15-22-01,0,47,57,57,0,52,52,0,0,49,0,0,0,60,38,0
15-22-11,0,47,56,56,0,50,51,0,0,50,0,0,0,60,38,0
15-22-21,0,46,56,56,0,0,51,0,0,0,0,0,0,60,39,0
15-22-31,0,47,56,57,0,51,52,0,0,48,0,0,0,60,0,0
15-22-41,0,47,56,57,0,0,0,0,0,48,0,0,0,61,38,0
15-22-51,0,47,55,57,0,51,43,0,0,49,0,0,0,60,0,0
15-23-01,0,47,57,57,0,51,51,0,0,48,0,0,0,60,38,0
15-23-11,0,46,56,57,0,51,51,0,0,49,0,0,0,61,39,0
15-23-21,0,47,57,57,0,52,51,0,0,49,0,0,0,59,38,0
15-23-31,0,0,55,56,0,49,0,0,0,48,0,0,0,61,38,0
15-23-41,0,47,55,57,0,52,51,0,0,0,0,0,0,60,38,0
15-23-51,0,45,53,57,0,51,52,0,0,48,0,0,0,60,0,0
15-24-01,0,46,56,57,0,51,51,0,0,48,0,0,0,60,38,0
15-24-11,0,46,57,55,0,51,50,0,0,0,0,0,0,59,0,0
15-24-21,0,43,56,56,0,50,50,0,0,0,0,0,0,60,0,0
15-24-31,0,46,55,57,0,51,47,0,0,0,0,0,0,60,0,0
15-24-41,0,0,55,57,0,52,50,0,0,48,0,0,0,60,0,0
15-24-51,0,46,56,55,0,50,50,0,0,49,0,0,0,61,0,0
15-25-01,0,0,56,57,0,50,51,0,0,48,0,0,0,61,38,0
15-25-11,0,46,56,57,0,51,51,0,0,0,0,0,0,58,0,0
15-25-21,0,41,57,57,0,52,50,0,0,0,0,0,0,60,0,0
15-25-31,0,47,56,57,0,0,51,0,0,48,0,0,0,61,0,0
15-25-41,0,0,56,57,0,52,48,0,0,0,0,0,0,61,38,0
15-25-51,0,45,57,58,0,52,50,0,0,0,0,0,0,61,38,0
15-26-01,0,46,57,57,0,52,51,0,0,50,0,0,0,61,38,0
15-26-11,0,44,57,57,0,52,47,0,0,47,0,0,0,61,38,0
15-26-21,0,45,55,56,0,52,0,0,0,46,0,0,0,61,0,0
15-26-31,0,46,57,56,0,51,50,0,0,48,0,0,0,61,0,0
15-26-41,0,0,57,57,0,51,51,0,0,49,0,0,0,60,0,0
15-26-51,0,47,56,57,0,52,50,0,0,0,0,0,0,61,0,0
15-27-01,0,45,0,58,0,53,52,0,0,48,0,0,0,61,39,0
15-27-11,0,46,56,57,0,0,53,0,0,50,0,0,0,62,38,0
15-27-21,0,45,57,57,0,52,0,0,0,0,0,0,0,60,0,0
15-27-31,0,45,56,57,0,52,51,0,0,0,0,0,0,59,38,0
