date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
11-32-21,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
11-33-01,0,0,0,0,0,0,38,0,0,39,0,0,0,0,0,0
11-33-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
11-33-51,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-01,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
11-34-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-38-11,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
11-38-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-39-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-39-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-40-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
11-41-11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
11-42-11,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
11-42-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-42-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-42-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-43-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-43-11,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0
11-43-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-43-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-43-51,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-44-31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-45-01,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-31,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
11-46-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
11-46-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-46-41,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
11-50-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-51,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
11-51-51,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-53-21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-54-01,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
11-54-21,0,0,0,0,0,43,0,0,0,0,0,0,40,0,0,0
11-54-31,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0
11-54-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-00-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-01-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
12-01-51,0,0,0,0,0,0,39,0,0,45,0,0,0,0,0,0
12-03-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-03-41,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-04-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
12-04-31,0,0,0,0,0,38,0,0,0,0,0,0,0,47,0,0
12-04-41,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
12-04-51,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
12-05-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-05-31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-51,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-01,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-07-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-07-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-07-31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-41,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-07-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-08-01,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-08-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-08-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-08-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-09-01,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-09-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-09-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-10-01,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-10-11,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-10-21,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-10-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-10-41,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-10-51,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-11-01,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-11-11,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-11-21,0,38,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-11-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-12-01,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-12-11,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-12-21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-12-31,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
12-12-41,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-12-51,0,38,0,0,0,54,0,0,0,0,0,0,0,0,0,0
12-13-01,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
12-13-11,0,38,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-13-21,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-13-31,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-13-41,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-13-51,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-14-01,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-14-11,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-14-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-14-41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-14-51,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-15-01,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-15-11,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-15-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-15-31,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-15-41,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-15-51,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
12-16-01,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-16-11,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-16-21,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-16-31,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-16-41,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
12-16-51,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
12-17-01,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
12-17-11,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-17-21,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
12-17-31,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-17-41,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-17-51,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
12-18-01,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-18-11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-18-21,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-18-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-18-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-18-51,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-19-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-19-11,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-19-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-19-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-20-01,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
12-20-11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-20-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-20-31,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-20-41,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-20-51,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
12-21-01,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-21-11,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
12-21-21,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
12-21-31,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
12-21-41,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
12-21-51,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
12-22-01,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-22-11,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
12-22-21,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-22-31,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
12-22-41,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
12-22-51,0,0,0,0,0,54,38,0,0,0,0,0,0,0,0,0
12-23-01,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
12-23-11,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
12-23-21,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
12-23-31,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
12-23-41,0,38,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-23-51,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
12-24-11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-24-21,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
12-24-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-25-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-25-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-25-31,0,0,0,0,0,41,48,0,0,0,0,0,0,0,0,0
12-25-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-25-51,0,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0
12-26-01,0,0,0,0,0,43,38,0,0,0,0,0,0,0,0,0
12-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
12-26-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-26-31,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-26-41,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-26-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-27-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-28-01,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-28-21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-29-01,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-29-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-29-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-30-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
12-30-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-30-41,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-30-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-31-01,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
12-31-11,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
12-31-21,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-31-31,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-31-41,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-31-51,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-32-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-32-11,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-32-21,0,38,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-32-31,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-32-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-32-51,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
12-33-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-33-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
12-33-31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-33-41,0,0,0,0,0,41,38,0,0,0,0,0,0,0,0,0
12-33-51,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-31,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
12-34-41,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-35-11,0,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-35-21,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
12-35-41,0,0,0,0,0,38,41,0,0,0,0,0,0,0,0,0
12-36-01,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-36-41,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
12-37-11,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
12-37-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-38-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-38-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-38-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-39-01,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-39-11,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12-39-21,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
12-39-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
12-39-51,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
12-40-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0
12-40-11,0,0,38,0,0,0,0,0,0,0,0,0,0,41,0,0
12-40-21,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0
12-40-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
12-40-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
12-41-11,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
12-41-21,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
12-41-31,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
12-41-41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
12-42-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
12-42-11,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
12-42-21,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
12-42-31,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
12-42-41,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
12-42-51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
12-43-01,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0
12-43-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-43-21,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-43-31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
12-43-41,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-44-01,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
12-44-31,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
12-44-51,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-46-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-46-41,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-46-51,0,0,0,0,0,38,0,0,0,0,0,39,0,0,0,0
12-47-51,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-49-51,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12-50-31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
12-50-41,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
12-52-21,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-53-21,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
12-53-41,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-54-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-54-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-55-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-56-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12-59-41,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-02-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
13-03-01,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-03-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-03-21,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-03-31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-04-01,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
13-04-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-04-51,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-05-11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-05-41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
13-05-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-07-01,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-07-11,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
13-07-21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
13-07-31,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
13-07-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-07-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-08-01,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-08-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-08-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-08-31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
13-08-41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-08-51,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-09-01,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-09-11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-09-21,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
13-09-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-09-51,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
13-10-11,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
13-10-31,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-10-51,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0
13-11-01,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
13-11-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-11-21,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
13-12-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
13-13-11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
13-13-21,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
13-14-11,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
13-14-31,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
13-16-31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-17-31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-19-31,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-21-01,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-21-51,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-22-11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
13-22-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-22-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0
13-22-41,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-24-51,0,0,0,0,0,0,0,0,0,41,0,0,0,39,53,0
13-25-01,0,0,38,0,0,0,0,0,0,42,0,0,0,0,42,0
13-25-21,0,0,0,0,0,0,0,0,0,45,0,0,0,0,43,0
13-25-31,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0
13-25-41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,47,0
13-25-51,0,0,0,0,0,0,0,0,0,46,0,0,0,0,47,0
13-26-01,0,0,0,0,0,0,0,0,0,44,0,0,0,0,49,0
13-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
13-26-21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,49,0
13-26-31,0,0,0,0,0,0,0,0,0,39,0,0,0,0,46,0
13-26-41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,47,0
13-26-51,0,0,0,0,0,0,0,0,0,40,0,0,0,0,47,0
13-27-01,0,0,0,0,0,0,0,0,0,40,0,0,0,0,46,0
13-27-11,0,0,0,0,0,0,0,0,0,39,0,0,0,0,46,0
13-27-21,0,0,0,0,0,0,0,0,0,39,0,0,0,0,47,0
13-27-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-27-41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,50,0
13-27-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
13-28-01,0,0,0,0,0,0,0,0,0,44,0,0,0,0,40,0
13-28-11,0,0,0,0,0,0,0,0,0,39,0,0,0,0,51,0
13-28-21,0,0,38,0,0,0,0,0,0,40,0,0,0,0,40,0
13-28-31,0,38,0,0,0,0,0,0,0,50,0,0,0,40,39,0
13-28-41,0,0,38,0,0,0,0,0,0,0,0,0,0,0,42,0
13-28-51,0,0,0,0,0,0,0,0,0,48,0,0,0,38,50,0
13-29-01,0,0,0,0,0,0,0,0,0,45,0,0,0,0,43,0
13-29-11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,41,0
13-29-21,0,38,0,0,0,0,0,0,0,40,0,0,0,0,48,0
13-29-31,0,38,0,0,0,0,0,0,0,38,0,0,0,41,45,0
13-29-41,0,38,0,0,0,0,0,0,0,43,0,0,0,0,46,0
13-29-51,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40,0
13-30-01,0,0,0,0,0,0,0,0,0,38,0,0,0,0,43,0
13-30-11,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,0
13-30-21,0,0,0,0,0,0,0,0,0,45,0,0,0,39,38,0
13-30-31,0,0,0,0,0,0,0,0,0,41,0,0,0,0,38,0
13-30-41,0,0,0,0,0,0,0,0,0,42,0,0,0,0,40,0
13-30-51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,39,0
13-31-01,0,0,0,0,0,0,0,0,0,43,0,0,0,38,44,0
13-31-11,0,0,0,0,0,0,0,0,0,44,0,0,0,0,46,0
13-31-21,0,0,0,0,0,0,0,0,0,44,0,0,0,38,46,0
13-31-31,0,0,0,0,0,0,0,0,0,41,0,0,0,0,45,0
13-31-41,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
13-31-51,0,0,38,0,0,0,0,0,0,43,0,0,0,0,42,0
13-32-01,0,0,0,0,0,0,0,0,0,48,0,0,0,0,38,0
13-32-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
13-32-21,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0
13-32-31,0,0,0,0,0,0,0,0,0,44,0,0,0,0,39,0
13-32-41,0,0,0,0,0,0,0,0,0,44,0,0,0,0,42,0
13-32-51,0,0,0,0,0,0,0,0,0,45,0,0,0,0,41,0
13-33-01,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40,0
13-33-11,0,0,0,0,0,0,0,0,0,46,0,0,0,0,43,0
13-33-21,0,0,38,0,0,0,0,0,0,46,0,0,0,0,39,0
13-33-31,0,0,0,0,0,0,0,0,0,44,0,0,0,0,38,0
13-33-41,0,0,38,0,0,0,0,0,0,38,0,0,0,0,39,0
13-33-51,0,0,38,0,0,0,0,0,0,0,0,0,0,0,39,0
13-34-01,0,0,0,0,0,0,0,0,0,43,0,0,0,0,42,0
13-34-11,0,0,38,0,0,0,0,0,0,44,0,0,0,0,43,0
13-34-21,0,0,0,0,0,0,0,0,0,43,0,0,0,0,41,0
13-34-31,0,0,0,0,0,0,0,0,0,43,0,0,0,0,41,0
13-34-41,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0
13-34-51,0,0,0,0,0,0,0,0,0,41,0,0,0,38,45,0
13-35-01,0,0,0,0,0,0,0,0,0,46,0,0,0,38,45,0
13-35-11,0,0,0,0,0,0,0,0,0,47,0,0,0,0,43,0
13-35-21,0,0,38,0,0,0,0,0,0,43,0,0,0,0,45,0
13-35-31,0,0,41,0,0,0,38,0,0,46,0,0,0,38,43,0
13-35-41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0
13-35-51,0,0,38,0,0,0,0,0,0,46,0,0,0,0,42,0
13-36-01,0,0,38,0,0,0,0,0,0,49,0,0,0,0,46,0
13-36-11,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0
13-36-21,0,0,38,0,0,0,0,0,0,48,0,0,0,38,0,0
13-36-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
13-36-41,0,0,0,0,0,0,0,0,0,42,0,0,0,38,41,0
13-36-51,0,0,0,0,0,0,0,0,0,45,0,0,0,0,40,0
13-37-01,0,0,0,0,0,0,0,0,0,40,0,0,0,0,42,0
13-37-11,0,0,38,0,0,0,0,0,0,39,0,0,0,0,46,0
13-37-21,0,0,0,0,0,0,0,0,0,43,0,0,0,38,48,0
13-37-31,0,0,0,0,0,0,0,0,0,43,0,0,0,0,48,0
13-37-41,0,0,0,0,0,0,0,0,0,43,0,0,0,38,49,0
13-37-51,0,0,0,0,0,0,0,0,0,43,0,0,0,0,49,0
