date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
09-35-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
09-35-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-36-01,0,0,0,46,0,0,0,0,0,0,0,0,0,0,33,0
09-36-11,0,0,34,33,0,0,0,0,0,0,0,0,0,0,34,0
09-36-21,0,0,33,33,0,0,0,0,0,0,0,0,0,0,37,0
09-36-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
09-36-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-37-11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-37-21,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
09-37-31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-37-51,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
09-38-01,0,33,0,0,0,33,0,0,0,34,0,0,0,36,0,0
09-38-11,36,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-38-21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-38-31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-38-41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,41,0
09-39-11,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
09-39-21,0,0,39,0,0,0,0,0,0,0,0,0,0,33,33,0
09-39-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-39-41,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
09-39-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-40-01,37,0,33,0,0,33,0,0,0,34,0,0,0,0,0,0
09-40-21,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
09-40-31,33,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
09-40-41,0,0,0,0,0,41,0,0,0,36,0,0,0,34,0,0
09-40-51,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0
09-41-01,42,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
09-41-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-41-21,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-41-31,0,33,37,0,0,0,0,0,0,0,0,0,0,35,0,0
09-41-41,33,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
09-41-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-42-01,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
09-42-21,0,0,0,0,0,33,0,0,0,0,0,0,42,0,40,0
09-42-31,0,33,36,0,0,39,0,0,0,42,0,0,0,36,0,0
09-42-41,38,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0
09-42-51,0,0,33,36,0,0,0,0,0,0,0,0,0,0,36,0
09-43-01,42,0,33,40,0,0,0,0,0,0,0,0,0,0,34,0
09-43-11,0,0,0,33,0,0,0,0,0,0,0,33,33,0,33,0
09-43-21,37,0,0,34,0,0,0,0,0,33,0,0,0,0,38,0
09-43-31,0,0,0,0,0,36,0,0,0,38,0,0,0,35,0,0
09-43-41,0,0,41,0,0,36,0,0,0,36,0,0,0,35,35,0
09-43-51,40,0,0,0,0,0,0,0,0,42,0,0,0,0,33,0
09-44-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35,0
09-44-11,0,0,43,0,0,40,0,0,0,0,0,0,0,33,0,0
09-44-21,0,34,0,0,0,0,0,0,0,0,0,0,0,39,0,33
09-44-31,42,0,0,36,0,0,0,0,0,0,0,0,0,33,37,0
09-44-41,0,0,0,34,0,0,0,0,0,39,0,0,0,33,35,0
09-44-51,0,0,33,0,0,36,0,0,0,37,0,0,0,36,0,0
09-45-01,0,0,33,0,0,34,0,0,0,33,0,0,0,38,0,0
09-45-11,0,0,33,0,0,34,0,0,0,0,0,0,0,36,37,34
09-45-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-45-31,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0
09-45-41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
09-45-51,0,0,0,35,0,0,0,0,0,0,0,0,0,0,43,0
09-46-01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-46-11,37,0,0,35,0,0,0,0,0,0,0,0,0,0,33,0
09-46-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
09-46-31,0,0,0,42,0,0,0,0,0,0,0,0,0,0,33,0
09-46-41,33,0,0,38,0,0,0,0,0,0,0,0,0,0,34,0
09-46-51,35,0,0,38,0,0,0,0,0,0,0,0,0,0,34,0
09-47-01,0,0,34,0,0,35,0,0,0,0,0,0,0,34,0,0
09-47-11,0,0,34,0,0,0,0,0,0,0,0,0,0,33,0,39
09-47-21,39,0,0,0,0,33,0,0,0,0,0,0,0,35,0,0
09-47-31,0,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0
09-47-41,0,0,0,35,0,33,0,0,0,0,0,0,0,0,41,0
09-47-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
09-48-01,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
09-48-11,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
09-48-21,40,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
09-48-31,0,0,0,40,0,0,0,33,0,0,0,0,0,0,0,0
09-48-41,0,0,0,44,0,0,0,35,0,0,0,0,0,0,0,0
09-48-51,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0
09-49-01,0,0,0,35,0,0,0,33,0,0,0,0,0,0,33,0
09-49-11,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
09-49-21,0,0,0,35,0,0,0,0,0,0,0,0,0,0,43,0
09-49-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
09-49-41,0,34,36,0,0,35,0,0,0,0,0,0,0,42,0,0
09-49-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
09-50-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
09-50-11,37,0,0,35,0,0,0,0,0,0,0,0,0,0,36,0
09-50-21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
09-50-31,0,0,0,0,0,0,0,0,0,0,0,39,0,0,34,0
09-50-41,0,0,0,0,0,33,0,0,0,0,0,0,0,0,35,0
09-50-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-51-01,0,0,0,35,0,0,0,0,0,0,0,33,0,0,0,0
09-51-11,0,0,0,0,0,0,0,0,42,0,0,34,0,0,0,0
09-51-21,36,0,0,36,0,0,0,0,0,0,0,33,0,0,0,0
09-51-31,0,0,0,38,0,0,0,0,33,0,0,0,0,0,0,0
09-51-41,36,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
09-51-51,0,0,33,0,0,0,0,0,46,0,0,33,0,0,0,0
09-52-01,0,33,40,0,0,37,0,0,0,0,0,0,0,39,0,0
09-52-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-52-21,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
09-52-41,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35,0
09-52-51,0,34,40,0,0,41,0,0,0,0,0,0,0,34,0,0
09-53-01,0,0,33,0,0,33,0,0,0,0,0,0,0,35,33,0
09-53-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
09-53-21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
09-53-31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
09-53-41,0,0,0,37,0,0,0,0,0,0,0,0,0,0,34,0
09-53-51,0,0,0,0,0,0,0,0,0,0,0,33,0,0,38,0
09-54-01,0,0,34,0,0,37,0,0,0,0,0,0,0,0,47,0
09-54-11,0,0,0,0,0,35,0,0,0,0,0,0,0,40,34,0
09-54-21,0,36,43,33,0,0,0,0,0,0,0,0,0,33,33,0
09-54-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
09-54-41,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0
09-54-51,0,0,0,35,0,0,0,0,0,0,0,0,0,0,41,0
09-55-01,0,0,0,38,0,0,0,0,0,0,0,33,0,0,34,0
09-55-11,0,0,0,44,0,0,0,0,0,0,0,0,0,0,35,0
09-55-21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
09-55-31,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
09-55-41,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
09-55-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0
09-56-01,0,0,0,0,0,33,0,0,0,0,0,33,0,0,36,0
09-56-11,0,0,34,0,0,34,0,0,0,0,0,0,0,37,37,0
09-56-21,33,0,0,41,0,33,0,0,0,0,0,34,0,0,34,0
09-56-31,0,0,0,58,0,33,0,0,0,0,0,33,0,0,40,0
09-56-41,0,0,0,58,0,0,0,0,0,0,0,0,0,0,33,0
09-56-51,0,0,34,0,0,0,0,0,0,0,0,37,0,38,0,0
09-57-01,0,0,33,0,0,0,0,0,0,0,0,0,0,36,0,0
09-57-11,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0
09-57-21,0,0,33,0,0,0,0,0,0,0,0,0,0,36,0,0
09-57-31,0,34,33,0,0,37,0,0,0,0,0,0,0,0,0,0
09-57-41,0,34,33,33,0,35,0,0,0,0,0,0,0,0,0,0
09-57-51,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
09-58-01,0,0,0,33,0,34,0,0,0,0,0,0,0,0,0,0
09-58-11,38,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
09-58-21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-58-31,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
09-58-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
09-59-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
09-59-11,0,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0
09-59-31,0,0,0,0,0,0,0,0,0,33,33,0,33,0,0,0
09-59-41,0,0,0,0,0,0,0,0,0,33,0,40,0,0,0,0
09-59-51,0,0,0,0,0,0,0,0,0,49,33,0,0,0,0,0
10-00-01,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
10-00-11,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
10-00-21,0,0,0,0,0,0,0,0,0,42,0,36,0,0,0,0
10-00-31,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
10-00-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-00-51,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-01-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-01-11,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-02-51,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
10-03-21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-04-21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-04-31,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0
10-04-41,0,0,0,33,0,33,0,0,0,33,0,0,0,0,0,0
10-04-51,0,0,38,0,0,38,0,0,0,34,0,0,0,0,0,0
10-05-01,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-05-11,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-05-21,0,0,34,0,0,35,0,0,0,37,0,0,0,0,0,0
10-05-31,0,0,0,0,0,41,0,0,0,34,0,0,0,38,0,0
10-05-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-05-51,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-06-11,0,0,0,0,0,34,0,0,0,34,0,0,0,33,0,0
10-06-21,0,0,33,33,0,0,0,0,0,0,0,0,0,33,0,0
10-06-31,0,0,35,33,0,36,0,0,0,0,0,0,0,33,0,0
10-06-51,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0
10-07-01,0,0,0,0,0,35,0,0,0,0,0,0,0,33,0,0
10-07-11,0,0,39,33,0,44,0,0,0,0,0,0,0,0,0,0
10-07-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-07-31,0,34,0,33,0,33,0,0,0,33,0,0,0,0,0,0
10-07-41,0,0,34,0,0,42,0,0,0,33,0,0,0,37,0,0
10-07-51,0,0,33,0,0,36,0,0,0,33,0,0,0,39,0,0
10-08-01,0,0,39,0,0,38,0,0,0,0,0,35,0,37,0,0
10-08-11,0,0,0,0,0,34,0,0,0,0,0,0,0,34,0,0
10-08-21,0,0,34,0,0,33,0,0,0,0,0,0,0,0,0,0
10-08-31,0,0,38,0,0,38,0,0,0,37,0,0,0,44,0,0
10-08-41,0,0,40,39,0,34,0,0,0,36,0,0,0,37,0,0
10-08-51,0,33,38,34,0,35,0,0,0,0,0,0,0,0,0,0
10-09-01,0,0,0,0,0,36,0,0,0,0,0,0,0,34,0,0
10-09-11,0,0,38,0,0,38,0,0,0,0,0,0,0,41,0,0
10-09-21,0,0,38,0,0,50,0,0,0,0,0,0,0,42,0,0
10-09-31,0,0,35,0,0,37,0,0,0,0,0,0,0,53,0,0
10-09-41,0,0,0,0,0,39,0,0,0,0,0,0,0,33,0,0
10-09-51,0,0,33,0,0,39,0,0,0,0,0,0,0,33,0,0
10-10-01,0,0,39,0,0,33,0,0,0,0,0,0,0,35,0,0
10-10-11,0,33,42,0,0,37,0,0,0,0,0,0,0,42,0,0
10-10-21,0,0,42,41,0,38,0,0,0,0,0,0,0,36,0,0
10-10-31,0,0,39,0,0,34,0,0,0,0,0,0,0,33,0,0
10-10-41,0,0,38,0,0,40,0,0,0,33,0,0,0,34,0,0
10-10-51,0,0,38,0,0,36,0,0,0,0,0,0,0,33,0,0
10-11-01,0,0,37,0,0,35,0,0,0,0,0,0,0,43,0,0
10-11-11,0,0,36,33,0,34,0,0,0,0,0,0,0,39,0,0
10-11-21,0,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0
10-11-31,0,0,33,33,0,0,0,0,0,0,0,0,0,33,0,0
10-11-41,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-11-51,0,34,33,0,0,34,0,0,0,0,0,0,0,0,0,0
10-12-01,0,0,33,0,0,33,0,0,0,0,0,0,0,33,0,0
10-12-21,0,0,33,0,0,0,0,0,0,0,0,0,0,34,0,0
10-12-31,0,0,35,0,0,0,0,0,0,0,0,0,0,38,0,0
10-12-41,0,0,33,0,0,0,0,0,0,0,0,0,0,37,0,0
10-13-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-13-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-13-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-13-41,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-13-51,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-14-21,0,0,0,0,0,37,0,0,0,33,0,0,0,0,0,0
10-14-31,0,0,33,0,0,37,0,0,0,0,0,0,0,0,0,0
10-14-41,0,0,33,0,0,34,0,0,0,0,0,0,0,34,0,0
10-14-51,0,0,33,0,0,34,0,0,0,0,0,0,0,34,0,0
10-15-21,0,33,37,0,0,33,0,38,0,0,0,0,0,33,0,0
10-15-31,0,0,39,0,0,0,0,0,0,0,0,0,0,33,0,0
10-15-41,0,0,33,0,0,0,0,0,0,0,0,0,0,35,0,0
10-15-51,0,0,33,0,0,44,0,0,0,33,0,0,0,0,0,0
10-16-01,0,0,34,0,0,42,0,0,0,33,0,0,0,33,0,0
10-16-11,0,33,34,33,0,36,0,0,0,33,0,0,0,33,0,0
10-16-21,0,0,0,0,0,37,0,0,0,35,0,0,0,33,0,0
10-16-31,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-16-41,0,0,0,34,0,33,0,0,0,0,0,0,0,36,0,0
10-16-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-17-01,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10-17-11,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-17-21,0,34,0,0,0,0,0,0,0,47,0,0,0,0,0,0
10-17-31,0,33,0,0,0,0,0,0,0,42,0,0,0,0,0,0
10-17-41,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
10-17-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-18-01,0,34,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-18-11,0,36,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-18-21,0,38,34,0,0,33,0,0,0,37,0,0,0,35,0,0
10-18-31,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0
10-18-41,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
10-18-51,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-19-01,0,0,0,0,0,33,0,0,33,0,0,0,0,41,0,0
10-19-11,0,0,34,0,0,0,0,0,33,0,0,0,0,35,0,0
10-19-21,0,0,35,0,0,0,0,0,33,0,0,0,0,36,0,0
10-19-31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-19-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-19-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-20-01,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-20-11,0,0,0,0,0,33,0,0,0,0,0,0,0,36,0,0
10-20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
10-20-31,0,0,36,0,0,38,0,0,0,0,0,0,0,36,0,0
10-20-41,0,0,39,0,0,0,0,0,0,0,0,0,0,36,0,0
10-20-51,0,33,0,0,0,33,0,0,0,0,0,0,0,37,0,0
10-21-01,47,0,36,0,0,0,0,0,0,37,0,0,0,0,0,0
10-21-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,0
10-21-21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-21-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-21-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-22-01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-22-11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-22-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
10-22-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-01,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-23-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-24-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-24-31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-24-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-24-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0
10-25-01,43,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0
10-25-11,0,0,0,0,0,0,0,0,0,35,0,33,0,0,33,0
10-25-21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-25-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-27-01,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-27-21,33,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
10-27-31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-27-41,0,44,0,0,0,0,0,0,0,40,0,0,0,0,0,0
10-27-51,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0
10-28-01,0,35,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-28-11,0,35,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-28-21,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
10-28-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
10-28-41,35,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0
10-28-51,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0
10-29-01,40,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10-29-11,39,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
10-29-21,40,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
10-29-31,0,0,0,0,0,0,0,38,0,0,0,0,0,0,36,0
10-29-41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-29-51,37,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
10-30-21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-30-41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-31-11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
