date,Uriah,Veylan,Sofi,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
10-36-01,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-11,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-36-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-36-31,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0
10-36-41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-36-51,0,0,35,0,0,0,32,0,0,33,0,0,0,0,32,0
10-37-01,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0
10-37-21,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
10-37-31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,32,0
10-37-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-37-51,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
10-38-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10-38-21,0,33,39,0,0,38,0,0,0,0,0,0,0,0,0,0
10-38-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-38-41,0,0,35,0,0,0,0,0,0,0,0,0,0,32,0,0
10-38-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,33,0
10-39-21,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-39-31,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-39-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-21,0,0,41,0,0,0,0,0,0,36,0,0,0,0,36,0
10-40-31,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
10-40-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0
10-41-01,0,0,39,0,0,0,0,0,0,0,0,0,0,32,0,0
10-41-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-31,0,0,33,0,0,0,0,0,0,0,0,0,0,32,0,0
10-41-41,0,34,32,0,0,0,0,0,0,0,0,0,0,32,0,0
10-41-51,32,0,43,0,0,32,0,0,0,0,0,0,0,0,0,0
10-42-01,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-42-21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-46-21,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-47-41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-48-31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-49-41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-50-31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-52-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-01,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-53-41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-53-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-54-01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-59-11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
11-01-21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
11-01-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-02-51,0,0,40,0,0,0,32,0,0,0,0,0,0,0,0,0
11-03-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-51,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-06-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-06-41,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-09-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
11-10-01,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0
11-10-11,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-21,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-31,0,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-41,0,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-51,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0
11-11-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-31,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-11-41,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-11,0,0,36,0,0,40,0,0,0,0,0,0,0,0,0,0
11-12-21,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-01,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-41,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
11-13-51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-14-51,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-15-01,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0
11-15-11,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-15-21,0,0,36,0,0,0,0,0,0,32,0,0,0,0,0,0
11-15-31,0,0,40,0,0,0,0,0,0,36,0,0,0,0,0,0
11-15-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-16-11,0,0,34,0,0,0,32,0,0,0,0,0,0,0,0,0
11-16-21,0,0,41,0,0,0,32,0,0,0,0,0,0,0,0,0
11-16-31,0,0,34,0,0,0,0,0,0,32,0,0,0,0,0,0
11-16-51,0,0,37,0,0,0,0,0,0,32,0,0,0,32,0,0
11-17-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-17-11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-17-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-17-41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-17-51,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-18-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-11,0,0,0,0,0,0,32,0,0,0,0,0,0,35,0,0
11-18-21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-51,34,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-19-01,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-19-21,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-19-31,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-19-41,37,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-19-51,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-20-01,0,0,36,0,0,0,0,0,0,0,0,0,0,32,0,0
11-20-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-20-31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-20-41,0,0,34,0,0,32,0,0,0,0,0,0,0,0,0,0
11-21-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-21-11,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0,0
11-21-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-21-51,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-22-01,0,0,35,0,0,36,0,0,0,0,0,0,0,0,0,0
11-22-31,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
11-22-41,36,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
11-22-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-23-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-23-31,0,0,39,0,0,0,34,0,0,0,0,0,0,0,0,0
11-23-41,0,0,48,0,0,0,38,0,0,0,0,0,0,0,0,0
11-23-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-01,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
11-24-11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-41,0,0,37,0,0,32,0,0,0,0,0,0,0,0,0,0
11-25-11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-25-21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
11-25-41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-25-51,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
11-26-01,0,0,43,0,0,0,32,0,0,0,0,0,0,0,0,0
11-26-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-26-41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-26-51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-27-11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
11-27-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-28-11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-28-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-28-31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-11,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-29-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-30-01,0,0,42,0,0,32,0,0,0,0,0,0,0,0,0,0
11-30-11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-31-01,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-32-01,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-32-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-32-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-33-01,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0
11-33-11,0,0,37,0,0,32,0,0,0,0,0,0,0,0,0,0
11-33-21,0,0,36,0,0,32,0,0,0,0,0,0,0,0,0,0
11-33-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-51,0,0,32,0,0,0,0,0,0,33,0,0,0,0,0,0
11-35-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-21,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-51,0,0,38,0,0,0,34,0,0,0,0,0,0,0,0,0
11-36-31,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-36-41,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-36-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-11,0,0,36,0,0,0,35,0,0,35,0,0,0,0,0,0
11-37-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-37-51,0,0,42,0,0,32,0,0,0,0,0,0,0,0,0,0
11-38-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-11,0,0,32,0,0,0,34,0,0,0,0,0,0,0,0,0
11-38-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-39-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-39-41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-39-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-40-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-01,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-41,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-41-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-43-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-44-11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-44-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-31,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-45-41,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-21,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-41,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-47-51,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32
11-49-21,0,0,49,0,0,36,0,0,0,0,0,0,0,0,0,0
11-49-31,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-41,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-01,37,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-11,0,0,40,0,0,0,0,0,0,32,0,0,0,0,0,0
11-50-21,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-41,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-50-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0
11-51-31,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-01,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
11-52-11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-52-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-53-01,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
11-53-11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-53-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-53-31,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
11-53-41,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-53-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-54-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-54-21,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0
11-54-31,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
11-54-41,0,0,44,0,0,34,0,0,0,0,0,0,0,0,0,0
11-54-51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-01,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-55-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-31,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-01,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-31,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-21,0,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-21,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-31,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
11-59-41,0,0,49,0,0,0,32,0,0,0,0,0,0,0,0,0
11-59-51,0,0,49,0,0,0,32,0,0,0,0,0,0,0,0,0
12-00-01,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-11,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-21,0,0,52,0,0,0,0,0,0,38,0,0,0,0,0,0
12-00-31,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-41,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-00-51,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-01,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-11,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-21,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-31,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
12-01-51,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-02-11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12-02-31,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-02-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12-02-51,33,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-11,0,0,40,0,0,0,38,0,0,32,0,0,0,0,0,0
12-03-21,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-03-51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-11,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-04-21,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0
12-04-41,0,0,33,0,0,0,34,0,0,0,0,0,0,0,0,0
12-04-51,0,0,0,0,0,0,35,32,0,0,0,0,0,0,0,0
12-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
12-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
12-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
12-05-41,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12-05-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-06-11,0,0,46,0,0,0,33,0,0,0,0,0,0,0,0,0
12-06-21,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-06-31,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0
12-06-41,0,0,36,0,0,0,32,0,0,0,0,0,0,0,0,0
12-06-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-01,0,0,32,0,0,0,39,0,0,0,0,0,0,0,0,0
12-07-11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-41,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-07-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-01,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-21,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-31,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-51,37,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-01,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-21,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-09-51,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-01,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-31,0,0,43,0,0,0,0,0,0,32,0,0,0,0,0,0
12-10-41,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
12-10-51,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-21,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-31,0,0,40,0,0,37,0,0,0,0,0,0,0,0,0,0
12-11-41,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-51,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-41,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-12-51,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-01,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-41,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-11,0,0,36,0,0,0,0,0,0,32,0,0,0,0,0,0
12-14-21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-21,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-31,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-41,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
12-16-01,0,0,46,0,0,0,0,0,0,32,0,0,0,0,0,0
