date,Uriah,Veylan,Sofi,Neve,Elliot,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
09-59-41,0,58,50,0,0,0,0,0,0,0,0,0,0,58,0,0
09-59-51,0,58,50,32,0,0,0,0,0,0,0,0,0,58,0,0
10-00-01,0,58,47,0,0,0,0,0,0,0,0,0,0,59,0,0
10-00-11,0,58,50,0,0,0,0,0,0,0,0,0,0,58,0,0
10-00-21,0,58,50,0,0,0,0,0,0,0,0,0,0,56,0,0
10-00-31,0,46,49,0,0,0,0,0,0,0,0,0,0,59,0,0
10-00-41,0,40,48,0,0,0,0,0,0,0,0,0,0,59,0,0
10-00-51,0,41,48,0,0,0,0,0,0,0,0,0,0,60,0,0
10-01-01,0,40,50,0,0,0,0,0,0,0,0,0,0,60,0,0
10-01-11,0,30,48,0,0,0,0,0,0,0,0,0,0,58,0,0
10-01-21,0,35,49,0,0,0,0,0,0,33,0,0,0,59,0,0
10-01-31,0,0,48,0,0,0,0,0,0,36,0,0,0,59,0,0
10-01-41,0,0,50,0,0,0,0,0,0,37,0,0,0,59,0,0
10-01-51,0,0,48,0,0,0,0,0,0,54,0,0,0,59,0,0
10-02-01,0,0,49,0,0,0,0,0,0,40,0,0,0,57,0,0
10-02-11,0,0,48,0,0,0,0,0,0,32,0,0,0,58,0,0
10-02-21,0,0,50,0,0,0,0,0,0,33,0,0,0,59,0,0
10-02-31,0,0,49,0,0,0,0,0,0,0,0,0,0,58,0,0
10-02-41,0,0,49,0,0,0,0,0,0,0,0,0,0,59,0,0
10-02-51,0,0,49,0,0,0,0,0,0,0,0,0,0,56,0,0
10-03-01,0,0,49,0,0,0,0,0,0,0,0,0,0,57,0,0
10-03-11,0,0,48,0,0,0,0,0,0,0,0,0,0,58,0,0
10-03-21,0,0,48,0,0,0,0,0,0,0,0,0,0,59,0,0
10-03-31,0,0,50,0,0,0,0,0,32,0,0,0,0,59,0,0
10-03-41,0,32,49,0,0,0,0,0,0,0,0,0,0,57,0,0
10-03-51,0,0,51,0,0,0,0,0,0,0,0,0,0,58,0,0
10-04-01,0,0,48,0,0,0,0,0,0,35,0,0,0,58,0,0
10-04-11,0,0,48,0,0,0,0,0,0,0,0,0,0,58,0,0
10-04-21,0,0,47,0,0,0,0,0,0,0,0,0,0,58,0,0
10-04-31,0,0,47,0,0,0,0,0,29,0,0,0,0,57,0,0
10-04-41,0,0,46,33,0,0,29,0,0,31,0,0,0,57,0,0
10-04-51,0,0,48,33,0,0,37,0,0,0,0,0,0,58,0,0
10-05-01,0,0,47,0,0,0,0,0,0,0,0,0,0,57,0,0
10-05-11,0,0,49,0,0,0,0,0,0,31,0,0,0,59,0,0
10-05-21,0,0,48,0,0,0,33,0,0,0,0,0,0,58,0,0
10-05-31,0,0,47,0,0,0,40,0,0,0,0,0,0,58,0,0
10-05-41,0,0,48,0,0,0,0,0,0,0,0,0,0,57,0,0
10-05-51,0,0,48,0,0,0,35,0,0,0,0,0,0,59,0,0
10-06-01,0,0,46,0,0,0,29,0,0,30,0,0,0,56,0,0
10-06-11,0,0,48,0,0,0,32,0,0,0,0,0,0,56,0,0
10-06-21,0,0,48,0,0,0,0,0,0,0,0,0,0,58,0,0
10-06-31,0,0,48,0,0,0,33,0,0,0,0,0,0,58,0,0
10-06-41,0,0,49,0,0,0,0,0,0,0,0,0,0,59,0,0
10-06-51,0,0,47,0,0,0,32,0,0,0,0,0,0,58,0,0
10-07-01,0,0,47,0,0,0,37,0,0,0,0,0,0,58,0,0
10-07-11,0,0,48,0,0,0,38,0,0,0,0,0,0,58,0,0
10-07-21,0,0,48,0,0,0,0,0,0,0,0,0,0,58,0,0
10-07-31,0,0,47,0,0,0,35,0,0,0,0,0,0,59,0,0
10-07-41,0,0,48,0,0,0,40,0,0,0,0,0,0,58,0,0
10-07-51,0,0,47,0,0,0,30,0,0,0,0,0,0,58,0,0
10-08-01,0,0,49,0,0,0,35,0,0,0,0,0,0,58,0,0
10-08-11,0,0,48,0,0,0,33,0,0,0,0,0,0,55,0,0
10-08-21,0,0,47,0,0,0,0,0,0,0,0,0,0,59,0,0
10-08-31,0,0,48,0,0,0,36,0,0,0,0,0,0,57,0,0
10-08-41,0,0,46,0,0,0,35,0,0,0,0,0,0,56,0,0
10-08-51,0,0,39,0,0,0,33,0,0,0,0,0,0,61,0,0
10-09-01,0,0,44,0,0,0,34,0,0,0,0,0,0,42,0,0
10-09-11,0,0,37,0,0,0,40,0,0,0,0,0,0,32,0,0
10-09-21,0,0,38,0,0,0,49,0,0,0,0,0,0,33,0,0
10-09-31,0,0,39,0,0,0,34,0,0,0,0,0,0,35,0,0
10-09-41,0,0,33,0,0,0,34,0,0,0,0,0,0,33,0,0
10-09-51,0,0,33,0,0,0,38,0,0,0,0,0,0,29,0,0
10-10-01,0,0,0,0,0,0,31,0,0,0,0,0,0,32,0,0
10-10-11,0,29,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-10-21,0,0,0,0,0,0,36,0,0,0,0,0,0,32,0,0
10-10-31,0,0,36,0,0,0,32,0,0,0,0,0,0,32,0,0
10-10-41,0,0,38,0,0,0,37,0,0,0,0,0,0,0,0,0
10-10-51,0,0,38,0,0,0,34,0,0,0,0,0,0,0,0,0
10-11-01,0,0,35,0,0,0,32,0,0,0,0,0,0,33,0,0
10-11-11,0,0,0,0,0,0,34,0,0,0,0,0,0,32,0,0
10-11-21,0,0,41,0,0,0,0,0,0,0,0,0,0,43,0,0
10-11-31,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
10-11-41,0,0,44,0,0,0,0,0,0,0,0,0,0,59,0,0
10-11-51,0,0,52,0,0,0,0,0,0,0,0,0,0,53,0,0
10-12-01,0,34,33,0,0,0,0,0,0,0,0,0,0,36,0,0
10-12-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-12-21,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-12-31,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
10-12-41,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
10-12-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-13-01,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
10-13-11,0,0,33,0,0,0,0,0,0,31,0,0,0,35,0,0
10-13-21,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-13-31,0,0,31,0,0,0,0,0,0,0,0,0,0,37,0,0
10-13-41,0,39,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-13-51,0,30,37,0,0,0,0,0,0,0,0,0,0,35,0,0
10-14-01,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-14-11,0,33,34,0,0,0,0,0,0,0,0,0,0,31,0,0
10-14-21,0,31,0,0,0,0,33,0,33,0,0,0,0,34,0,0
10-14-31,0,0,32,0,0,0,35,0,0,0,0,0,0,0,0,0
10-14-41,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-14-51,0,0,0,32,0,0,31,0,0,40,0,0,0,0,0,0
10-15-01,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-15-11,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0
10-15-21,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-15-31,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
10-15-41,0,0,0,0,0,0,0,0,0,37,0,0,0,33,0,0
10-15-51,0,0,35,30,0,0,41,0,0,31,0,0,0,35,0,0
10-16-01,0,54,33,0,0,0,40,0,0,0,0,0,0,32,0,0
10-16-11,0,0,30,0,0,0,37,0,0,29,0,0,0,0,0,0
10-16-21,0,0,32,0,0,0,35,0,0,0,0,0,0,33,0,0
10-16-31,0,0,40,0,0,0,34,0,0,0,0,0,0,40,0,0
10-16-41,0,0,52,0,0,0,0,0,0,0,0,0,0,44,0,0
10-16-51,0,0,52,0,0,0,0,0,0,0,0,0,0,36,0,0
10-17-01,0,32,36,0,0,0,0,0,0,0,0,0,0,42,0,0
10-17-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-17-31,0,0,30,0,0,0,0,0,0,0,0,0,0,34,0,0
10-17-41,0,0,37,0,0,0,39,0,0,0,0,0,0,35,0,0
10-17-51,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-18-01,0,0,31,0,0,0,0,0,0,0,0,0,0,35,0,0
10-18-11,0,0,31,0,0,0,0,0,0,0,0,0,0,33,0,0
10-18-21,0,0,30,0,0,0,0,0,0,0,0,0,0,32,0,0
10-18-31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-18-41,0,0,0,0,0,0,38,0,0,0,0,0,0,34,0,0
10-18-51,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-19-01,0,0,0,0,0,0,38,0,0,0,0,0,0,35,0,0
10-19-11,0,0,37,0,0,0,34,0,0,0,0,0,0,37,0,0
10-19-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-19-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-19-51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-20-01,0,0,0,0,0,0,0,0,32,0,0,0,0,29,0,0
10-20-11,0,0,0,0,0,0,0,0,32,0,0,0,0,33,0,0
10-20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-20-31,0,0,0,0,0,0,36,0,30,0,0,0,0,34,0,0
10-20-41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-20-51,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0
10-21-01,0,35,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-21-21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,36,0
10-21-31,0,35,0,0,0,0,0,0,0,32,0,0,0,0,39,0
10-21-51,0,0,33,34,0,0,0,0,0,0,0,0,0,35,0,0
10-22-01,0,0,36,0,0,0,0,0,0,0,0,0,0,41,0,0
10-22-11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
10-22-21,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
10-22-31,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-22-41,0,35,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-22-51,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
10-23-11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-23-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-26-01,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-26-11,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
10-26-31,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-26-41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
10-26-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
10-27-01,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
10-27-11,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-27-21,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-27-31,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-27-41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-27-51,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
10-28-01,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
10-28-11,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
10-28-21,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-30-11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
10-31-01,0,46,0,0,0,0,0,0,0,0,0,0,0,36,0,0
10-31-11,0,36,0,0,0,0,0,0,0,0,0,0,0,29,0,0
10-31-21,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0
10-31-31,0,0,38,0,0,0,0,0,0,34,0,0,0,0,0,0
10-31-41,0,0,34,0,0,0,0,0,0,33,0,0,0,0,0,0
10-36-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
10-36-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-36-21,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-36-31,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
10-36-41,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
10-37-01,0,0,30,0,0,0,0,0,0,0,0,0,0,35,0,0
10-37-21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,0
10-37-31,0,0,0,0,0,0,0,0,0,36,0,0,0,0,35,0
10-37-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
10-38-21,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
10-38-41,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-39-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-39-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
10-39-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-40-11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-40-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-40-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
10-41-01,0,0,31,0,0,0,0,0,0,0,0,0,0,39,34,0
10-41-51,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
10-42-11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-21,0,37,0,0,0,0,0,0,0,0,0,31,0,0,0,0
10-43-11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-44-51,0,0,0,0,0,0,0,0,0,36,0,0,0,31,0,0
10-45-01,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-45-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-45-31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-46-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-46-51,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-47-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-47-21,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-47-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
10-47-41,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,0
10-47-51,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0
10-48-01,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
10-48-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-48-21,0,0,0,0,0,0,32,0,0,31,0,0,0,0,0,0
10-48-31,0,0,0,0,0,0,33,0,0,31,0,0,0,0,0,0
10-48-41,0,0,0,0,0,0,32,0,0,30,0,0,0,0,31,0
10-49-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-49-11,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
10-49-21,0,0,0,0,0,0,32,0,0,36,0,0,0,0,0,0
10-49-31,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
10-49-41,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
10-49-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-50-01,0,0,0,0,0,0,34,0,0,39,0,0,0,0,0,0
10-50-31,0,0,0,0,0,0,33,0,0,39,0,0,0,33,0,0
10-50-41,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
10-50-51,0,0,0,0,0,0,30,0,0,45,0,0,0,31,0,0
10-51-01,0,0,0,0,0,0,33,0,0,43,0,0,0,38,0,0
10-51-11,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-51-21,0,0,0,0,0,0,31,0,0,0,0,0,0,29,0,0
10-51-31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0
10-51-41,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
10-52-01,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
10-52-11,0,0,0,0,0,0,0,0,0,43,0,0,0,0,32,0
10-52-41,0,0,0,0,0,0,0,0,0,30,0,0,0,0,32,0
10-52-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-53-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-53-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-53-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-53-51,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
10-54-01,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
10-54-11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
10-54-31,0,0,0,0,0,0,0,0,0,33,0,0,0,31,0,0
10-55-41,0,0,0,0,0,0,0,29,0,0,0,0,0,31,30,0
10-55-51,0,0,0,0,0,0,0,36,0,0,0,0,0,0,30,0
10-56-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,36,0
10-58-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
10-59-41,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-00-21,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0
11-03-41,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
11-04-31,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
11-05-11,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
11-08-41,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-08-51,0,30,0,0,0,0,0,30,0,0,0,0,0,33,0,0
11-10-01,0,0,41,0,0,0,0,0,33,0,0,0,0,0,0,0
11-10-51,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
11-11-31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-11,0,0,31,40,0,0,0,0,0,0,0,0,0,0,0,0
11-12-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-13-41,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-13-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
11-14-01,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-14-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
11-15-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,0
11-16-11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
11-16-31,0,0,0,0,0,0,29,0,0,0,0,0,0,33,0,0
11-17-01,0,0,34,0,0,0,30,0,0,0,0,0,0,32,0,0
11-17-11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-18-21,42,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-31,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
11-18-41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
11-19-31,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-20-51,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
11-21-01,30,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
11-21-11,0,0,34,29,0,0,31,0,0,0,0,0,0,0,0,0
11-22-01,0,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0
11-22-41,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
11-23-51,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
11-24-11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-41,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
11-24-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-25-01,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-25-11,0,0,32,0,0,0,0,0,0,0,0,0,38,0,0,0
11-25-21,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0
11-25-31,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
11-25-41,0,0,48,31,0,0,0,0,0,0,0,0,0,0,0,0
11-25-51,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
11-27-21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-27-51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-28-31,0,30,0,0,0,0,0,0,0,0,0,0,29,0,0,0
11-28-41,0,39,0,0,0,0,0,0,0,0,0,0,31,0,0,0
11-29-01,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-29-51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-30-41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
11-31-51,37,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
11-32-01,35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-32-21,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
11-33-51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
11-34-41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-35-41,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
11-36-21,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
11-37-01,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
11-37-31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
11-37-41,0,36,0,0,0,0,0,0,0,0,0,0,0,30,0,0
11-37-51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,0
11-38-01,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
11-38-11,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
11-39-01,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
11-39-11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-39-21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-39-31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-40-01,0,0,0,0,0,0,31,0,35,0,0,0,0,0,33,0
11-40-11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-41-01,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-41-11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
11-41-51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-42-11,0,0,0,0,0,0,31,0,0,42,0,0,0,0,0,0
11-42-31,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-42-41,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
11-42-51,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-43-11,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-43-21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-43-31,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
11-43-41,0,35,0,0,0,0,33,0,0,0,0,0,0,0,0,0
11-44-01,0,29,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-44-11,0,32,0,0,0,0,45,0,0,0,0,0,0,0,0,0
11-44-21,0,30,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-44-31,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-45-01,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
11-45-11,37,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
11-45-21,40,0,0,0,0,0,34,0,0,0,0,0,0,0,34,0
11-45-31,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-45-41,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
11-45-51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-46-01,38,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
11-46-11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
11-47-51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-48-21,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
11-48-41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-01,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-49-21,0,0,0,36,0,0,0,0,0,0,0,0,0,34,0,0
11-50-41,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
11-51-01,0,0,0,0,0,0,33,0,0,0,0,0,0,34,0,0
11-51-21,0,0,0,0,0,0,35,0,0,0,0,0,0,30,0,0
11-51-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
11-51-41,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
11-51-51,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
11-53-01,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,31
11-53-11,34,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
11-53-21,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
11-53-31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,31,0
11-53-41,0,0,0,0,0,0,38,0,0,0,0,0,36,0,0,0
11-53-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
11-54-01,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
11-54-11,0,0,37,0,0,0,0,0,0,0,0,0,31,0,0,0
11-54-21,0,0,0,32,0,0,0,0,34,0,0,0,0,0,0,0
11-54-31,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0
11-54-41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0
11-54-51,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
11-59-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
11-59-51,0,0,0,0,0,0,32,0,0,37,0,0,0,30,0,0
12-00-01,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0
12-00-21,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
12-00-31,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
12-00-41,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12-01-01,0,0,0,0,0,0,36,0,0,0,0,0,0,31,34,0
12-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
12-01-21,0,0,0,0,0,0,0,0,0,33,0,0,0,54,0,0
12-01-31,0,44,0,0,0,0,0,0,0,36,0,0,0,48,0,0
12-01-41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
12-01-51,0,0,32,0,0,0,34,0,0,0,0,0,0,41,0,0
12-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
12-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
12-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
12-02-31,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
12-02-41,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
12-02-51,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
12-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
12-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
