date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Erin,Taj,Silas,Beatrice,Willa
15-33-41,0,0,0,0,0,0,0,0,0,0,0,60,64,0,0,0
15-33-51,0,0,0,0,0,0,0,0,0,0,0,60,64,0,0,0
15-34-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-34-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-34-21,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-34-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-34-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-34-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-35-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-35-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-35-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-35-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-35-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-35-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-36-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-36-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-36-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-36-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-36-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-36-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-37-01,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-37-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-37-21,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-37-31,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-37-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-37-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-38-01,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-38-11,0,0,0,0,0,0,0,0,0,0,0,59,64,0,0,0
15-38-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-38-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-38-41,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-38-51,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-39-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-39-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-39-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-39-31,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-39-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-39-51,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-40-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-40-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-40-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-40-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-40-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-40-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-41-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-41-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-41-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-41-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-41-41,0,0,0,0,0,0,0,0,0,0,0,59,64,0,0,0
15-41-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-42-01,0,0,0,0,0,0,0,0,0,0,0,59,64,0,0,0
15-42-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-42-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-42-31,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-42-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-42-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-43-01,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-43-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-43-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-43-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-43-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-43-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-44-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-44-11,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-44-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-44-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-44-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-44-51,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-45-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-45-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-45-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-45-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-45-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-45-51,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-46-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-46-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-46-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-46-31,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-46-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-46-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-47-01,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-47-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-47-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-47-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-47-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-47-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-48-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-48-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-48-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-48-31,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-48-41,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-48-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-49-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-49-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-49-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-49-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-49-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-49-51,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-50-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-50-11,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-50-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-50-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-50-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-50-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-51-01,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-51-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-51-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-51-31,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-51-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-51-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-52-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-52-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-52-21,0,0,0,0,0,0,0,0,0,0,0,59,61,0,0,0
15-52-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-52-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-52-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-53-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-53-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-53-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-53-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-53-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-53-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-54-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-54-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-54-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-54-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-54-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-54-51,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-55-01,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-55-11,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-55-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-55-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-55-41,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-55-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-56-01,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-56-11,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-56-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-56-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-56-41,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-56-51,0,0,0,0,0,0,0,0,0,0,0,60,61,0,0,0
15-57-01,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-57-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-57-21,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-57-31,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-57-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-57-51,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-58-01,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-58-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-58-21,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-58-31,0,0,0,0,0,0,0,0,0,0,0,59,62,0,0,0
15-58-41,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-58-51,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-59-01,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-59-11,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-59-21,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
15-59-31,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0
15-59-41,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0,0
15-59-51,0,0,0,0,0,0,0,0,0,0,0,59,63,0,0,0
