date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Beatrice,Willa
15-04-01,0,49,62,58,0,0,56,0,0,37,0,0,0,0,49,0
15-05-01,0,0,64,58,0,57,54,0,55,43,0,0,0,0,52,0
15-06-01,0,49,63,54,0,53,54,0,55,36,0,0,0,0,46,0
15-07-01,0,0,62,51,0,54,54,0,56,44,0,0,0,0,0,0
15-08-01,0,48,63,55,0,52,56,0,55,41,0,0,0,0,48,0
15-09-01,37,49,64,57,0,53,54,34,55,40,0,0,0,0,47,0
15-10-01,0,49,62,55,0,52,57,31,56,45,0,0,0,0,47,0
15-11-01,0,46,62,58,0,54,55,0,55,41,0,0,0,0,46,0
15-12-01,31,49,62,57,0,0,0,0,55,41,0,0,0,0,47,0
15-13-01,0,49,60,58,0,50,54,0,56,42,0,0,0,0,47,0
15-14-01,0,49,62,60,0,54,56,34,56,42,0,0,0,0,0,0
15-15-01,37,49,62,56,0,53,55,0,50,0,0,0,0,0,49,0
15-16-01,33,48,63,58,0,52,56,0,56,38,0,0,0,0,49,0
15-17-01,0,32,62,57,0,0,56,0,56,40,0,0,0,0,48,0
15-18-01,0,44,63,58,31,53,53,32,56,0,0,0,0,0,47,0
15-19-01,32,46,63,57,0,54,56,33,55,44,0,0,0,0,0,0
15-20-01,0,47,63,58,0,55,0,0,56,40,0,0,0,0,0,0
15-21-01,0,48,62,55,0,0,58,0,54,43,0,0,0,0,45,0
15-22-01,0,49,63,58,0,51,55,31,55,42,0,0,0,0,45,0
15-23-01,0,45,62,58,0,52,55,0,56,0,0,0,0,0,46,0
15-24-01,0,50,64,56,0,52,0,36,58,42,0,0,0,0,45,0
15-25-01,0,47,64,58,0,52,51,0,55,44,0,0,0,0,44,0
15-26-01,0,40,0,57,0,51,54,0,56,47,0,0,0,0,48,0
15-27-01,0,49,63,59,0,51,52,0,56,0,0,0,0,0,47,0
15-28-01,31,50,64,58,0,51,54,0,55,44,0,0,0,0,0,0
15-29-01,0,54,63,55,0,52,54,0,56,0,0,0,0,0,0,0
15-30-01,0,50,61,55,0,50,54,0,55,44,0,0,0,0,47,0
15-31-01,0,50,63,58,0,49,54,0,55,0,0,0,0,0,47,0
15-32-01,0,50,63,60,0,52,54,0,56,43,0,0,0,0,0,0
15-33-01,0,49,61,59,0,50,53,0,56,47,0,0,0,0,48,0
15-34-01,0,50,62,58,0,51,53,0,56,50,0,0,0,0,49,0
15-35-01,0,0,62,59,0,51,53,0,56,49,0,0,0,0,0,0
15-36-01,0,47,61,59,0,0,54,31,55,49,0,0,0,0,50,0
15-37-01,0,0,63,58,0,53,53,31,51,0,0,0,0,0,0,0
15-38-01,0,49,63,55,0,0,54,31,0,49,0,0,0,0,50,0
15-39-01,0,0,62,59,31,52,51,0,57,51,0,0,0,0,51,0
15-40-01,0,0,62,58,0,52,52,31,55,0,0,0,0,0,48,0
15-41-01,0,50,61,58,0,53,51,0,56,0,0,0,0,0,49,0
15-42-01,31,49,63,60,0,50,0,0,56,42,0,0,0,0,49,0
15-43-01,0,50,62,58,0,52,53,0,56,0,0,0,0,0,45,0
15-44-01,0,49,63,59,0,52,53,0,55,0,0,0,0,0,49,0
15-45-01,0,0,62,55,31,51,55,0,56,43,0,0,0,0,48,0
15-46-01,0,45,64,58,31,52,55,0,57,0,0,0,0,0,48,0
15-47-01,0,49,63,58,0,51,56,0,56,0,0,0,0,0,45,0
15-48-01,0,49,59,54,31,0,55,0,55,0,0,0,0,0,48,0
15-49-01,0,49,63,58,0,52,56,32,54,43,0,0,0,0,52,0
15-50-01,33,49,61,58,0,52,53,0,56,0,0,0,0,0,48,0
15-51-01,0,49,62,57,0,0,55,0,56,0,0,0,0,0,48,0
15-52-01,0,0,62,57,31,52,56,0,0,0,0,0,0,0,48,0
15-53-01,0,49,61,0,31,52,54,0,56,47,0,0,0,0,47,0
15-54-01,0,47,64,58,0,51,55,0,56,46,0,0,0,0,48,0
15-55-01,0,49,62,55,0,0,57,0,58,0,0,0,0,0,0,0
15-56-01,0,0,63,58,0,52,53,0,54,0,0,0,0,0,46,0
15-57-01,0,49,62,57,0,49,55,0,54,40,0,0,0,0,48,0
15-58-01,37,49,62,58,0,52,53,0,57,0,0,0,0,0,48,0
15-59-01,31,49,63,59,0,0,55,0,57,0,0,0,0,0,47,0
