date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Willa
14-58-01,0,43,44,55,0,53,0,0,0,63,0,0,0,52,0,35
14-59-01,45,0,49,57,0,55,0,0,0,64,0,0,0,54,0,36
15-00-01,0,40,51,56,0,54,0,0,0,64,0,0,0,52,0,42
15-01-01,0,0,46,43,0,45,0,55,0,64,0,0,0,52,0,37
15-02-01,42,38,45,40,0,49,0,53,0,64,0,0,0,54,0,36
15-03-01,0,0,46,41,0,45,41,55,0,64,0,0,0,53,0,36
15-04-01,0,0,49,43,0,50,58,51,0,65,0,0,0,54,0,0
15-05-01,0,0,45,48,0,53,60,55,0,64,0,0,0,54,0,34
15-06-01,0,33,48,49,0,0,62,53,0,63,0,0,0,0,0,32
15-07-01,0,36,51,48,0,50,62,52,0,64,0,0,0,45,0,0
15-08-01,0,34,49,50,0,49,63,52,0,63,0,0,0,51,0,0
15-09-01,0,0,52,50,0,49,62,55,0,63,0,0,0,51,0,0
15-10-01,0,0,0,49,0,47,63,54,0,64,0,0,0,51,0,32
15-11-01,0,32,51,48,0,49,63,54,0,63,0,0,0,50,0,32
15-12-01,0,37,49,51,0,51,63,52,0,63,0,0,0,50,0,33
15-13-01,0,0,49,49,0,50,62,0,0,64,0,0,0,51,0,0
15-14-01,0,0,51,48,0,51,62,53,0,63,0,0,0,0,0,0
15-15-01,0,0,51,45,0,52,62,54,0,63,0,0,0,50,0,33
15-16-01,42,0,51,49,0,51,62,54,0,63,0,0,0,51,0,0
15-17-01,0,0,47,51,0,0,62,0,0,64,0,0,0,51,0,0
15-18-01,0,36,0,50,0,49,63,51,0,64,0,0,0,50,0,33
15-19-01,0,36,54,49,0,49,63,53,0,62,0,0,0,49,0,0
15-20-01,0,0,43,49,0,44,62,53,0,61,0,0,0,51,0,0
15-21-01,0,0,53,49,0,52,63,53,0,64,0,0,0,48,0,32
15-22-01,0,40,54,51,0,0,62,50,0,63,0,0,0,49,0,33
15-23-01,0,38,50,50,0,47,62,53,0,64,0,0,0,49,0,35
15-24-01,0,0,53,50,0,47,62,52,0,61,0,0,0,0,0,34
15-25-01,0,38,0,49,0,50,61,55,36,64,0,0,0,48,0,0
15-26-01,0,0,44,51,0,48,62,52,0,65,0,0,0,48,0,0
15-27-01,0,0,52,49,0,50,62,54,0,65,0,0,0,51,0,0
15-28-01,0,0,45,51,0,0,62,46,0,65,0,0,0,0,0,34
15-29-01,0,0,51,51,0,51,62,53,0,61,0,0,0,46,0,0
15-30-01,0,36,43,0,0,50,62,53,0,64,0,0,0,51,0,0
15-31-01,0,36,51,50,0,46,61,53,33,63,0,0,0,46,0,34
15-32-01,0,37,51,50,0,51,61,54,32,64,0,0,0,0,0,34
15-33-01,0,0,51,0,0,50,56,53,34,63,0,0,0,51,0,0
15-34-01,0,0,51,49,0,53,58,53,35,64,0,0,0,53,0,0
15-35-01,0,0,0,0,0,52,58,54,35,63,0,0,0,51,0,0
15-36-01,0,32,51,47,0,0,59,51,39,0,0,0,0,53,0,0
15-37-01,0,0,49,46,0,53,58,54,0,65,0,0,0,53,0,33
15-38-01,0,0,50,48,0,53,59,53,37,64,0,0,0,0,0,0
15-39-01,0,0,51,47,0,53,58,53,0,63,0,0,0,52,0,34
15-40-01,0,0,0,47,0,54,58,0,37,65,0,0,0,53,0,33
15-41-01,0,0,45,49,0,0,60,54,0,61,0,0,0,53,0,0
15-42-01,0,40,52,49,0,53,62,53,37,61,0,0,0,52,0,33
15-43-01,0,0,50,47,0,52,62,53,0,63,0,0,0,49,0,0
15-44-01,0,34,51,49,0,52,61,53,0,62,0,0,0,51,0,32
15-45-01,0,0,0,49,0,52,62,54,0,64,0,0,0,51,0,0
15-46-01,0,34,51,49,0,0,63,53,34,63,0,0,0,51,0,32
15-47-01,0,0,51,50,0,50,62,50,0,61,0,0,0,51,0,0
15-48-01,0,32,50,0,0,51,63,53,0,64,0,0,0,51,0,0
15-49-01,0,0,51,50,0,52,62,53,0,64,0,0,0,50,0,0
15-50-01,0,36,49,0,0,50,61,0,0,61,0,0,0,51,0,33
15-51-01,0,0,0,48,0,52,59,0,0,61,0,0,0,52,0,0
15-52-01,0,0,44,0,0,52,63,53,0,64,0,0,0,51,0,0
15-53-01,0,35,48,49,0,52,62,53,0,63,0,0,0,50,0,0
15-54-01,0,0,50,49,0,51,62,54,35,63,0,0,0,51,0,0
15-55-01,0,33,50,49,0,0,62,53,34,64,0,0,0,51,0,0
15-56-01,0,0,51,49,0,51,62,54,0,64,0,0,0,50,0,0
15-57-01,0,0,51,0,0,45,62,53,0,64,0,0,0,0,0,34
15-58-01,0,0,49,49,0,51,62,52,0,0,0,0,0,51,0,33
15-59-01,0,35,48,50,0,51,62,52,0,63,0,0,0,51,0,0
