date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-14-25,0,32,33,32,33,32,32,0,32,32,0
09-15-05,0,56,60,52,49,46,42,0,45,42,0
09-16-05,0,58,0,32,32,46,33,0,42,40,0
09-17-05,0,57,32,32,32,43,33,0,42,40,0
09-18-05,0,58,32,32,0,43,33,0,44,39,0
09-19-05,0,57,32,33,0,43,34,0,44,41,0
09-20-05,0,57,32,32,0,43,33,0,43,40,0
09-21-05,0,58,32,33,0,44,32,0,42,42,0
09-22-05,0,56,33,33,0,46,33,0,41,39,0
09-23-05,0,55,35,32,0,39,33,0,36,39,0
09-24-05,0,58,34,33,0,47,33,0,42,39,0
09-25-05,0,57,33,32,0,45,33,0,40,40,0
09-26-05,0,58,33,33,0,44,33,0,41,40,0
09-27-05,0,57,34,34,0,51,35,0,36,35,0
09-28-05,0,59,38,37,0,55,34,0,34,33,0
09-29-05,0,59,38,38,0,55,35,0,33,34,0
09-30-05,0,59,37,36,0,55,35,0,34,33,0
09-31-05,0,58,35,36,32,52,34,0,36,34,0
09-32-05,0,58,33,36,32,52,34,0,35,33,0
09-33-05,0,58,35,38,32,50,33,0,39,35,0
09-34-05,0,0,38,33,32,51,33,0,39,36,0
09-35-05,0,0,36,34,0,51,33,0,38,36,0
09-36-05,0,0,35,34,33,0,33,0,39,32,0
09-37-05,0,0,34,33,0,0,32,0,40,32,0
09-38-05,0,0,36,34,0,0,32,0,40,32,0
09-39-05,0,0,36,34,0,0,32,0,40,32,0
09-40-05,0,0,36,34,0,0,32,0,40,0,0
09-41-05,0,0,36,34,0,0,32,0,40,32,0
09-42-05,0,0,35,34,0,0,32,0,41,32,0
09-43-05,0,0,35,34,0,0,33,0,40,32,0
09-44-05,0,0,36,34,0,0,32,0,40,32,0
09-45-05,0,0,36,34,0,0,32,0,40,0,0
09-46-05,0,0,35,34,0,0,32,0,40,0,0
09-47-05,0,0,36,34,0,0,32,0,40,32,0
09-48-05,0,0,35,33,0,0,32,0,40,32,0
09-49-05,0,0,48,33,0,0,32,0,39,32,0
09-50-05,0,0,0,33,0,0,32,0,39,32,0
09-51-05,0,0,0,33,0,0,32,0,39,32,0
09-52-05,0,0,0,33,0,0,32,0,40,32,0
09-53-05,0,0,0,33,0,0,32,0,40,32,0
09-54-05,0,0,0,33,0,0,32,0,40,32,0
09-55-05,0,0,0,33,0,0,32,0,40,32,0
09-56-05,0,0,0,33,0,32,32,0,39,32,0
09-57-05,0,0,0,34,0,0,32,0,40,32,0
09-58-05,0,0,0,34,0,0,32,0,40,32,0
09-59-05,0,0,0,33,0,0,32,0,39,32,0
10-00-05,0,0,0,33,0,0,32,0,39,32,0
10-01-05,0,0,0,34,0,0,32,0,39,32,0
10-02-05,0,0,0,33,0,0,32,0,40,32,0
10-03-05,0,0,0,33,0,0,32,0,39,32,0
10-04-05,0,0,0,33,0,0,32,0,39,32,0
10-05-05,0,0,0,33,0,33,32,0,39,32,0
10-06-05,0,0,0,33,0,0,0,0,39,32,0
10-07-05,0,0,0,33,0,0,32,0,39,32,0
10-08-05,0,0,0,33,0,0,32,0,40,32,0
10-09-05,0,0,0,33,0,0,32,0,39,32,0
10-10-05,0,0,0,33,0,0,32,0,40,32,0
10-11-05,0,0,0,33,0,0,32,0,40,32,0
10-12-05,0,0,0,33,0,0,32,0,39,32,0
10-13-05,0,0,0,33,0,0,32,0,39,32,0
10-14-05,0,0,0,33,0,0,32,0,39,32,0
10-15-05,0,0,0,33,0,0,32,0,39,32,0
10-16-05,0,0,0,33,0,0,32,0,40,32,0
10-17-05,0,0,0,33,0,0,32,0,39,32,0
10-18-05,0,0,0,33,0,0,32,0,39,32,0
10-19-05,0,0,0,33,0,0,32,0,39,32,0
10-20-05,0,0,0,33,0,0,32,0,39,32,0
10-21-05,0,0,0,33,0,0,32,0,39,32,0
10-22-05,0,0,0,33,0,0,32,0,39,32,0
10-23-05,0,33,0,33,0,0,32,0,39,32,0
10-24-05,0,0,0,33,0,0,32,0,40,32,0
10-25-05,0,0,0,33,0,0,32,0,39,32,0
10-26-05,0,0,0,33,0,0,32,0,40,32,0
10-27-05,0,0,0,33,0,0,32,0,39,32,0
10-28-05,0,0,0,33,0,32,32,0,39,32,0
10-29-05,0,0,0,33,0,0,32,0,39,32,0
10-30-05,0,0,0,33,0,0,32,0,39,32,0
10-31-05,0,0,0,33,0,0,32,0,39,32,0
10-32-05,0,0,0,33,0,0,32,0,39,32,0
10-33-05,0,0,0,33,0,0,32,0,39,32,0
10-34-05,0,0,0,33,0,0,32,0,39,32,0
10-35-05,0,0,0,33,0,0,32,0,39,32,0
10-36-05,0,0,0,33,0,0,32,0,39,32,0
10-37-05,0,0,0,33,0,0,32,0,39,32,0
10-38-05,0,0,0,33,0,0,32,0,39,32,0
10-39-05,0,0,0,33,32,0,32,0,39,32,0
10-40-05,0,0,0,33,0,0,32,0,39,32,0
10-41-05,0,0,0,34,0,0,32,0,39,32,0
10-42-05,0,0,0,33,0,0,32,0,39,32,0
10-43-05,0,0,0,33,0,32,32,0,39,32,0
10-44-05,0,0,0,33,0,0,32,0,39,32,0
10-45-05,0,0,0,34,0,0,32,0,39,32,0
10-46-05,0,0,0,33,0,0,32,0,40,32,0
10-47-05,0,0,0,33,0,0,32,0,39,32,0
10-48-05,0,0,0,34,0,0,32,0,39,32,0
10-49-05,0,0,0,34,0,0,32,0,39,32,0
10-50-05,0,0,0,33,0,0,32,0,39,32,0
10-51-05,0,0,0,33,0,0,32,0,39,32,0
10-52-05,0,0,0,34,0,0,32,0,39,32,0
10-53-05,0,0,0,34,0,0,32,0,39,32,0
10-54-05,0,0,0,33,0,0,32,0,39,32,0
10-55-05,0,0,0,33,0,0,32,0,39,32,0
10-56-05,0,0,0,33,0,0,0,0,39,32,0
10-57-05,0,0,0,33,0,0,32,0,39,32,0
10-58-05,0,0,0,33,0,0,32,0,39,32,0
10-59-05,0,0,0,33,0,0,32,0,39,32,0
11-00-05,0,0,0,33,0,0,32,0,38,32,0
11-01-05,0,0,0,34,0,0,32,0,39,32,0
11-02-05,0,0,0,33,0,0,32,0,39,32,0
11-03-05,0,0,0,34,0,0,32,0,39,32,0
11-04-05,0,0,0,34,0,0,32,0,39,32,0
11-05-05,0,0,0,34,0,0,32,0,39,32,0
11-06-05,0,32,0,33,0,0,32,0,39,32,0
11-07-05,0,32,0,34,0,0,32,0,39,32,0
11-08-05,0,0,0,34,0,0,32,0,39,32,0
11-09-05,0,0,0,33,0,0,32,0,39,32,0
11-10-05,0,0,0,35,0,0,32,0,41,32,0
11-11-05,0,0,0,34,0,0,32,0,39,32,0
11-12-05,0,0,0,33,0,0,0,0,39,32,0
11-13-05,0,0,0,34,0,0,0,0,38,32,0
11-14-05,0,0,0,34,0,0,0,0,39,32,0
11-15-05,0,0,0,34,0,0,0,0,38,32,0
11-16-05,0,0,0,33,0,0,0,0,39,32,0
11-17-05,0,0,0,34,0,0,32,0,38,32,0
11-18-05,0,0,0,34,0,0,0,0,39,32,0
11-19-05,0,0,0,34,0,0,0,0,38,32,0
11-20-05,0,0,0,33,0,0,0,0,39,32,0
11-21-05,0,0,0,34,0,0,0,0,39,32,0
11-22-05,0,0,0,33,0,0,0,0,38,32,0
11-23-05,0,0,0,33,0,0,0,0,38,32,0
11-24-05,0,0,0,34,0,0,0,0,38,32,0
11-25-05,0,0,0,33,0,0,0,0,38,32,0
11-26-05,0,0,0,34,0,0,0,0,39,32,0
11-27-05,0,0,0,35,0,0,0,0,36,32,0
11-28-05,0,0,0,33,0,0,0,0,38,32,0
11-29-05,0,0,0,34,0,0,0,0,39,32,0
11-30-05,0,0,0,34,0,0,0,0,39,32,0
11-31-05,0,0,0,34,0,0,32,0,39,32,0
11-32-05,0,0,0,34,0,0,0,0,38,32,0
11-33-05,0,0,0,34,0,0,0,0,38,32,0
11-34-05,0,0,0,34,0,0,0,0,38,32,0
11-35-05,0,0,0,34,0,0,0,0,38,32,0
11-36-05,0,32,0,34,0,0,0,0,38,32,0
11-37-05,0,0,0,34,0,0,0,0,39,32,0
11-38-05,0,0,0,34,0,0,0,0,38,32,0
11-39-05,0,0,0,34,0,0,0,0,38,32,0
11-40-05,0,0,0,34,0,0,0,0,38,32,0
11-41-05,0,0,0,34,0,32,32,0,38,32,0
11-42-05,0,0,0,34,0,0,0,0,38,32,0
11-43-05,0,0,0,34,0,0,32,0,39,32,0
11-44-05,0,0,0,33,0,0,0,0,38,32,0
11-45-05,0,0,0,34,0,0,0,0,38,32,0
11-46-05,0,0,0,34,0,0,0,0,38,32,0
11-47-05,0,0,0,34,0,0,32,0,39,32,0
11-48-05,0,0,0,34,0,0,32,0,38,32,0
11-49-05,0,0,0,34,0,0,32,0,39,32,0
11-50-05,0,0,0,34,0,0,32,0,38,32,0
11-51-05,0,0,0,34,0,0,32,0,38,32,0
11-52-05,0,0,0,34,0,0,32,0,39,32,0
11-53-05,0,0,0,34,0,0,0,0,38,32,0
11-54-05,0,0,0,33,0,0,33,0,38,0,0
11-55-05,0,0,0,33,0,0,33,0,41,0,0
11-56-05,0,0,0,37,0,0,34,0,45,32,0
11-57-05,0,0,0,39,0,0,34,0,44,34,0
11-58-05,0,0,0,40,0,0,34,0,43,33,0
11-59-05,0,0,0,38,0,0,36,0,45,34,0
12-00-05,0,0,0,37,48,0,37,0,42,33,0
12-01-05,0,45,0,32,49,0,37,0,39,35,0
12-02-05,0,44,0,33,49,0,36,0,34,33,0
12-03-05,0,44,0,34,50,0,37,0,37,33,0
12-04-05,0,45,0,34,49,0,36,0,35,33,0
12-05-05,0,44,0,34,50,0,36,0,33,33,0
12-06-05,0,44,0,34,50,0,36,0,33,33,0
12-07-05,0,46,0,33,49,0,36,0,33,33,0
12-08-05,0,46,0,33,50,0,36,0,33,33,0
12-09-05,0,47,0,33,49,0,35,0,34,33,0
12-10-05,0,46,0,33,49,0,36,0,33,32,0
12-11-05,0,46,0,33,50,0,36,0,33,33,0
12-12-05,0,45,0,35,49,0,35,0,33,33,0
12-13-05,0,43,0,33,42,0,35,0,40,32,0
12-14-05,0,46,0,33,50,0,36,0,33,33,0
12-15-05,0,46,0,33,51,0,36,0,33,33,0
12-16-05,0,45,0,33,51,0,36,0,33,33,0
12-17-05,0,46,0,34,51,0,36,0,33,34,0
12-18-05,0,45,0,34,51,0,36,0,33,34,0
12-19-05,0,43,0,36,51,0,36,0,36,33,0
12-20-05,0,46,0,34,50,0,35,0,36,34,0
12-21-05,0,46,0,35,50,0,36,0,35,33,0
12-22-05,0,45,0,34,50,0,35,0,34,34,0
12-23-05,0,45,0,34,50,0,35,0,34,33,0
12-24-05,0,45,0,34,50,0,35,0,33,33,0
12-25-05,0,44,0,35,51,0,36,0,34,32,0
12-26-05,0,37,0,38,51,0,36,0,36,32,0
12-27-05,0,46,0,34,51,0,36,0,35,34,0
12-28-05,0,46,0,36,50,0,36,0,35,36,0
12-29-05,0,45,0,34,50,0,37,0,33,36,0
12-30-05,0,46,0,34,50,0,36,0,34,36,0
12-31-05,0,46,0,34,50,0,36,0,33,33,0
12-32-05,0,46,0,34,50,0,37,0,33,33,0
12-33-05,0,46,0,35,51,0,36,0,33,33,0
12-34-05,0,46,0,34,50,0,35,0,34,34,0
12-35-05,0,45,0,34,51,0,36,0,33,33,0
12-36-05,0,46,0,34,50,0,36,0,33,33,0
12-37-05,0,46,0,34,50,0,36,0,33,33,0
12-38-05,0,46,0,34,51,0,36,0,33,33,0
12-39-05,0,46,0,35,50,0,36,0,33,33,0
12-40-05,0,46,0,34,50,0,35,0,33,33,0
12-41-05,0,46,0,34,51,0,36,0,33,33,0
12-42-05,0,45,0,34,51,0,36,0,33,33,0
12-43-05,0,46,0,34,51,0,36,0,33,33,0
12-44-05,0,46,0,34,51,0,36,0,33,33,0
12-45-05,0,46,0,35,51,0,36,0,33,33,0
12-46-05,0,45,0,35,51,0,36,0,33,33,0
12-47-05,0,46,0,35,51,0,36,0,33,33,0
12-48-05,0,46,0,34,51,0,36,0,33,33,0
12-49-05,0,45,0,34,51,0,36,0,33,33,0
12-50-05,0,45,0,35,50,0,35,0,33,33,0
12-51-05,0,46,0,34,50,0,36,0,33,33,0
12-52-05,0,46,0,35,50,0,36,0,33,33,0
12-53-05,0,46,0,34,50,0,36,0,33,33,0
12-54-05,0,46,0,34,50,0,36,0,33,33,0
12-55-05,0,45,0,34,50,0,36,0,33,33,0
12-56-05,0,46,0,34,50,0,36,0,33,33,0
12-57-05,0,46,0,34,51,0,36,0,33,33,0
12-58-05,0,46,0,35,51,0,35,0,33,33,0
12-59-05,0,46,0,35,50,0,36,0,33,33,0
13-00-05,0,45,0,34,51,0,35,0,33,33,0
13-01-05,0,46,0,34,50,0,35,0,33,33,0
13-02-05,0,45,0,34,51,0,36,0,33,33,0
13-03-05,0,46,0,34,50,0,36,0,33,33,0
13-04-05,0,46,0,35,50,0,36,0,33,33,0
13-05-05,0,46,0,34,50,0,35,0,33,33,0
13-06-05,0,45,0,35,51,0,36,0,33,33,0
13-07-05,0,46,0,34,51,0,36,0,33,33,0
13-08-05,0,46,0,34,50,0,36,0,33,33,0
13-09-05,0,46,0,34,51,0,36,0,33,33,0
13-10-05,0,46,0,34,51,0,36,0,33,33,0
13-11-05,0,46,0,34,50,0,36,0,33,34,0
13-12-05,0,45,0,35,51,0,36,0,33,33,0
13-13-05,0,46,0,34,51,0,36,0,33,33,0
13-14-05,0,46,0,34,51,0,36,0,33,33,0
13-15-05,0,45,0,35,50,0,36,0,33,33,0
13-16-05,0,45,0,34,51,0,34,0,33,33,0
13-17-05,0,46,0,34,50,0,36,0,33,33,0
13-18-05,0,46,0,34,50,0,36,0,33,33,0
13-19-05,0,45,0,35,50,0,36,0,33,33,0
13-20-05,0,46,0,35,51,0,36,0,33,33,0
13-21-05,0,46,0,34,51,0,36,0,33,33,0
13-22-05,0,46,0,34,51,0,36,0,33,33,0
13-23-05,0,46,0,34,51,0,35,0,33,33,0
13-24-05,0,46,0,35,50,0,36,0,33,33,0
13-25-05,0,45,0,34,51,0,36,0,33,33,0
