date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,63,0,62,57,57,51,0,47,41,0
09-01-05,0,63,0,62,57,57,51,0,47,42,0
09-02-05,0,63,0,63,58,57,51,0,47,41,0
09-03-05,0,63,0,62,57,57,51,0,47,42,0
09-04-05,0,63,0,62,57,57,51,0,49,42,0
09-05-05,0,63,0,62,58,56,51,0,47,41,0
09-06-05,0,63,0,62,57,57,50,0,47,42,0
09-07-05,0,63,0,62,57,57,50,0,47,42,0
09-08-05,0,63,0,62,57,57,51,0,47,42,0
09-09-05,0,63,0,63,58,57,50,0,47,42,0
09-10-05,0,63,0,62,58,58,51,0,50,40,0
09-11-05,0,63,0,62,58,58,50,0,47,42,0
09-12-05,0,63,0,62,58,57,49,0,46,42,0
09-13-05,33,54,0,62,58,55,0,0,32,44,0
09-14-05,32,53,0,62,58,56,49,0,50,44,0
09-15-05,61,54,0,61,58,56,47,0,49,45,0
09-16-05,0,45,0,57,54,43,56,0,49,45,0
09-17-05,33,45,0,57,54,45,57,0,48,45,0
09-18-05,33,46,0,57,54,45,57,0,48,47,0
09-19-05,32,45,0,57,55,44,57,0,47,46,0
09-20-05,32,46,0,57,54,43,56,0,47,46,0
09-21-05,32,46,0,57,54,43,57,0,46,47,0
09-22-05,33,44,0,57,54,44,56,0,46,48,0
09-23-05,36,45,0,57,54,44,56,0,47,46,0
09-24-05,35,44,0,57,54,45,57,0,46,46,0
09-25-05,33,47,0,57,54,42,57,0,46,46,0
09-26-05,33,45,0,57,53,44,57,0,46,47,0
09-27-05,36,44,0,57,54,47,56,0,45,47,0
09-28-05,40,43,0,57,53,49,56,0,46,47,0
09-29-05,40,44,0,57,52,48,56,0,47,47,0
09-30-05,39,43,0,57,52,48,56,0,46,46,0
09-31-05,36,44,0,57,52,43,56,0,47,47,0
09-32-05,34,46,0,57,51,47,57,0,47,46,0
09-33-05,36,46,0,57,51,47,56,0,46,47,0
09-34-05,40,33,0,57,52,47,56,0,49,47,0
09-35-05,39,0,0,57,52,49,56,0,46,47,0
09-36-05,37,32,0,57,32,37,56,0,54,51,0
09-37-05,36,0,0,57,0,0,56,0,54,51,0
09-38-05,37,0,0,57,0,0,55,0,55,52,0
09-39-05,37,0,0,57,0,0,56,0,55,52,0
09-40-05,37,0,0,57,0,0,56,0,55,52,0
09-41-05,37,0,0,57,0,0,56,0,54,51,0
09-42-05,37,0,0,57,0,0,56,0,55,51,0
09-43-05,37,0,0,57,0,0,56,0,54,52,0
09-44-05,37,0,0,56,0,0,56,0,55,51,0
09-45-05,38,0,0,57,0,0,56,0,55,51,0
09-46-05,37,0,0,57,0,0,56,0,55,52,0
09-47-05,37,0,0,57,0,0,56,0,55,52,0
09-48-05,36,0,0,57,0,0,56,0,55,51,0
09-49-05,47,0,0,34,0,0,35,0,41,35,0
09-50-15,0,34,0,0,0,0,0,0,0,0,0
09-51-15,33,0,0,33,0,0,32,0,32,34,0
