date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
09-21-25,0,0,0,0,0,33,0,0,0,0,0
09-21-35,33,0,0,0,0,34,0,0,32,0,0
09-21-45,32,32,0,0,0,34,0,0,31,0,0
09-21-55,32,31,0,0,0,35,0,0,32,0,0
09-22-05,36,33,0,0,0,34,0,0,32,0,0
09-22-35,0,31,0,0,0,0,0,0,0,0,0
09-22-45,31,33,0,0,0,0,0,0,0,0,0
09-22-55,32,33,0,0,0,0,0,0,0,0,0
09-23-05,0,33,0,0,0,0,0,0,0,0,0
09-23-15,0,33,0,0,0,0,0,0,0,0,0
09-23-25,0,31,0,0,0,0,0,0,0,0,0
09-23-45,0,32,0,0,0,0,0,0,0,0,0
09-24-05,32,33,0,0,0,0,0,0,0,0,0
09-24-15,32,32,0,0,0,0,0,0,0,0,0
09-24-25,33,32,0,0,0,0,0,0,0,0,0
09-24-35,32,33,0,0,0,0,0,0,0,0,0
09-24-45,0,34,0,0,0,0,0,0,0,0,0
09-24-55,35,31,0,0,0,31,0,0,33,0,0
09-25-25,0,0,32,0,32,0,0,0,0,0,0
09-25-35,0,0,31,0,33,0,0,0,0,0,0
09-30-35,0,0,33,0,0,0,0,0,0,0,0
09-30-45,0,0,34,0,0,0,0,0,33,0,0
09-30-55,0,0,33,0,0,0,0,0,0,0,0
09-31-05,0,0,33,0,0,0,0,0,0,0,0
09-31-15,0,0,33,0,0,0,0,0,0,0,0
09-31-25,0,0,0,0,0,0,0,0,31,0,0
09-31-35,32,0,0,0,0,36,0,0,35,0,0
09-34-05,34,0,0,0,0,32,0,0,32,0,0
09-34-15,32,0,0,0,0,34,0,0,0,0,0
09-35-55,0,32,0,0,0,0,0,0,0,0,0
09-38-55,0,35,0,0,0,0,0,0,0,0,0
10-13-25,0,32,0,0,0,0,0,0,0,0,0
10-16-15,0,0,0,33,0,0,0,0,0,0,0
10-16-25,0,0,0,33,0,0,0,0,0,31,0
10-24-15,0,0,0,0,33,0,0,0,0,0,0
10-25-15,0,0,0,0,0,37,0,0,0,0,0
10-28-15,0,0,0,0,0,35,0,0,0,0,0
10-51-05,0,0,0,0,0,38,0,0,0,0,0
10-54-35,0,0,0,0,0,32,0,0,0,0,0
11-10-55,0,0,0,0,0,35,0,0,0,0,0
11-14-55,0,0,0,0,31,0,0,0,0,0,0
11-22-35,0,0,0,0,0,36,0,0,0,0,0
11-37-25,0,34,0,0,0,0,0,0,0,0,0
12-01-25,0,0,0,0,0,0,0,0,31,0,0
12-02-55,31,0,0,0,0,0,0,0,0,0,0
12-03-35,33,0,0,0,0,0,0,0,31,0,0
12-03-45,33,0,0,0,0,0,0,0,31,0,0
12-04-35,34,0,0,0,32,0,0,0,34,0,0
12-04-45,0,0,0,31,0,0,0,0,0,0,0
12-05-15,32,0,0,0,0,0,0,0,33,0,0
12-05-45,32,0,0,0,0,0,0,0,34,0,0
12-05-55,31,0,0,0,0,0,0,0,0,0,0
12-06-05,32,33,0,0,0,0,0,0,34,0,0
12-06-15,0,0,0,32,0,0,0,0,32,0,0
12-06-25,0,0,0,32,0,0,0,0,32,0,0
12-12-45,0,0,0,0,32,0,0,0,0,0,0
12-12-55,0,0,0,0,34,0,0,0,36,0,0
12-13-05,0,33,0,0,0,0,0,0,37,0,0
12-13-15,0,0,0,0,31,0,0,0,38,0,0
12-13-25,0,0,0,0,0,0,0,0,35,0,0
