date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,63,0,62,57,57,51,0,47,41,0
09-00-15,0,63,0,62,58,58,50,0,48,43,0
09-00-25,0,63,0,62,58,57,50,0,49,42,0
09-00-35,0,63,0,62,58,57,51,0,47,43,0
09-00-45,0,63,0,62,57,57,50,0,47,43,0
09-00-55,0,63,0,63,58,57,51,0,48,42,0
09-01-05,0,63,0,62,57,57,51,0,47,42,0
09-01-15,0,63,0,63,58,57,51,0,48,42,0
09-01-25,0,63,0,63,57,57,50,0,48,42,0
09-01-35,0,63,0,63,57,57,50,0,48,44,0
09-01-45,0,63,0,62,57,57,51,0,49,44,0
09-01-55,0,63,0,62,58,57,51,0,48,43,0
09-02-05,0,63,0,63,58,57,51,0,47,41,0
09-02-15,0,63,0,62,58,57,50,0,48,43,0
09-02-25,0,63,0,62,57,57,51,0,46,43,0
09-02-35,0,63,0,62,57,57,51,0,48,42,0
09-02-45,0,63,0,62,58,57,51,0,48,41,0
09-02-55,0,63,0,62,57,57,51,0,47,42,0
09-03-05,0,63,0,62,57,57,51,0,47,42,0
09-03-15,0,63,0,62,58,57,51,0,48,41,0
09-03-25,0,63,0,63,58,57,51,0,47,41,0
09-03-35,0,63,0,63,58,57,51,0,47,42,0
09-03-45,0,63,0,63,58,57,51,0,47,42,0
09-03-55,0,63,0,62,58,57,51,0,48,41,0
09-04-05,0,63,0,62,57,57,51,0,49,42,0
09-04-15,0,63,0,62,58,57,51,0,48,42,0
09-04-25,0,63,0,62,57,57,51,0,48,43,0
09-04-35,0,63,0,62,58,56,51,0,48,42,0
09-04-45,0,63,0,62,58,57,51,0,47,41,0
09-04-55,0,63,0,62,58,57,51,0,48,42,0
09-05-05,0,63,0,62,58,56,51,0,47,41,0
09-05-15,0,63,0,62,57,57,51,0,48,42,0
09-05-25,0,63,0,62,58,57,51,0,47,42,0
09-05-35,0,63,0,63,57,57,51,0,47,41,0
09-05-45,0,63,0,62,58,57,51,0,47,42,0
09-05-55,0,63,0,62,57,57,50,0,45,42,0
09-06-05,0,63,0,62,57,57,50,0,47,42,0
09-06-15,0,63,0,63,58,57,51,0,48,42,0
09-06-25,0,63,0,62,58,57,50,0,45,42,0
09-06-35,0,63,0,63,57,57,51,0,48,42,0
09-06-45,0,63,0,62,58,57,51,0,47,41,0
09-06-55,0,63,0,62,57,57,51,0,47,42,0
09-07-05,0,63,0,62,57,57,50,0,47,42,0
09-07-15,0,63,0,62,57,57,50,0,46,41,0
09-07-25,0,63,0,62,58,57,51,0,48,42,0
09-07-35,0,63,0,62,58,57,50,0,47,42,0
09-07-45,0,63,0,62,58,57,50,0,47,41,0
09-07-55,0,63,0,62,58,57,50,0,48,42,0
09-08-05,0,63,0,62,57,57,51,0,47,42,0
09-08-15,0,63,0,62,58,57,51,0,47,43,0
09-08-25,0,63,0,63,58,57,50,0,47,42,0
09-08-35,0,63,0,62,58,57,50,0,47,43,0
09-08-45,0,63,0,62,57,57,51,0,47,42,0
09-08-55,0,63,0,62,57,58,51,0,47,42,0
09-09-05,0,63,0,63,58,57,50,0,47,42,0
09-09-15,0,63,0,63,57,57,51,0,48,42,0
09-09-25,0,63,0,62,58,57,51,0,48,43,0
09-09-35,0,63,0,62,57,58,50,0,47,42,0
09-09-45,0,63,0,62,57,57,49,0,47,42,0
09-09-55,0,63,0,63,57,57,50,0,47,43,0
09-10-05,0,63,0,62,58,58,51,0,50,40,0
09-10-15,0,63,0,62,58,58,49,0,46,41,0
09-10-25,0,63,0,62,58,57,50,0,48,43,0
09-10-35,0,63,0,63,58,57,50,0,47,43,0
