date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Silas,Beatrice,Willa
09-07-25,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-07-35,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-07-45,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-07-55,0,0,33,38,35,38,57,32,0,0,0,0,0,33,46,0
09-08-05,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-08-15,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-08-25,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-08-35,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-08-45,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-08-55,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-09-05,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-09-15,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-09-25,0,0,35,39,35,37,57,32,0,0,0,0,0,33,46,0
09-09-35,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-09-45,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-09-55,0,0,34,38,35,38,57,32,0,0,0,0,0,32,46,0
09-10-05,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-10-15,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-10-25,0,0,35,38,35,38,57,32,0,0,0,0,0,32,46,0
09-10-35,0,0,35,38,35,38,57,32,0,0,0,0,0,33,46,0
09-10-45,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-10-55,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-11-05,0,0,35,38,35,38,57,32,0,0,0,0,0,33,46,0
09-11-15,0,0,34,38,36,38,57,32,0,0,0,0,0,33,47,0
09-11-25,0,0,34,38,35,37,57,32,0,0,0,0,0,33,47,0
09-11-35,0,0,35,38,35,38,57,32,0,0,0,0,0,33,46,0
09-11-45,0,0,35,38,35,38,57,32,0,0,0,0,0,33,46,0
09-11-55,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-12-05,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-12-15,0,0,34,38,35,37,57,32,0,0,0,0,0,33,46,0
09-12-25,0,0,35,38,35,37,57,32,0,0,0,0,0,33,46,0
09-12-35,0,0,35,38,35,38,57,32,0,0,0,0,0,33,46,0
09-12-45,0,0,35,38,35,37,57,32,0,0,0,0,0,32,46,0
09-12-55,0,0,34,38,35,38,57,32,0,0,0,0,0,33,46,0
09-13-05,0,0,35,38,35,37,57,32,0,0,0,0,0,34,46,0
09-13-15,0,0,35,38,0,38,57,32,0,0,0,0,0,34,46,0
09-13-25,0,0,34,38,0,37,57,32,0,0,0,0,0,34,46,0
09-13-35,0,0,34,38,0,38,57,32,0,0,0,0,0,33,46,0
09-13-45,0,0,34,38,0,37,57,32,0,0,0,0,0,33,46,0
09-13-55,0,0,35,38,0,38,57,32,0,0,0,0,0,33,46,0
09-14-05,0,0,35,38,0,37,57,32,0,0,0,0,0,33,46,0
09-14-15,0,0,34,38,0,38,57,32,0,0,0,0,0,33,46,0
09-14-25,0,0,34,38,0,38,57,32,0,0,0,0,0,34,46,0
09-14-35,0,0,35,38,0,38,57,32,0,0,0,0,0,33,46,0
09-14-45,0,0,34,38,0,37,57,32,0,0,0,0,0,33,46,0
09-14-55,0,0,35,38,0,38,57,32,0,0,0,0,0,34,46,0
09-15-05,0,0,34,38,0,38,57,32,0,0,0,0,0,34,46,0
09-15-15,0,0,35,38,0,37,57,32,0,0,0,0,0,34,46,0
09-15-25,0,0,35,38,0,38,57,31,0,0,0,0,0,34,46,0
09-15-35,0,0,34,38,0,37,57,32,0,0,0,0,0,34,46,0
09-15-45,0,0,35,38,0,37,57,32,0,0,0,0,0,33,46,0
09-15-55,0,0,34,38,0,38,57,32,0,0,0,0,0,33,46,0
09-16-05,0,0,34,39,0,38,57,32,0,0,0,0,0,33,46,0
09-16-15,0,0,34,38,0,38,57,32,0,0,0,0,0,33,46,0
09-16-25,0,0,35,38,0,38,57,32,0,0,0,0,0,33,46,0
09-16-35,0,0,34,38,0,39,57,32,0,0,0,0,0,33,46,0
09-16-45,0,0,35,38,0,38,57,32,0,0,0,0,0,33,46,0
09-16-55,0,0,34,38,0,38,57,32,0,0,0,0,0,32,46,0
09-17-05,0,0,34,38,0,37,57,32,0,0,0,0,0,32,46,0
09-17-15,0,0,35,38,0,38,57,32,0,0,0,0,0,33,46,0
09-17-25,0,0,37,40,31,39,57,31,0,0,0,0,0,33,47,0
09-17-35,0,0,35,38,31,37,57,32,0,0,0,0,0,34,46,0
09-17-45,0,0,37,40,33,38,57,32,0,0,0,0,0,33,45,0
09-17-55,0,0,36,38,32,39,57,32,0,0,0,0,0,34,46,0
09-18-05,0,0,35,38,0,39,57,32,0,0,0,0,0,34,46,0
09-18-15,0,0,34,37,0,38,57,32,0,0,0,0,0,34,46,0
09-18-25,0,0,34,39,0,37,57,32,0,0,0,0,0,34,46,0
09-18-35,0,0,35,38,0,37,57,32,0,0,0,0,0,34,46,0
09-18-45,0,0,35,39,0,38,57,32,0,0,0,0,0,34,46,0
09-18-55,0,0,34,38,0,36,58,32,0,0,0,0,0,34,46,0
09-19-05,0,0,35,38,0,38,57,32,0,0,0,0,0,34,46,0
09-19-15,0,0,37,38,0,38,52,32,0,0,0,0,0,34,44,0
09-19-25,0,0,0,0,0,33,32,0,0,0,0,0,0,0,31,0
09-19-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
09-19-55,0,0,34,32,0,32,39,0,0,0,0,0,0,34,33,0
09-20-05,0,0,38,32,0,31,43,31,0,0,0,0,0,0,31,0
09-20-15,0,0,37,32,0,31,39,0,0,0,0,0,0,0,33,0
09-20-25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
09-21-15,0,0,0,0,0,32,31,0,0,0,0,0,0,0,0,0
09-21-25,0,0,32,0,0,0,33,0,0,0,0,0,0,0,33,0
09-21-35,0,0,32,0,0,0,32,0,0,0,0,0,0,0,32,0
09-21-45,0,0,0,0,0,33,0,0,0,0,0,0,0,32,0,0
09-21-55,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0
09-22-05,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
09-22-15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
09-22-25,0,0,0,0,0,32,0,0,0,0,0,0,0,32,33,0
09-22-35,0,0,0,0,0,34,0,0,0,0,0,0,0,33,31,0
09-22-45,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0
09-22-55,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0
09-23-05,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0,0
09-23-15,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0
09-23-25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
09-23-35,0,0,0,0,0,32,31,0,0,0,0,0,0,32,0,0
09-23-55,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0
09-24-45,0,0,33,0,0,32,32,0,0,0,0,0,0,0,0,0
09-25-05,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0
09-25-15,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0
09-25-25,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
09-26-25,0,0,32,0,0,0,33,0,0,0,0,0,0,0,0,0
09-27-05,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
09-27-15,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
09-27-25,0,0,35,0,0,32,34,0,0,0,0,0,0,0,32,0
09-27-35,0,0,32,0,0,0,37,0,0,0,0,0,0,0,33,0
09-27-45,0,0,33,0,0,32,32,0,0,0,0,0,0,0,0,0
09-27-55,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
09-28-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
09-28-25,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0
09-28-35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0
09-28-45,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,0
09-28-55,0,0,33,0,0,35,0,0,0,0,0,0,0,0,34,0
09-29-15,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
09-29-35,0,0,32,0,0,31,0,31,0,0,0,0,0,0,0,0
09-29-55,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
09-30-25,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
09-33-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-33-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-34-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
09-34-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-42-25,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
09-44-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
09-44-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
09-45-55,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
09-46-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
09-46-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
09-54-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
09-54-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
09-57-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
09-58-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-00-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-00-35,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-00-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-01-15,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-11-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-11-55,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-12-05,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
10-12-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-12-25,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-12-35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-12-45,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
10-12-55,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
10-13-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-13-25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-13-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-13-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-13-55,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0
10-14-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-14-45,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
10-15-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-15-25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-15-35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-15-45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-15-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-16-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-16-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-16-25,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
10-17-25,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-17-35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
10-17-45,0,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0
10-17-55,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-18-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-18-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
10-18-25,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-18-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-18-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-18-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-19-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-19-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-19-25,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
10-19-55,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-20-45,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
10-20-55,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-21-15,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
10-21-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-26-15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-26-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-26-35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10-26-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-36-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
10-39-45,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-40-25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-41-25,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-41-45,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
10-42-35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-42-45,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-42-55,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-43-05,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
10-43-15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
10-45-05,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,33,0
10-49-35,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
10-49-45,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
10-49-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-51-05,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
10-51-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-53-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
10-54-35,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
10-54-55,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
10-59-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-59-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
10-59-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-00-15,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
11-00-25,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-01-35,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0
11-02-05,32,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-02-45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-03-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-04-15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-25,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-08-55,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-09-05,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-11-45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-16-25,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
11-17-55,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
11-39-35,0,0,32,0,0,35,0,0,0,0,0,0,0,0,51,0
11-40-35,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-46-15,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
11-49-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-50-15,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
11-51-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
11-51-45,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-52-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-54-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-57-25,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-57-35,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
11-58-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
11-58-25,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
11-58-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-59-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-59-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-59-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
11-59-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
11-59-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-00-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-00-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-00-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-01-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,31,0
12-02-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-02-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-02-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
12-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
12-03-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-03-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-10-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12-12-55,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-13-25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-16-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
12-16-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-16-35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,31,0
12-16-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-16-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-19-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-20-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-25-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-26-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-26-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-26-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-26-55,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-27-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-27-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
12-27-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-27-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
12-27-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12-28-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-28-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
12-28-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-29-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,31,0
12-29-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-32-45,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
12-33-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
12-33-35,0,0,0,0,0,41,0,0,0,0,0,0,0,0,31,0
12-34-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
12-34-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
12-34-55,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-35-05,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-35-15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-35-25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
12-35-45,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-35-55,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-36-05,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
12-36-15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
12-36-25,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
12-36-35,0,0,43,33,0,0,0,0,0,0,0,0,0,0,0,0
12-36-45,0,0,43,31,0,0,0,0,0,0,0,0,0,0,34,0
12-36-55,0,0,43,0,0,0,0,0,0,0,0,0,0,0,31,0
12-37-05,0,0,43,32,0,0,0,0,0,0,0,0,0,0,0,0
12-37-15,0,0,43,0,0,0,0,0,0,0,0,0,0,0,32,0
12-37-25,0,0,42,31,0,0,0,0,0,0,0,0,0,0,0,0
12-37-35,0,0,42,32,0,0,0,0,0,0,0,0,0,0,32,0
12-37-45,0,0,44,31,0,0,0,0,0,0,0,0,0,0,50,0
12-37-55,0,0,44,0,0,0,0,0,0,0,0,0,0,0,50,0
12-38-05,0,0,44,0,0,0,0,0,0,0,0,0,0,0,50,0
12-38-15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50,0
12-38-25,0,0,45,0,0,0,0,0,0,0,0,0,0,0,51,0
12-38-35,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50,0
12-38-45,0,0,45,0,0,40,0,0,0,0,0,0,0,0,50,0
12-38-55,0,0,45,0,0,0,0,0,0,0,0,0,0,0,51,0
12-39-05,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50,0
12-39-15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50,0
12-39-25,0,0,44,0,0,0,0,0,0,0,0,0,0,0,50,0
12-39-35,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50,0
12-39-45,0,0,44,0,0,0,0,0,0,0,0,0,0,0,50,0
12-39-55,0,0,40,0,0,38,0,0,0,0,0,0,0,0,53,0
12-40-05,0,0,40,0,0,0,0,0,0,0,0,0,0,0,52,0
12-40-15,0,0,43,0,0,0,0,0,0,0,0,0,0,0,50,0
12-40-25,0,0,41,0,0,36,0,0,0,0,0,0,0,0,53,0
12-40-35,0,0,41,0,0,33,0,0,0,0,0,0,0,0,52,0
12-40-45,0,0,44,0,0,32,0,0,0,0,0,0,0,0,50,0
12-40-55,0,0,45,0,0,32,0,0,0,0,0,0,0,0,51,0
12-41-05,0,0,44,0,0,32,0,0,0,0,0,0,0,0,51,0
12-41-15,0,0,44,0,0,32,0,0,0,0,0,0,0,0,51,0
12-41-25,0,0,44,0,0,32,0,0,0,0,0,0,0,0,51,0
12-41-35,0,0,45,0,0,32,0,0,0,0,0,0,0,0,51,0
12-41-45,0,0,45,0,0,32,0,0,0,0,0,0,0,0,51,0
