date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Beatrice,Willa
10-36-05,0,0,0,0,0,0,40,0,0,0,0,0,0,0,31,0
10-37-05,0,0,32,31,0,0,36,0,0,0,0,0,0,0,0,0
10-38-05,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
10-39-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-40-05,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
10-41-05,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
10-42-05,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-43-05,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
10-44-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
10-45-05,0,0,32,0,0,32,0,0,0,0,0,0,0,0,32,0
10-46-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-47-35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10-48-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-49-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,32,0
10-50-05,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0
10-51-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
10-52-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
10-53-05,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
10-54-05,0,0,0,0,0,31,34,0,0,0,0,0,0,0,0,0
10-55-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,32,0
10-56-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
10-57-05,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
10-58-05,0,0,0,0,0,34,37,0,0,0,0,0,0,0,0,0
10-59-05,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
11-00-05,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0
11-01-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,35,0
11-02-05,0,0,0,0,0,0,33,0,0,0,0,0,0,0,31,0
11-03-15,0,0,31,0,0,36,0,0,0,0,0,0,0,0,0,0
11-04-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
11-05-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-06-05,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
11-07-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
11-11-05,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
11-12-55,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-13-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-14-05,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0
11-15-05,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0
11-16-05,0,0,34,0,0,32,0,0,0,0,0,0,0,0,0,0
11-17-05,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
11-18-05,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0
11-19-05,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
11-20-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
11-21-35,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-22-05,0,0,46,0,0,0,0,0,0,0,0,0,0,0,35,0
11-23-05,0,0,42,0,0,33,0,0,0,0,0,0,0,0,35,0
11-24-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,35,0
11-25-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
11-26-05,0,0,35,0,0,0,0,0,0,0,31,0,0,0,40,0
11-27-05,0,0,34,0,0,31,0,33,0,0,0,0,0,0,32,0
11-28-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-29-05,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
11-30-25,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0
11-31-15,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-32-25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-33-05,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-35-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-36-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11-37-05,0,0,0,0,0,33,0,0,0,0,0,0,0,0,32,0
11-38-05,0,0,34,31,0,0,0,0,0,0,0,0,0,0,0,0
11-39-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0
11-40-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-41-35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-42-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-45-55,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
11-46-45,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-48-55,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
11-49-45,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-51-05,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
11-52-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-53-05,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
11-54-15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,32,0
11-55-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
11-56-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11-57-25,0,0,31,0,0,31,0,0,0,0,0,0,0,0,32,0
11-58-25,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
11-59-15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-00-25,0,0,0,0,0,32,0,0,0,0,31,0,0,0,0,0
12-01-05,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
12-02-05,0,0,31,34,0,0,0,0,0,0,0,0,0,0,0,0
12-04-15,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
12-05-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-06-25,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-08-25,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
12-09-35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-14-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-15-35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-16-45,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
12-17-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-18-55,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-19-35,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-20-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-21-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-23-55,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-25-05,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-26-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-27-25,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-28-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-29-05,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-30-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-31-15,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-32-35,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-33-15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12-34-45,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
12-35-15,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
12-36-05,0,0,42,0,0,0,0,0,0,0,31,0,0,0,0,0
12-37-05,0,0,44,44,0,0,0,0,0,0,0,0,0,0,31,0
12-38-05,0,0,46,45,0,0,0,0,0,0,0,0,0,0,32,0
12-39-05,32,0,46,39,0,0,0,0,0,0,0,0,0,0,36,0
12-40-05,33,0,47,40,0,33,0,0,0,0,0,0,0,0,35,0
12-41-05,33,0,46,40,0,48,0,0,0,0,0,0,0,0,32,0
12-42-05,33,0,47,39,0,49,0,35,0,0,31,0,0,0,33,0
12-43-05,33,0,46,39,0,48,0,0,0,0,0,0,0,0,32,0
12-44-05,0,0,46,40,0,48,0,0,0,0,0,0,0,0,33,0
12-45-05,0,0,46,40,0,48,0,0,0,0,31,0,0,0,32,0
12-46-05,0,0,45,40,0,48,0,0,0,0,0,0,0,0,32,0
12-47-05,0,0,45,40,0,48,0,0,0,0,0,0,0,0,32,0
12-48-05,31,0,45,40,0,48,0,0,0,0,0,0,0,0,32,0
12-49-05,32,0,46,42,0,48,0,0,0,0,31,0,0,0,33,0
12-50-05,0,0,50,43,0,44,0,0,0,0,0,0,0,0,37,0
12-51-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,32,0
12-52-05,0,0,47,41,0,48,0,0,0,0,0,0,0,0,32,0
12-53-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,32,0
12-54-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
12-55-05,0,0,49,41,0,48,0,0,0,0,0,0,0,0,32,0
12-56-05,0,0,47,41,0,48,0,0,0,0,0,0,0,0,32,0
12-57-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
12-58-05,0,0,48,40,0,48,0,0,0,0,0,0,0,0,32,0
12-59-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,32,0
13-00-05,0,0,49,40,0,48,0,0,0,0,0,0,0,0,32,0
13-01-05,0,0,48,41,0,47,0,0,0,0,0,0,0,0,32,0
13-02-05,0,0,48,41,0,48,0,0,0,0,31,0,0,0,31,0
13-03-05,0,0,48,40,0,48,0,0,0,0,0,0,0,0,32,0
13-04-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,32,0
13-05-05,0,0,49,40,0,48,0,0,0,0,0,0,0,0,32,0
13-06-05,0,0,49,41,0,48,0,0,0,0,0,0,0,0,31,0
13-07-05,0,0,48,40,0,48,0,0,0,0,0,0,0,0,32,0
13-08-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,32,0
13-09-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
13-10-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
13-11-05,0,0,49,40,0,48,0,0,0,0,0,0,0,0,32,0
13-12-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
13-13-05,0,0,49,40,0,48,0,0,0,0,0,0,0,0,32,0
13-14-05,0,0,48,41,0,48,0,0,0,0,0,0,0,0,31,0
13-15-05,31,0,49,40,0,49,0,0,0,0,0,0,0,0,36,0
13-16-05,34,0,50,34,0,45,0,0,0,0,0,0,0,0,33,0
13-17-05,33,0,48,41,0,47,0,0,0,0,0,0,0,0,32,0
13-18-05,34,0,53,37,0,39,0,0,0,0,31,0,0,0,37,0
13-19-05,35,0,35,32,0,0,0,31,0,0,0,0,0,0,35,0
13-20-05,35,0,0,0,0,32,0,0,0,0,0,0,0,0,36,0
13-21-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
13-22-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-23-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-24-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-25-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-26-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-27-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-28-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-29-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-30-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-31-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-32-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-33-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-34-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-35-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-36-05,35,0,0,0,0,31,0,0,0,0,0,0,0,0,37,0
13-37-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-38-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-39-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-40-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-41-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-42-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
13-43-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-44-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,37,0
13-45-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-46-05,35,0,31,0,0,31,0,0,0,0,0,0,0,0,37,0
13-47-05,35,0,0,0,0,0,0,0,0,0,0,0,31,0,37,0
13-48-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
13-49-05,35,0,0,0,0,31,0,0,0,0,0,0,0,0,38,0
13-50-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
13-51-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
13-52-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,37,0
13-53-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,38,0
13-54-05,35,0,34,0,0,0,0,0,0,0,0,0,0,0,38,0
13-55-05,35,0,34,0,0,32,0,0,0,0,0,0,0,0,37,0
13-56-05,35,0,31,0,0,0,0,0,0,0,0,0,0,0,38,0
13-57-05,35,0,31,0,0,0,0,0,0,0,0,0,0,0,38,0
13-58-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,38,0
13-59-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,37,0
14-00-05,35,0,35,0,0,0,0,0,0,0,0,0,0,0,37,0
14-01-05,35,0,35,0,0,0,0,0,0,0,0,0,0,0,37,0
14-02-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0
14-03-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-04-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-05-05,35,0,34,0,0,0,0,0,0,0,0,0,0,0,38,0
14-06-05,35,0,40,0,0,0,0,0,0,0,0,0,0,0,37,0
14-07-05,35,0,36,0,0,0,0,0,0,0,0,0,0,0,37,0
14-08-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-09-05,35,0,33,31,0,0,0,0,0,0,0,0,0,0,37,0
14-10-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-11-05,35,0,34,0,0,0,0,0,0,0,0,0,0,0,37,0
14-12-05,35,0,34,0,0,0,0,0,0,0,0,0,0,0,37,0
14-13-05,35,0,32,0,0,0,0,0,0,0,0,0,0,0,37,0
14-14-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-15-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-16-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
14-17-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-18-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-19-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-20-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-21-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-22-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-23-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
14-24-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-25-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-26-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-27-05,35,0,0,0,0,0,0,33,0,0,0,0,0,0,38,0
14-28-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-29-05,35,0,31,0,0,0,0,0,0,0,0,0,0,0,37,0
14-30-05,35,0,33,33,0,0,0,31,0,0,0,0,0,0,35,0
14-31-05,35,0,33,37,0,0,0,0,0,0,0,0,0,0,37,0
14-32-05,35,0,40,0,0,0,0,0,0,0,0,0,0,0,37,0
14-33-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-34-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-35-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-36-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-37-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-38-05,35,0,0,0,0,0,0,31,0,0,0,0,0,0,37,0
14-39-05,36,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-40-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
14-41-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-42-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-43-05,35,0,0,0,0,0,0,31,0,0,0,0,0,0,37,0
14-44-05,35,0,32,0,0,0,0,31,0,0,0,0,0,0,37,0
14-45-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
14-46-05,35,0,0,0,0,0,0,31,0,0,0,0,0,0,37,0
14-47-05,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
14-48-05,35,0,32,0,0,0,0,31,0,0,0,0,0,0,36,0
14-49-05,35,0,51,0,0,31,0,31,0,0,0,0,0,0,36,0
14-50-05,34,0,53,0,0,0,0,0,0,0,0,0,0,0,35,0
14-51-05,34,0,52,0,0,0,0,0,0,0,0,0,0,0,35,0
14-52-05,34,0,51,0,0,0,0,0,0,0,0,0,0,0,35,0
14-53-05,34,0,53,36,0,0,0,31,0,0,0,0,0,0,35,0
14-54-05,34,0,52,37,0,0,0,31,0,0,0,0,0,0,34,0
14-55-05,34,0,52,37,0,46,0,31,0,0,0,0,0,0,34,0
14-56-05,34,0,53,38,0,46,0,31,0,0,0,0,0,0,34,0
14-57-05,34,0,53,37,0,47,0,31,0,0,0,0,31,0,40,0
14-58-05,34,0,53,38,0,48,0,31,0,0,0,0,34,0,42,0
14-59-05,34,0,53,37,0,48,0,31,0,0,0,0,34,0,42,0
15-00-05,34,0,53,38,0,47,0,32,0,0,0,0,34,0,42,0
15-01-05,34,0,52,38,0,48,0,32,0,0,0,0,34,0,42,0
15-02-05,34,0,53,38,0,48,0,32,0,0,0,0,34,0,42,0
15-03-05,34,0,52,38,0,48,0,32,0,0,0,0,34,0,42,0
15-04-05,35,0,53,38,0,48,0,32,0,0,0,0,34,0,40,0
15-05-05,35,0,53,38,0,47,0,32,0,0,0,0,34,0,41,0
15-06-05,35,0,53,38,0,48,0,32,0,0,0,0,34,0,40,0
15-07-05,35,0,52,37,0,48,0,32,0,0,0,0,34,0,41,0
15-08-05,35,0,52,38,0,48,0,32,0,0,0,0,35,0,39,0
15-09-05,35,0,53,38,0,48,0,32,0,0,0,0,33,0,42,0
15-10-05,35,0,52,38,0,49,0,32,0,0,0,0,34,0,39,0
15-11-05,34,0,54,38,0,49,0,31,0,0,0,0,34,0,39,0
15-12-05,0,0,53,34,0,47,0,32,0,0,0,0,34,0,40,0
15-13-05,0,0,53,35,0,47,0,31,0,0,0,0,33,0,38,0
15-14-05,0,0,53,35,0,48,0,31,0,0,0,0,34,0,37,0
15-15-05,0,0,53,36,0,48,0,31,0,0,0,0,34,0,36,0
15-16-05,0,0,53,37,0,49,0,31,0,0,0,0,33,0,37,0
