date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
10-31-05,0,35,45,0,32,36,0,43,34,0,43
10-32-05,0,33,32,0,32,33,43,0,0,0,32
10-33-05,32,0,35,35,33,32,41,32,45,32,32
10-34-05,33,0,35,35,33,49,32,0,43,0,32
10-35-05,32,33,33,37,33,46,33,0,37,0,33
10-36-05,0,39,34,37,40,33,45,32,44,58,34
10-37-05,0,35,32,32,40,35,42,0,45,33,33
10-38-05,0,32,35,44,39,39,34,0,46,0,32
10-39-05,0,0,0,39,38,32,0,0,37,0,0
10-40-05,0,0,32,36,35,32,0,0,35,0,0
10-41-05,0,35,38,36,41,39,0,0,39,33,0
10-42-05,32,38,40,0,49,40,32,0,0,0,34
10-43-05,0,44,37,0,52,49,0,0,36,0,32
10-44-05,0,33,33,38,38,34,35,0,39,0,32
10-45-05,0,0,33,41,34,35,35,0,43,0,0
10-46-05,0,0,0,38,0,39,32,32,47,0,0
10-47-05,0,0,34,32,47,0,34,0,43,0,0
10-48-05,0,0,35,33,38,36,0,32,54,0,0
10-49-05,0,32,35,36,52,34,0,0,54,0,32
10-50-05,0,41,32,0,35,0,0,0,48,0,32
10-51-05,0,34,46,32,37,0,0,34,33,0,38
10-52-05,0,41,36,33,32,33,35,0,33,32,0
10-53-05,0,0,0,0,0,39,33,32,0,34,0
10-54-05,0,35,0,0,0,35,38,0,0,0,0
10-55-05,0,33,0,0,0,35,49,0,33,0,32
10-56-05,0,0,0,0,0,36,49,0,32,35,0
10-57-05,0,34,32,0,33,34,57,0,32,32,0
10-58-05,0,0,32,0,33,32,46,0,32,0,0
10-59-05,0,35,33,0,0,64,34,0,45,0,0
11-00-05,0,42,36,39,0,0,32,0,43,34,0
11-01-05,0,35,37,32,35,0,41,34,43,38,0
11-02-05,0,33,39,0,32,38,0,0,42,0,0
11-03-05,0,0,41,36,32,0,0,0,36,0,0
11-04-05,0,32,34,0,34,47,40,34,33,32,0
11-05-05,0,0,32,0,0,37,33,0,0,33,0
11-06-05,0,35,33,33,32,0,44,0,44,0,0
11-07-05,0,0,32,0,0,0,0,0,45,0,32
11-08-05,0,35,38,0,0,32,0,0,43,0,0
11-09-05,0,34,33,32,0,0,33,0,45,0,32
11-10-05,0,0,32,35,36,32,40,32,45,35,0
11-11-05,0,0,37,38,34,32,38,32,36,36,0
11-12-05,34,0,39,0,41,32,46,38,36,40,0
11-13-05,0,33,41,32,34,0,37,37,34,33,0
11-14-05,0,0,33,33,32,0,0,0,37,36,34
11-15-05,0,35,46,38,34,0,40,33,34,32,0
11-16-05,0,41,47,0,32,0,37,0,33,0,0
11-17-05,0,35,34,0,0,33,38,0,36,35,0
11-18-05,0,35,0,32,0,46,32,0,34,0,32
11-19-05,0,0,0,33,0,0,0,0,0,0,34
11-20-05,0,0,33,0,33,0,0,0,34,0,0
11-21-05,0,0,56,0,46,33,34,32,33,33,0
11-22-05,0,0,35,0,53,33,38,34,0,34,33
11-23-05,0,0,34,0,56,0,39,40,33,32,0
11-24-05,0,0,52,0,41,32,32,40,32,33,0
11-25-05,0,0,38,0,51,37,0,45,0,33,0
11-26-05,0,0,34,0,52,33,41,0,0,32,0
11-27-05,0,40,32,32,33,33,33,0,33,32,35
11-28-05,0,32,0,0,0,32,0,0,33,0,0
11-29-05,0,32,36,33,32,35,36,36,43,35,36
11-30-05,0,35,34,0,40,52,36,32,34,38,33
11-31-05,0,0,0,0,0,0,32,0,0,0,0
11-32-05,0,0,0,32,0,0,32,0,36,0,0
11-33-05,36,38,34,0,35,52,53,34,33,54,36
11-34-05,0,33,40,0,0,36,33,0,0,0,33
11-35-05,0,33,40,0,0,41,32,0,32,0,33
11-36-05,0,32,41,40,0,37,34,0,32,0,40
11-37-05,0,33,39,38,0,37,32,0,0,0,39
11-38-05,0,32,41,37,0,40,0,0,0,0,40
11-39-05,0,32,39,36,32,41,34,0,0,0,39
11-40-05,0,0,39,35,32,41,37,0,0,0,37
11-41-05,0,33,40,40,32,39,0,0,0,0,37
11-42-05,0,35,36,37,32,36,33,0,36,0,34
11-43-05,32,41,34,0,35,35,41,0,35,35,33
11-44-05,0,33,34,42,0,33,0,0,36,0,32
11-45-05,0,0,0,49,0,34,0,0,0,0,34
11-46-05,0,0,0,0,0,32,0,0,0,0,35
11-47-05,0,55,0,0,0,33,0,0,0,0,32
11-48-05,32,0,0,33,0,32,0,0,48,0,0
11-49-05,0,32,0,0,0,0,0,0,0,0,0
11-50-05,0,0,0,0,0,55,0,0,0,0,0
11-51-05,33,50,36,34,39,35,38,0,36,0,35
11-52-05,0,0,0,33,32,42,34,0,34,0,0
11-53-05,0,0,32,41,0,0,0,0,0,0,0
11-54-05,0,32,33,33,33,38,40,0,47,33,0
11-55-05,0,0,0,33,0,0,0,0,0,0,0
11-56-05,0,59,39,0,0,32,34,0,43,35,0
11-57-05,0,41,35,43,35,34,38,0,42,33,41
11-58-05,0,0,0,0,34,0,33,0,32,39,37
11-59-05,0,0,33,0,35,34,39,0,32,0,0
12-00-05,0,0,32,32,0,37,36,0,0,0,32
12-01-05,0,37,37,0,0,33,34,0,35,32,0
12-02-05,37,0,0,0,0,0,39,0,35,0,0
12-03-05,0,0,0,0,32,35,34,0,0,0,34
12-04-05,0,0,34,0,32,35,32,0,0,0,33
12-05-05,0,0,0,0,0,34,37,0,32,0,32
12-06-05,0,0,36,36,32,42,36,32,36,34,33
12-07-05,0,0,47,32,32,38,41,0,37,32,0
12-08-05,0,33,0,0,0,49,40,32,32,34,0
12-09-05,0,0,34,40,0,38,45,0,50,32,35
12-10-05,0,0,48,32,35,55,0,34,34,0,0
12-11-05,34,0,46,0,35,47,0,33,33,0,0
12-12-05,0,0,34,0,0,34,32,0,0,33,32
12-13-05,0,32,0,0,0,0,39,37,0,0,33
12-14-05,0,0,0,32,0,0,0,0,33,0,0
12-15-05,0,36,32,0,0,0,42,0,0,46,39
12-16-05,0,0,37,33,34,36,0,41,32,0,0
12-17-05,0,0,38,33,38,34,0,35,39,0,0
12-18-05,0,0,32,39,49,33,0,32,34,0,0
12-19-05,0,0,39,38,39,40,0,34,38,0,0
12-20-05,0,0,34,34,35,61,0,0,34,0,0
12-21-05,0,0,36,35,35,43,0,0,36,0,0
12-22-05,0,0,35,0,35,33,0,0,34,0,0
12-23-05,0,0,42,34,34,35,0,0,33,0,0
12-24-05,0,0,35,38,34,33,0,0,33,0,0
12-25-05,0,0,38,37,33,37,0,0,33,0,0
12-26-05,0,0,42,33,44,33,0,0,33,0,0
12-27-05,0,0,37,0,36,36,0,0,32,0,0
12-28-05,0,0,42,33,32,34,0,32,33,0,0
12-29-05,0,0,37,32,36,34,0,0,35,0,0
12-30-05,0,0,43,36,34,0,0,34,33,0,0
12-31-05,0,0,43,38,34,37,0,32,34,0,0
12-32-05,0,0,43,35,34,37,0,0,33,0,0
12-33-05,0,33,40,37,34,40,0,0,47,35,37
12-34-05,0,0,37,40,40,33,0,0,40,33,32
12-35-05,0,35,0,0,0,0,36,0,41,32,36
12-36-05,0,0,36,32,33,0,35,0,46,0,37
12-37-05,0,0,33,32,33,42,35,34,34,34,0
12-38-05,34,0,39,34,35,38,32,32,33,38,0
12-39-05,33,0,35,33,0,39,38,0,33,34,0
12-40-05,0,0,39,33,42,0,37,37,46,32,32
12-41-05,0,36,32,32,0,0,0,0,37,0,34
12-42-05,0,37,0,35,35,0,42,0,32,35,33
12-43-05,0,0,47,36,35,0,38,33,49,32,33
12-44-05,0,0,40,36,37,0,37,0,33,35,32
12-45-05,0,0,39,32,0,0,33,0,0,33,0
12-46-05,0,33,0,0,0,0,0,0,0,0,0
12-47-05,0,44,40,36,33,0,41,32,38,32,0
12-48-05,34,0,56,54,49,0,54,41,0,36,0
12-49-05,0,39,49,42,49,0,43,32,0,36,0
12-50-05,0,38,46,34,37,0,50,0,40,51,0
12-51-05,0,40,46,39,34,0,39,35,34,40,0
12-52-05,0,33,37,33,0,0,37,0,33,32,44
12-53-05,0,0,0,0,0,0,0,0,42,0,61
12-54-05,0,0,0,0,0,0,0,0,42,0,62
12-55-05,0,0,0,0,0,0,0,0,42,0,61
12-56-05,0,0,0,0,0,0,0,0,42,0,61
12-57-05,0,0,0,0,0,0,0,0,42,0,61
12-58-05,0,0,0,0,0,0,0,0,43,0,61
12-59-05,0,0,0,0,0,0,0,0,42,0,61
13-00-05,0,0,0,0,0,0,0,0,42,0,61
13-01-05,0,0,0,0,0,0,0,0,43,0,61
13-02-05,0,0,0,0,0,0,0,0,43,0,61
13-03-05,0,0,0,0,0,0,0,0,43,0,61
13-04-05,0,0,0,0,0,0,0,0,43,0,61
13-05-05,0,0,0,0,0,0,0,0,43,0,61
13-06-05,0,0,0,0,0,0,0,0,43,0,61
13-07-05,0,0,0,0,0,0,0,0,42,0,61
13-08-05,0,0,0,0,0,0,0,0,43,0,61
13-09-05,0,0,0,0,0,0,0,0,43,0,61
13-10-05,0,0,0,0,0,0,0,0,43,0,61
13-11-05,0,0,0,0,0,0,0,0,43,0,61
13-12-05,0,0,0,0,0,0,0,0,43,0,61
13-13-05,0,0,0,0,0,0,0,0,43,0,61
13-14-05,0,0,0,0,0,0,0,0,43,0,61
13-15-05,0,0,0,0,0,0,0,0,43,0,62
13-16-05,0,0,0,0,0,0,0,0,43,0,62
13-17-05,0,0,0,0,0,0,0,0,43,0,61
13-18-05,0,0,0,0,0,0,0,0,43,0,61
13-19-05,0,0,0,0,0,0,0,0,43,0,61
13-20-05,0,0,0,0,0,0,32,0,43,0,61
13-21-05,0,0,0,0,0,0,0,0,43,0,61
13-22-05,0,0,0,0,0,0,0,0,44,0,61
13-23-05,0,0,0,0,0,0,0,0,43,0,61
13-24-05,0,0,0,0,0,0,0,0,43,0,61
13-25-05,0,0,0,0,0,0,36,0,43,0,55
13-26-05,0,0,33,0,0,0,35,0,32,0,41
13-27-05,0,0,32,0,0,0,0,0,33,0,41
13-28-05,0,0,0,0,0,0,0,0,32,0,41
13-29-05,0,0,0,0,0,0,0,0,32,0,42
13-30-05,0,0,0,0,0,0,0,0,32,0,41
13-31-05,0,0,0,0,0,0,33,0,32,0,41
13-32-05,0,0,0,38,0,0,46,0,32,0,41
13-33-05,0,0,0,33,0,0,49,0,33,0,42
13-34-05,0,0,0,0,0,0,0,33,32,0,43
13-35-05,0,0,41,0,0,0,0,35,32,0,42
13-36-05,0,0,0,0,0,0,0,36,32,0,42
13-37-05,0,0,0,0,0,0,0,0,32,0,41
13-38-05,0,0,0,0,0,0,0,0,32,0,42
13-39-05,0,0,0,0,0,0,0,0,32,0,41
13-40-05,0,0,0,0,0,0,0,0,32,0,45
13-41-05,0,0,0,0,0,0,0,33,32,0,42
13-42-05,0,0,0,0,0,0,0,0,32,0,36
13-43-05,0,0,0,35,0,0,0,0,0,0,36
13-44-05,0,0,0,0,0,0,0,0,32,0,33
13-45-05,0,0,0,32,0,0,0,0,32,0,32
13-46-05,0,0,33,33,0,0,0,0,32,0,32
13-47-05,0,0,0,32,0,0,0,0,32,0,32
13-48-05,0,0,34,32,0,0,0,0,33,0,36
13-49-05,0,0,33,32,0,0,0,0,32,0,37
13-50-05,0,0,33,32,0,0,0,0,32,0,38
13-51-05,0,0,33,0,0,0,0,0,32,0,38
13-52-05,0,0,0,0,0,0,0,0,32,0,38
13-53-05,0,0,34,0,0,0,0,0,32,0,39
13-54-05,0,0,32,0,0,0,0,0,32,0,39
13-55-05,0,0,33,0,0,0,0,0,32,0,39
13-56-05,0,0,38,0,0,0,0,0,32,0,40
13-57-05,0,0,0,33,0,0,0,33,32,0,40
13-58-05,0,0,32,32,0,0,0,32,32,0,41
13-59-05,0,0,45,32,0,0,0,0,32,0,41
14-00-05,0,0,45,0,0,0,0,0,33,0,41
14-01-05,0,0,40,0,0,0,0,0,32,0,41
14-02-05,0,0,42,32,0,0,0,0,32,0,42
14-03-05,0,0,40,0,0,0,0,0,33,0,40
14-04-05,0,0,35,0,0,0,0,0,32,0,39
14-05-05,0,0,0,0,0,0,0,0,33,0,44
14-06-05,0,0,0,0,0,0,0,0,32,0,44
14-07-05,0,0,0,0,0,0,0,0,32,0,44
14-08-05,0,0,0,0,0,0,0,0,33,0,44
14-09-05,0,0,0,0,0,0,0,0,33,0,44
14-10-05,0,0,0,0,0,0,0,0,32,0,44
14-11-05,0,0,0,0,0,0,0,0,32,0,43
14-12-05,0,0,0,0,0,0,0,0,33,0,44
14-13-05,0,0,0,36,0,0,0,0,32,0,38
14-14-05,0,0,0,0,0,0,0,0,32,0,41
14-15-05,0,0,0,0,0,0,0,0,32,0,42
14-16-05,0,0,0,0,0,0,0,0,32,0,38
14-17-05,0,0,0,0,0,0,0,0,32,0,39
14-18-05,0,0,0,32,0,0,0,0,32,0,38
14-19-05,0,0,0,0,0,0,0,0,0,0,38
14-20-05,0,0,0,0,0,0,0,0,32,0,39
14-21-05,0,0,0,0,0,0,0,0,32,0,39
14-22-05,0,0,0,0,0,0,0,0,32,0,38
14-23-05,0,0,0,0,0,0,0,0,32,0,42
14-24-05,0,0,0,0,0,0,0,0,33,0,41
14-25-05,0,0,0,0,0,0,0,0,33,0,42
14-26-05,0,0,0,0,0,0,0,0,32,0,41
14-27-05,0,0,0,0,0,0,0,0,32,0,42
14-28-05,0,0,0,32,0,0,0,0,33,0,40
14-29-05,0,0,0,0,0,0,0,0,32,0,41
14-30-05,0,0,0,0,0,0,0,0,32,0,40
14-31-05,0,0,0,36,0,0,0,0,32,0,38
14-32-05,0,0,0,41,0,0,0,0,33,0,44
14-33-05,0,0,0,0,0,0,0,0,32,0,42
14-34-05,0,0,0,33,0,0,0,0,32,0,41
14-35-05,0,0,0,0,0,0,0,0,32,0,40
14-36-05,0,0,0,0,0,0,0,0,0,0,38
14-37-05,0,0,0,0,0,0,0,0,32,0,38
14-38-05,0,0,0,0,0,0,0,0,32,0,38
14-39-05,0,0,0,0,0,0,0,0,32,0,41
14-40-05,0,0,0,0,0,0,0,0,32,0,41
14-41-05,0,0,0,0,0,0,0,0,32,0,40
14-42-05,0,0,0,0,0,0,0,0,32,0,41
14-43-05,0,0,0,0,0,0,0,0,32,0,40
14-44-05,0,0,0,0,0,0,0,0,32,0,39
14-45-05,0,0,0,0,0,0,0,0,32,0,41
14-46-05,0,0,0,0,0,0,0,0,32,0,41
14-47-05,0,0,0,0,0,0,0,0,32,0,41
14-48-05,0,0,0,0,0,0,0,0,32,0,40
14-49-05,0,0,0,0,0,0,0,0,32,0,40
14-50-05,0,0,0,0,0,0,0,0,32,0,41
14-51-05,0,0,0,0,0,0,0,0,32,0,41
14-52-05,0,0,0,0,0,0,0,0,32,0,41
14-53-05,0,0,0,0,0,0,0,0,32,0,41
14-54-05,0,0,0,0,0,0,0,0,32,0,41
14-55-05,0,0,0,0,0,0,0,0,32,0,42
14-56-05,0,0,0,0,0,0,0,0,0,0,39
14-57-05,0,0,0,0,0,0,0,0,32,0,40
14-58-05,0,0,0,0,0,0,0,0,32,0,40
14-59-05,0,0,0,0,0,0,0,0,32,0,40
15-00-05,0,0,0,0,0,0,0,0,32,0,39
15-01-05,0,0,0,0,0,0,0,0,36,0,43
15-02-05,0,0,0,0,0,0,0,0,0,0,42
15-03-05,0,0,0,0,0,0,0,0,0,0,42
15-04-05,0,0,0,0,0,0,0,0,0,0,41
15-05-05,0,0,0,0,0,0,0,0,0,0,42
15-06-05,0,0,0,0,0,0,0,0,0,0,43
15-07-05,0,0,0,0,0,0,0,0,0,0,42
15-08-05,0,0,0,0,0,0,0,0,0,0,41
15-09-05,0,0,0,0,0,0,0,0,0,0,43
15-10-05,0,0,0,0,0,0,0,0,0,0,42
15-11-05,0,0,0,0,0,0,0,0,0,0,43
15-12-05,0,0,0,0,0,0,0,0,32,0,41
15-13-05,0,0,0,0,0,0,0,0,0,0,77
15-14-05,0,0,0,0,0,0,0,0,33,0,76
15-15-05,0,0,0,0,0,0,0,0,33,0,76
15-16-05,0,0,0,0,0,0,0,0,0,0,76
15-17-05,0,0,0,0,0,0,0,0,32,0,77
15-18-05,0,0,0,0,0,0,0,0,0,0,76
15-19-05,0,0,0,0,0,0,0,0,0,0,77
15-20-05,0,0,0,0,0,0,0,0,0,0,76
15-21-05,0,0,0,0,0,0,0,0,0,0,76
15-22-05,0,0,0,0,0,0,0,0,0,0,76
15-23-05,0,0,0,0,0,0,0,0,0,0,76
15-24-05,0,0,0,0,0,0,0,0,0,0,76
15-25-05,0,0,0,0,0,0,0,0,0,0,77
15-26-05,0,0,0,0,0,0,0,0,0,0,76
15-27-05,0,0,0,0,0,0,0,0,0,0,76
15-28-05,0,0,0,0,0,0,0,0,0,0,76
15-29-05,0,0,0,0,0,0,0,0,0,0,76
15-30-05,0,0,0,0,0,0,0,0,0,0,76
15-31-05,0,0,0,0,0,0,0,0,0,0,76
15-32-05,0,0,0,0,0,0,0,0,0,0,76
15-33-05,0,0,0,0,0,0,0,0,0,0,76
15-34-05,0,0,0,0,0,0,0,0,0,0,76
15-35-05,0,0,0,0,0,0,0,0,0,0,77
15-36-05,0,0,0,0,0,0,0,0,0,0,76
15-37-05,0,0,0,0,0,0,0,0,0,0,76
15-38-05,0,0,0,0,0,0,0,0,0,0,77
15-39-05,0,0,0,0,0,0,0,0,0,0,76
15-40-05,0,0,0,0,0,0,0,0,0,0,76
15-41-05,0,0,0,0,0,0,0,0,0,0,76
15-42-05,0,0,0,0,0,0,0,0,0,0,76
15-43-05,0,0,0,0,0,0,0,0,0,0,76
15-44-05,0,0,0,0,0,0,0,0,0,0,77
15-45-05,0,0,0,0,0,0,0,0,0,0,76
15-46-05,0,0,0,0,0,0,0,0,0,0,76
15-47-05,0,0,0,0,0,0,0,0,0,0,76
15-48-05,0,0,0,0,0,0,0,0,0,0,76
15-49-05,0,0,0,0,0,0,0,0,0,0,76
15-50-05,0,0,0,0,0,0,0,0,0,0,76
15-51-05,0,0,0,0,0,0,0,0,0,0,76
15-52-05,0,0,0,0,0,0,0,0,0,0,77
15-53-05,0,0,0,0,0,0,0,0,0,0,76
15-54-05,0,0,0,0,0,0,0,0,0,0,76
15-55-05,0,0,0,0,0,0,0,0,0,0,76
15-56-05,0,0,0,0,0,0,0,0,0,0,76
15-57-05,0,0,0,0,0,0,0,0,0,0,76
15-58-05,0,0,0,0,0,0,0,0,0,0,77
15-59-05,0,0,0,0,0,0,0,0,0,0,76
16-00-05,0,0,0,0,0,0,0,0,0,0,76
16-01-05,0,0,0,0,0,0,0,0,0,0,76
16-02-05,0,0,0,0,0,0,0,0,0,0,77
16-03-05,0,0,0,0,0,0,0,0,0,0,76
16-04-05,0,0,0,0,0,0,0,0,0,0,76
16-05-05,0,0,0,0,0,0,0,0,0,0,76
16-06-05,0,0,0,0,0,0,0,0,0,0,77
16-07-05,0,0,0,0,0,0,0,0,0,0,76
16-08-05,0,0,0,0,0,0,0,0,0,0,76
16-09-05,0,0,0,0,0,0,0,0,0,0,76
16-10-05,0,0,0,0,0,0,0,0,0,0,76
16-11-05,0,0,0,0,0,0,0,0,0,0,77
16-12-05,0,0,0,0,0,0,0,0,0,0,76
16-13-05,0,0,0,0,0,0,0,0,0,0,76
16-14-05,0,0,0,0,0,0,0,0,0,0,76
16-15-05,0,0,0,0,0,0,0,0,0,0,76
16-16-05,0,0,0,0,0,0,0,0,0,0,76
16-17-05,0,0,0,0,0,0,0,0,0,0,76
16-18-05,0,0,0,0,0,0,0,0,0,0,76
