date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,0,63,44,35,36,48,49,0,58,53,0
09-00-15,0,62,45,36,38,48,50,0,58,53,0
09-00-25,0,63,44,36,35,48,50,31,58,53,0
09-00-35,0,63,45,36,37,47,50,31,58,53,0
09-00-45,0,63,44,36,34,48,50,0,58,53,0
09-00-55,0,62,44,36,36,48,50,31,58,53,0
09-01-05,0,62,44,36,35,47,50,0,58,53,0
09-01-15,0,62,45,37,36,48,50,31,58,53,0
09-01-25,0,62,43,36,37,48,50,0,58,52,0
09-01-35,0,62,45,36,37,48,50,31,58,53,0
09-01-45,0,62,45,36,37,48,50,0,59,52,0
09-01-55,0,63,44,36,39,48,50,0,58,52,0
09-02-05,0,63,45,35,37,48,50,31,58,53,0
09-02-15,0,63,44,36,35,48,50,31,58,53,0
09-02-25,0,62,45,36,36,47,50,31,58,53,0
09-02-35,0,63,45,36,36,48,50,0,58,53,0
09-02-45,0,63,46,36,32,49,49,0,58,53,0
09-02-55,0,62,45,36,34,48,50,0,58,53,0
09-03-05,0,63,44,37,34,48,49,0,58,52,0
09-03-15,0,62,45,37,34,47,50,0,58,53,0
09-03-25,0,62,44,37,37,48,50,0,58,53,0
09-03-35,0,63,45,36,36,48,50,0,58,52,0
09-03-45,0,62,45,37,34,48,50,0,58,53,0
09-03-55,0,62,45,37,33,48,50,0,58,53,0
09-04-05,0,63,44,35,35,48,50,0,58,53,0
09-04-15,0,62,45,35,35,48,50,0,58,53,0
09-04-25,0,63,45,36,35,48,50,0,58,53,0
09-04-35,0,62,45,37,34,48,49,0,59,53,0
09-04-45,0,63,44,37,33,47,50,0,58,53,0
09-04-55,0,62,45,36,33,46,50,0,58,53,0
09-05-05,0,62,45,36,35,47,49,31,58,53,0
09-05-15,0,62,43,36,34,49,50,31,58,53,0
09-05-25,0,63,45,35,35,48,49,0,58,53,0
09-05-35,0,63,43,36,34,48,50,0,58,53,0
09-05-45,0,63,44,35,34,48,49,0,58,53,0
09-05-55,0,63,43,36,35,48,49,0,58,53,0
09-06-05,0,63,45,35,35,48,49,0,58,53,0
09-06-15,0,62,44,36,35,49,49,0,58,53,0
09-06-25,0,62,43,35,36,49,49,31,58,53,0
09-06-35,0,62,44,35,35,48,49,0,58,52,0
09-06-45,0,62,43,35,33,47,49,31,58,53,0
09-06-55,0,62,44,35,34,48,50,0,58,53,0
09-07-05,0,62,44,35,34,48,49,0,58,52,0
09-07-15,0,63,43,36,35,49,50,31,58,53,0
09-07-25,0,62,43,35,33,48,49,0,58,53,0
09-07-35,0,63,44,35,35,48,50,0,58,53,0
09-07-45,0,62,44,35,33,48,50,0,58,53,0
09-07-55,0,62,44,36,34,48,49,31,58,53,0
09-08-05,0,62,44,36,33,48,50,31,58,53,0
09-08-15,0,62,42,35,36,48,50,31,58,53,0
09-08-25,0,63,44,35,35,48,50,31,58,53,0
09-08-35,0,62,44,36,35,49,50,31,58,53,0
09-08-45,0,63,44,36,34,48,49,0,58,53,0
09-08-55,0,62,42,36,35,49,49,31,58,53,0
09-09-05,0,63,43,36,33,48,49,31,58,53,0
09-09-15,0,62,43,35,34,48,49,0,58,53,0
09-09-25,0,63,43,35,33,47,50,31,58,53,0
09-09-35,0,62,43,36,34,48,49,0,58,53,0
