date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-08-55,0,80,0,0,0,0,0,0,0,0,0
09-09-05,0,81,62,0,0,0,0,0,0,0,0
09-09-15,0,81,74,0,0,0,0,0,0,0,0
09-09-25,0,81,75,0,0,0,0,0,0,0,0
09-09-35,0,82,75,0,0,0,0,0,0,0,0
09-09-45,0,82,76,0,76,0,0,0,0,0,0
09-09-55,0,81,76,0,76,0,0,0,0,0,0
09-10-05,0,82,75,0,76,74,0,0,0,0,0
09-10-15,0,82,75,0,76,73,0,0,0,0,0
09-10-25,0,82,75,0,76,71,0,0,0,0,0
09-10-35,0,82,75,0,77,75,56,0,0,0,0
09-10-45,0,81,75,0,76,75,71,0,0,0,0
09-10-55,0,82,76,0,76,75,74,70,0,0,0
09-11-05,0,82,76,0,77,75,73,70,54,0,0
09-11-15,0,82,76,0,76,75,73,70,73,0,0
09-11-25,0,82,76,0,76,75,74,70,71,50,0
09-11-35,0,81,76,0,76,76,74,70,73,64,0
09-11-45,0,70,68,0,61,64,63,60,57,57,0
09-11-55,0,37,38,0,38,35,38,38,42,40,0
09-12-15,0,34,36,0,36,35,37,35,33,42,0
