date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
Erin,09-00-05,0,59,40,32,31,54,41,0,0,43,0
09-00-15,0,59,40,33,0,55,41,0,0,43,0
09-00-25,0,59,40,33,31,54,42,0,0,43,0
09-00-35,0,60,40,33,31,54,42,0,0,43,0
09-00-45,0,59,39,33,31,56,40,0,0,43,0
09-00-55,0,59,39,33,31,54,42,0,0,43,0
09-01-05,0,59,39,33,31,54,42,0,0,43,0
09-01-15,0,59,41,33,31,53,42,0,0,43,0
09-01-25,0,60,40,33,31,54,42,0,0,43,0
09-01-35,0,60,40,33,31,54,41,0,0,42,0
09-01-45,0,60,40,32,0,54,42,0,0,43,0
09-01-55,0,60,39,32,31,55,40,0,0,44,0
09-02-05,0,60,39,33,0,54,41,0,0,43,0
09-02-15,0,59,40,32,31,54,41,0,0,43,0
09-02-25,0,58,41,33,35,54,41,31,0,43,0
09-02-35,0,59,39,33,33,52,40,0,0,44,0
09-02-45,0,59,43,33,32,53,38,0,0,43,0
09-02-55,0,60,39,36,32,54,40,32,0,45,0
09-03-05,0,59,37,36,32,54,39,0,32,40,0
09-03-15,0,59,36,37,0,54,38,0,31,45,0
09-03-25,0,59,39,33,33,55,36,0,0,44,0
09-03-35,0,59,41,33,33,53,40,0,0,44,0
09-03-45,0,59,41,33,31,54,39,0,0,44,0
09-03-55,0,59,42,33,0,53,36,0,0,44,0
09-04-05,0,59,42,33,0,55,38,0,0,44,0
09-04-15,0,59,42,33,0,54,38,0,0,44,0
09-04-25,0,59,42,33,0,55,38,0,0,44,0
09-04-35,0,59,41,33,31,54,37,0,0,44,0
09-04-45,0,59,42,34,31,53,37,0,0,44,0
09-04-55,0,59,41,33,31,54,37,0,0,44,0
09-05-05,0,59,41,33,31,54,37,0,0,45,0
09-05-15,0,59,43,34,0,55,35,0,0,44,0
09-05-25,0,59,44,34,0,54,36,0,0,44,0
09-05-35,0,59,42,34,0,54,35,0,0,43,0
09-05-45,0,58,44,34,31,52,35,0,0,44,0
09-05-55,0,59,42,34,31,52,36,0,0,44,0
09-06-05,0,59,40,35,32,54,37,0,0,43,0
09-06-15,0,59,43,33,32,55,39,31,0,45,0
09-06-25,0,58,38,0,33,42,44,32,32,45,0
09-06-35,0,58,36,0,32,42,46,0,32,45,0
09-06-45,0,58,38,0,31,42,46,0,32,45,0
09-06-55,0,57,37,0,31,41,46,0,32,45,0
09-07-05,0,58,36,0,31,41,46,0,32,45,0
09-07-15,0,58,38,0,32,42,46,0,32,45,0
09-07-25,0,58,37,0,31,42,45,0,32,45,0
09-07-35,0,58,37,0,31,42,46,0,32,45,0
09-07-45,0,58,36,0,31,42,46,0,32,45,0
09-07-55,0,58,36,0,32,41,46,0,32,45,0
09-08-05,0,58,36,0,31,42,45,0,32,45,0
09-08-15,0,58,37,0,32,43,46,0,32,45,0
09-08-25,0,58,36,0,32,42,46,0,32,45,0
09-08-35,0,58,37,0,32,42,46,0,32,45,0
09-08-45,0,58,36,0,31,41,46,0,31,45,0
09-08-55,0,58,36,0,32,43,46,0,32,44,0
09-09-05,0,57,37,33,33,45,46,32,32,46,0
09-09-15,0,58,33,31,0,49,49,32,0,47,0
09-09-25,0,58,33,0,0,49,49,32,31,47,0
09-09-35,0,58,33,0,0,50,49,31,31,47,0
09-09-45,0,57,33,0,0,50,49,32,31,47,0
09-09-55,0,57,32,31,31,51,48,32,0,46,0
09-10-05,0,57,32,0,31,53,47,32,0,46,0
09-10-15,0,57,34,0,32,53,48,32,0,46,0
09-10-25,0,56,35,31,0,51,48,32,0,45,0
09-10-35,0,58,37,32,31,52,49,32,0,46,0
09-10-45,0,58,36,0,31,53,50,31,0,44,0
09-10-55,0,58,36,31,32,52,49,31,0,45,0
09-11-05,0,58,37,0,31,53,49,31,0,44,0
09-11-15,0,58,37,31,31,52,49,31,0,45,0
09-11-25,0,58,37,31,31,53,48,0,0,45,0
09-11-35,0,58,37,31,31,52,49,31,0,46,0
09-11-45,0,58,38,31,31,53,49,36,0,45,0
09-11-55,0,58,38,31,31,53,49,31,0,45,0
09-12-05,0,57,37,31,31,52,49,31,0,45,0
09-12-15,0,57,37,31,0,53,48,0,0,45,0
09-12-25,0,58,37,31,31,53,49,0,0,45,0
09-12-35,0,58,37,31,31,52,49,0,0,45,0
09-12-45,0,57,36,31,31,53,49,31,0,45,0
09-12-55,0,58,38,31,31,53,49,31,0,45,0
09-13-05,0,58,37,31,31,52,49,0,0,45,0
09-13-15,0,57,37,31,31,52,49,31,0,45,0
09-13-25,0,58,38,31,31,53,49,31,0,45,0
09-13-35,0,57,37,31,31,53,49,31,0,45,0
09-13-45,0,58,37,31,31,53,49,31,0,45,0
09-13-55,0,58,37,31,31,52,49,31,0,45,0
09-14-05,0,57,36,31,31,52,49,31,0,45,0
09-14-15,0,57,37,31,31,52,48,0,0,45,0
09-14-25,0,57,38,31,31,52,48,0,0,45,0
09-14-35,0,58,37,31,31,52,49,31,0,45,0
09-14-45,0,57,37,31,0,52,49,0,0,44,0
09-14-55,0,57,38,31,0,51,48,0,0,45,0
09-15-05,0,57,38,31,0,53,48,31,0,45,0
09-15-15,0,58,37,31,31,52,49,0,0,45,0
09-15-25,0,57,38,31,31,53,49,31,0,46,0
09-15-35,0,57,37,31,0,52,48,0,0,45,0
09-15-45,0,57,37,31,31,52,48,31,0,45,0
09-15-55,0,58,37,31,0,53,49,0,0,45,0
09-16-05,0,58,37,31,31,53,49,0,0,45,0
09-16-15,0,57,37,31,31,53,48,31,0,45,0
09-16-25,0,57,38,31,31,52,48,0,0,45,0
09-16-35,0,58,37,31,31,52,49,31,0,45,0
09-16-45,0,57,37,31,0,53,49,0,0,45,0
09-16-55,0,57,38,31,31,53,49,0,0,45,0
09-17-05,0,57,38,0,31,52,48,0,0,45,0
09-17-15,0,57,37,31,31,52,48,0,0,45,0
09-17-25,0,57,37,0,31,52,48,0,0,45,0
09-17-35,0,57,37,31,31,53,48,31,0,44,0
09-17-45,0,58,37,31,0,52,48,31,0,45,0
09-17-55,0,58,38,31,31,53,49,0,0,45,0
09-18-05,0,57,37,31,31,53,49,0,0,45,0
09-18-15,0,58,37,31,31,53,49,31,0,45,0
09-18-25,0,58,36,31,31,53,49,31,0,45,0
09-18-35,0,58,37,31,31,53,49,0,0,45,0
09-18-45,0,58,37,31,31,52,49,0,0,45,0
09-18-55,0,58,37,31,31,52,49,0,0,45,0
09-19-05,0,58,37,31,31,53,49,0,0,45,0
09-19-15,0,58,37,0,31,53,48,31,0,45,0
09-19-25,0,58,37,31,0,52,49,31,0,45,0
09-19-35,0,58,37,31,31,52,48,0,0,45,0
09-19-45,0,57,37,0,0,52,48,0,0,45,0
09-19-55,0,58,38,31,0,52,48,31,0,45,0
09-20-05,0,58,38,31,32,53,49,31,0,45,0
09-20-15,0,58,38,31,31,52,49,0,0,44,0
09-20-25,0,57,38,32,32,52,48,31,0,45,0
09-20-35,0,58,38,31,32,53,48,31,0,45,0
09-20-45,0,57,36,31,31,52,48,31,0,45,0
09-20-55,0,58,38,31,0,53,47,31,0,45,0
09-21-05,0,58,36,31,31,53,48,31,0,45,0
09-21-15,0,57,37,31,31,53,49,31,0,45,0
09-21-25,0,58,37,0,0,53,48,31,0,44,0
09-21-35,0,58,38,31,0,52,49,31,0,45,0
09-21-45,0,57,37,31,31,53,49,31,0,45,0
09-21-55,0,57,37,0,31,53,49,31,0,44,0
09-22-05,0,57,37,31,31,52,47,31,0,44,0
09-22-15,0,57,37,0,31,53,37,31,0,44,0
09-22-25,0,57,38,31,31,52,32,0,0,44,0
09-22-35,0,58,39,31,31,52,35,0,0,44,0
09-22-45,0,58,39,31,31,53,36,31,0,44,0
09-22-55,0,58,39,31,0,52,35,31,0,44,0
09-23-05,0,58,39,31,0,53,32,31,0,44,0
09-23-15,0,57,38,31,0,53,37,31,0,44,0
09-23-25,0,58,38,0,0,53,0,31,0,45,0
09-23-35,0,58,39,31,0,53,31,0,0,45,0
09-23-45,0,58,39,32,31,52,31,0,0,45,0
09-23-55,0,58,40,31,31,52,0,0,0,45,0
09-24-05,0,58,37,32,31,52,0,0,0,45,0
09-24-15,0,58,39,32,0,53,0,0,0,45,0
09-24-25,0,58,37,31,0,52,0,0,0,44,0
09-24-35,0,58,38,31,33,52,0,31,0,45,0
09-24-45,0,58,39,31,31,53,0,0,0,45,0
09-24-55,0,57,40,31,32,53,0,31,0,45,0
09-25-05,0,58,39,31,32,52,0,31,0,45,0
09-25-15,0,57,39,31,31,52,0,0,0,45,0
09-25-25,0,57,39,31,31,52,0,0,0,45,0
