date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary
Erin,09-00-05,43,46,63,59,57,50,61,40,0,33,0
09-01-05,43,47,63,59,57,49,61,40,0,33,0
09-02-05,43,46,62,59,57,49,62,40,0,33,0
09-03-05,43,45,62,58,56,55,61,39,0,34,0
09-04-05,43,46,61,58,57,50,60,40,0,34,0
09-05-05,43,46,62,58,56,49,60,40,0,34,0
09-06-05,44,46,61,58,56,50,60,41,0,35,0
09-07-05,45,35,60,59,57,51,62,35,0,35,0
09-08-05,45,36,60,58,57,51,61,35,0,35,0
09-09-05,44,41,61,58,56,52,62,36,32,36,0
09-10-05,45,39,60,58,56,54,61,38,33,35,0
09-11-05,44,39,61,58,58,56,62,43,0,35,0
09-12-05,44,36,60,59,58,55,62,41,0,34,0
09-13-05,44,37,59,58,58,55,62,41,32,35,0
09-14-05,44,37,60,58,58,54,62,41,0,35,0
09-15-05,44,38,60,59,58,54,62,40,32,34,0
09-16-05,44,38,60,59,57,56,62,40,0,35,0
09-17-05,44,37,60,58,58,56,61,41,0,34,0
09-18-05,44,36,60,58,58,55,61,41,0,36,0
09-19-05,44,36,60,58,58,54,62,41,0,35,0
09-20-05,44,38,60,58,58,55,62,41,32,36,0
09-21-05,44,36,60,58,57,55,61,40,32,35,0
09-22-05,44,40,61,58,58,54,59,37,33,34,0
09-23-05,44,38,60,58,58,56,40,35,32,35,0
09-24-05,44,37,60,58,58,55,0,35,32,35,0
09-25-05,44,39,60,59,58,56,0,36,0,34,0
09-26-05,43,38,60,58,58,54,0,34,0,35,0
09-27-05,43,40,60,58,57,56,0,32,32,35,0
09-28-05,43,47,59,59,57,49,0,34,32,36,0
09-29-05,45,50,59,58,58,46,0,34,32,39,0
09-30-05,43,50,60,58,54,43,0,34,32,37,0
09-31-05,44,51,60,57,53,40,0,35,0,0,0
09-32-05,43,51,60,58,53,47,0,34,33,0,0
09-33-05,43,48,60,57,53,49,43,34,32,0,0
09-34-05,0,39,44,35,34,40,0,36,0,0,0
09-35-05,0,32,34,0,0,33,0,0,0,0,0
09-36-05,0,0,0,0,0,0,33,0,0,0,0
09-37-05,0,0,0,0,0,0,37,0,0,0,0
09-38-05,0,0,0,0,0,0,36,0,0,0,0
09-39-05,0,0,0,0,34,0,43,0,0,0,0
09-40-05,0,0,0,0,0,36,34,0,0,0,0
09-41-05,0,0,0,0,0,42,35,0,0,0,0
09-42-15,0,0,32,0,0,35,0,0,0,0,0
