date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Eleanor,Bodhi,Mary,Erin
09-10-35,0,45,66,58,53,63,71,0,57,40,0
09-10-45,0,45,66,58,54,63,70,0,57,41,0
09-10-55,0,46,66,58,54,62,71,0,57,41,0
09-11-05,0,46,67,59,54,63,71,0,58,41,0
09-11-15,0,46,66,58,53,62,71,0,57,41,0
09-11-25,0,46,66,58,53,63,71,0,57,40,0
09-11-35,0,46,66,58,54,62,71,0,57,40,0
09-11-45,0,45,66,59,54,62,71,0,58,41,0
09-11-55,0,46,66,59,53,63,71,0,57,41,0
09-12-05,0,46,66,58,55,63,71,0,58,41,0
09-12-15,0,46,66,58,53,63,71,0,57,41,0
09-12-25,0,46,66,58,55,63,71,0,56,41,0
09-12-35,0,46,66,59,52,63,71,0,57,41,0
09-12-45,33,45,66,59,53,63,71,0,59,41,0
09-12-55,33,44,66,58,55,63,70,0,57,41,0
09-13-05,33,46,66,58,55,63,71,0,58,41,0
09-13-15,0,45,66,58,53,62,71,0,58,41,0
09-13-25,0,46,66,59,54,62,71,0,58,41,0
09-13-35,0,44,66,59,54,63,71,0,57,41,0
09-13-45,0,46,66,58,54,63,70,0,58,41,0
09-13-55,0,45,66,59,55,62,71,0,57,41,0
09-14-05,0,46,66,59,53,63,71,0,58,41,0
09-14-15,0,46,66,58,54,63,71,0,58,41,0
09-14-25,0,46,66,58,54,62,71,0,58,40,0
09-14-35,0,45,66,58,54,62,71,0,58,41,0
09-14-45,0,45,67,58,54,63,71,0,58,41,0
09-14-55,0,45,66,59,53,63,71,0,58,41,0
09-15-05,0,46,66,58,55,63,71,0,57,40,0
09-15-15,0,45,66,58,54,0,71,0,58,41,0
09-15-25,0,45,67,59,54,63,71,0,57,41,0
09-15-35,0,46,66,58,53,61,71,0,57,40,0
09-15-45,0,46,66,59,54,63,71,0,57,41,0
09-15-55,0,46,66,57,53,62,71,0,57,40,0
09-16-05,0,46,66,58,53,63,71,0,58,40,0
09-16-15,0,45,66,58,55,63,71,0,57,41,0
09-16-25,0,46,66,59,54,63,71,0,56,41,0
09-16-35,0,46,66,58,54,63,71,0,57,41,0
09-16-45,0,45,65,58,54,62,71,0,57,40,0
09-16-55,0,46,66,58,55,62,71,0,58,41,0
09-17-05,33,46,66,58,54,62,71,0,56,41,0
09-17-15,0,46,66,58,54,63,71,0,57,41,0
09-17-25,0,46,66,59,52,63,70,0,58,42,0
09-17-35,0,46,66,58,54,63,71,0,57,42,0
09-17-45,0,46,66,59,54,63,71,0,57,41,0
09-17-55,0,46,66,59,54,63,71,0,57,41,0
09-18-05,0,46,66,58,54,63,71,0,57,41,0
09-18-15,0,47,66,58,54,62,71,0,57,41,0
09-18-25,0,46,66,59,54,63,71,0,58,41,0
09-18-35,0,46,66,59,54,63,71,0,57,41,0
09-18-45,0,46,66,58,53,62,71,0,57,41,0
09-18-55,0,47,66,58,53,62,71,0,57,41,0
09-19-05,0,46,66,58,54,62,70,0,57,41,0
09-19-15,0,46,66,59,55,63,71,0,57,41,0
09-19-25,33,45,66,58,54,63,70,0,57,41,0
09-19-35,0,46,66,58,54,62,71,0,57,41,0
09-19-45,0,47,66,58,54,63,71,0,57,42,0
09-19-55,0,46,67,58,54,63,71,0,58,41,0
09-20-05,0,46,66,58,55,62,71,0,57,42,0
09-20-15,0,45,66,59,53,63,71,0,58,41,0
09-20-25,0,46,66,59,54,63,71,0,57,41,0
09-20-35,0,45,66,58,54,62,72,0,57,40,0
09-20-45,0,49,63,57,54,63,71,0,58,40,0
09-20-55,0,46,64,56,53,62,71,0,58,38,0
09-21-05,0,48,64,56,54,62,71,0,58,36,0
09-21-15,0,48,65,56,55,63,70,0,58,39,0
09-21-25,0,47,64,56,54,62,71,0,58,40,0
09-21-35,0,49,65,56,55,60,71,0,59,38,0
09-21-45,0,50,64,56,53,63,71,0,57,40,0
09-21-55,0,49,64,56,54,63,71,0,58,43,0
09-22-05,0,49,64,56,53,63,71,0,57,42,33
09-22-15,0,50,64,56,52,63,72,0,57,43,0
09-22-25,0,50,63,56,52,63,63,0,56,44,0
09-22-35,0,50,63,57,51,63,42,0,56,41,33
09-22-45,33,48,63,57,51,63,40,0,56,43,33
09-22-55,0,48,63,57,52,63,60,0,57,43,33
09-23-05,33,48,63,57,52,63,50,0,56,43,0
09-23-15,33,48,63,57,51,63,34,0,56,43,0
09-23-25,33,47,63,57,52,63,38,0,55,41,0
09-23-35,33,48,63,57,50,63,47,0,56,43,0
09-23-45,33,49,63,57,52,63,35,0,56,43,34
09-23-55,33,48,63,57,52,63,33,0,56,43,33
09-24-05,33,48,63,58,51,63,41,0,56,42,33
09-24-15,33,48,63,57,52,63,0,0,55,41,0
09-24-25,33,46,64,57,51,63,0,0,55,42,0
09-24-35,33,50,63,57,52,63,0,0,57,42,0
09-24-45,33,50,63,57,50,63,0,0,56,43,0
09-24-55,33,47,63,57,51,63,0,0,55,38,0
09-25-05,33,48,63,57,51,63,0,0,55,39,0
09-25-15,33,48,63,57,51,63,0,0,55,40,0
09-25-25,33,47,63,57,51,63,0,0,55,39,0
09-25-35,33,50,63,57,51,63,0,0,55,39,0
09-25-45,33,51,63,57,51,63,0,0,55,37,0
09-25-55,33,51,63,57,50,63,0,0,56,38,33
09-26-05,33,48,63,57,50,63,0,0,55,39,0
09-26-15,33,49,63,57,52,63,0,0,56,39,0
09-26-25,0,50,63,58,52,63,0,0,56,39,33
09-26-35,33,51,63,57,52,63,0,0,41,46,33
09-26-45,33,50,63,58,51,64,0,0,40,47,34
09-26-55,33,51,62,58,53,63,0,0,39,46,33
09-27-05,33,44,63,58,52,62,0,0,35,41,0
09-27-15,33,39,62,58,52,63,0,0,52,41,0
09-27-25,34,44,62,58,53,62,0,0,56,41,33
09-27-35,34,45,63,57,52,63,0,0,57,42,33
09-27-45,33,44,63,57,53,62,0,0,58,41,33
09-27-55,33,45,63,57,53,63,0,0,57,42,33
09-28-05,34,45,62,57,53,64,0,0,57,43,33
09-28-15,34,44,62,57,52,64,0,0,57,43,33
09-28-25,33,47,62,56,53,63,0,0,57,43,33
09-28-35,34,39,65,58,53,60,0,0,40,35,33
09-28-45,33,34,65,59,52,60,0,0,34,38,34
09-28-55,33,43,65,59,52,61,0,0,37,40,33
09-29-05,34,43,65,59,52,61,0,0,0,37,34
09-29-15,34,43,65,59,53,61,0,0,0,38,35
09-29-25,33,43,65,59,53,62,0,0,0,39,34
09-29-35,33,44,65,59,52,61,0,0,0,40,0
09-29-45,33,48,65,58,53,61,0,0,0,41,0
09-29-55,33,46,65,58,54,63,0,0,0,42,0
09-30-05,34,47,65,59,53,62,0,0,0,42,0
09-30-15,34,46,65,60,56,63,0,0,0,42,0
09-30-25,34,48,65,59,54,63,0,0,0,41,0
09-30-35,34,44,65,59,54,62,0,0,0,42,33
09-30-45,33,45,65,59,54,61,0,0,0,41,38
09-30-55,34,45,65,59,54,63,0,0,0,42,34
09-31-05,33,46,65,58,54,62,0,0,0,42,34
09-31-15,33,42,46,41,41,48,0,0,0,38,37
09-31-25,0,41,42,46,39,40,0,0,0,38,0
09-31-35,0,39,43,44,35,41,0,0,0,38,33
09-31-45,0,39,45,43,38,43,0,0,0,39,34
09-31-55,0,39,43,42,37,41,0,0,0,37,0
09-32-05,0,38,46,42,37,36,0,0,0,34,34
09-32-15,0,39,44,41,39,39,0,0,0,35,35
09-32-25,0,42,51,45,42,44,36,0,0,38,0
09-32-35,0,48,42,42,37,43,33,0,0,37,34
09-32-45,0,36,41,35,34,39,0,0,0,0,0
09-32-55,0,43,42,35,39,40,0,0,0,35,0
09-33-05,0,35,47,34,33,40,0,0,0,37,0
09-33-15,0,39,40,35,0,37,0,0,0,38,0
09-33-25,0,0,35,36,0,36,0,0,0,38,34
09-33-35,0,33,36,36,0,35,0,0,0,38,33
09-33-45,0,48,46,44,0,46,0,0,0,40,0
09-33-55,0,41,51,52,0,44,0,0,33,44,0
09-34-05,0,38,36,33,0,34,0,0,33,0,0
09-34-15,0,0,0,0,0,0,42,0,0,0,0
09-34-25,0,0,0,0,0,0,43,0,0,0,0
09-34-35,0,0,0,0,0,0,36,0,0,0,0
09-34-45,0,0,0,0,0,0,36,0,0,0,0
09-35-05,0,0,0,0,0,0,33,0,0,0,0
09-35-15,0,0,0,0,0,0,33,0,0,0,0
09-35-25,0,0,0,0,0,0,40,0,0,0,33
09-35-35,0,0,0,0,0,0,35,0,0,0,0
09-35-45,0,33,33,0,34,0,38,0,41,0,0
09-35-55,0,34,37,34,0,38,0,0,33,0,0
09-36-05,0,37,35,34,0,37,0,0,33,0,0
09-36-15,0,33,0,0,0,0,0,0,34,0,0
09-36-25,0,34,34,35,0,34,0,0,34,0,0
09-36-35,0,35,36,0,0,35,0,0,34,0,0
09-36-45,0,39,37,0,33,36,0,0,34,0,0
09-36-55,0,34,33,34,41,34,39,0,36,0,0
09-37-05,0,36,35,0,33,33,0,0,34,0,0
09-37-15,0,37,37,33,35,35,0,0,0,0,0
09-37-25,0,0,33,34,34,34,0,0,0,0,0
09-37-35,0,0,33,35,36,0,0,0,0,0,0
09-37-45,0,35,36,0,38,35,0,0,34,0,35
09-37-55,0,36,35,0,0,39,0,0,0,0,33
09-38-05,0,36,37,33,36,34,0,0,0,0,38
09-38-15,0,34,36,0,0,34,0,0,33,0,0
09-38-25,0,35,35,0,34,37,0,0,34,0,37
09-38-35,0,34,42,0,38,37,0,0,34,0,38
09-38-45,0,34,37,0,34,33,0,0,33,0,34
09-38-55,0,37,41,33,34,34,0,0,0,0,50
09-39-05,0,36,34,0,34,34,0,0,0,0,33
09-39-15,0,37,35,0,33,38,0,0,0,0,33
09-39-25,0,37,34,0,34,37,0,0,33,0,33
09-39-35,0,39,35,0,0,37,0,0,33,0,33
09-39-45,0,35,34,0,0,34,0,0,33,0,33
09-39-55,0,36,34,0,0,34,0,0,33,0,33
09-40-05,0,35,34,0,33,33,0,0,33,0,33
09-40-15,0,34,34,0,34,34,37,0,0,0,38
09-40-25,0,33,36,0,0,0,46,0,0,0,33
09-40-35,0,33,37,0,0,33,45,0,0,0,34
09-40-45,0,33,38,35,34,33,39,0,0,0,37
09-40-55,0,34,36,35,33,33,33,0,0,0,34
09-41-05,0,34,35,37,0,0,0,0,0,0,0
09-41-15,0,34,35,33,0,37,33,0,0,0,0
09-41-25,0,34,39,0,0,34,34,0,0,0,0
09-41-35,0,0,35,33,0,34,35,0,33,0,35
09-41-45,0,35,35,0,0,33,43,0,0,0,0
09-41-55,0,35,36,0,0,39,36,0,0,0,0
09-42-05,0,0,36,0,0,35,35,0,0,0,0
09-42-15,0,0,36,0,0,34,0,0,33,0,0
09-42-25,0,40,37,0,33,33,0,0,0,0,33
09-42-35,0,33,37,0,34,36,0,0,0,0,38
09-42-45,0,34,34,0,0,35,0,0,33,0,0
09-42-55,0,0,35,0,0,36,36,0,33,0,33
09-43-05,0,33,34,0,0,34,37,0,33,0,34
09-43-15,0,33,33,33,0,34,0,0,0,0,33
09-43-25,0,34,34,0,0,35,37,0,33,0,33
09-43-35,0,36,36,0,0,34,35,0,0,34,0
09-43-45,0,0,39,0,0,37,0,0,0,36,0
09-43-55,0,0,34,0,0,0,0,0,33,34,0
09-44-05,0,0,38,0,0,35,0,0,0,34,33
09-44-15,0,0,34,37,0,34,39,0,33,33,33
09-44-25,0,0,35,0,0,34,0,0,33,34,0
09-44-35,0,0,34,0,0,39,33,0,33,35,35
09-44-45,0,0,34,0,0,33,0,0,0,0,33
09-44-55,0,0,36,0,0,36,0,0,33,0,0
09-45-05,0,34,37,0,0,39,0,0,34,0,0
09-45-15,0,34,37,0,0,33,0,0,33,34,0
09-45-25,0,34,0,0,33,33,0,0,34,33,0
09-45-35,0,34,33,0,33,35,0,0,34,0,34
09-45-45,0,36,35,0,34,38,0,0,34,0,0
09-45-55,0,0,42,0,34,38,0,0,33,0,0
09-46-05,0,0,36,0,34,36,0,0,34,39,0
09-46-15,0,0,42,0,34,36,0,0,0,40,0
09-46-25,0,0,37,0,34,0,0,0,0,35,33
09-46-35,0,0,36,0,34,34,0,0,0,36,47
09-46-45,0,0,34,0,0,0,0,0,0,0,40
09-46-55,0,0,34,0,33,0,0,0,0,0,34
09-47-05,0,0,34,0,0,0,0,0,0,0,41
09-47-15,0,0,34,0,0,35,0,0,0,33,51
09-47-25,0,0,34,0,0,0,0,0,0,33,52
09-47-35,0,34,34,0,38,33,0,0,0,0,48
09-47-45,0,34,37,0,36,35,0,0,0,33,37
09-47-55,0,0,46,0,34,39,0,0,0,33,35
09-48-05,0,0,35,0,34,35,0,0,0,33,40
09-48-15,0,0,36,0,34,35,0,0,0,35,34
09-48-25,0,0,38,0,33,33,0,0,0,0,36
09-48-35,0,0,36,0,0,36,0,0,0,0,36
09-48-45,0,0,39,0,0,35,0,0,0,33,38
09-48-55,0,0,36,0,0,35,0,0,0,39,45
09-49-05,0,0,35,0,0,0,0,0,0,33,40
09-49-15,0,34,41,0,0,0,0,0,0,0,36
09-49-25,0,33,0,0,0,33,0,0,0,0,34
09-49-35,0,37,0,0,0,33,0,0,0,35,34
09-49-45,0,34,40,0,0,37,0,0,0,33,35
09-49-55,0,35,0,0,0,33,0,0,0,37,38
09-50-05,0,34,0,0,0,33,0,0,0,0,35
09-50-15,0,36,0,0,0,33,0,0,0,0,37
09-50-25,0,57,0,0,0,33,0,0,33,0,0
09-50-35,0,0,0,0,0,35,0,0,33,0,0
09-50-45,0,34,0,0,0,34,0,0,0,34,0
09-50-55,0,0,0,0,33,34,0,0,0,0,0
09-51-05,0,0,0,0,36,35,0,0,0,0,0
09-51-15,0,36,35,34,34,37,0,0,0,34,0
09-51-25,0,34,0,0,0,36,0,0,33,34,0
09-51-35,0,33,0,0,0,36,0,0,0,34,47
09-51-45,0,34,36,34,0,37,0,0,0,36,0
09-51-55,0,34,34,0,0,38,0,0,33,0,38
09-52-05,0,0,0,0,0,0,0,0,0,0,34
09-52-15,0,37,36,0,0,37,0,0,35,0,41
09-52-25,0,34,35,0,42,37,0,0,35,33,34
09-52-35,0,36,49,0,34,35,0,0,45,0,33
09-52-45,0,0,0,0,50,36,0,0,33,0,34
09-52-55,0,34,35,0,34,41,35,0,0,0,34
09-53-05,0,33,40,43,33,40,0,0,0,34,0
09-53-15,0,0,0,33,34,36,0,0,0,38,0
09-53-25,0,0,33,33,0,34,0,0,0,40,0
09-53-35,0,34,34,33,37,42,0,0,33,38,0
09-53-45,0,33,35,33,33,46,0,0,0,33,0
09-53-55,36,35,34,0,33,36,0,0,35,35,0
09-54-05,0,0,0,0,0,0,48,0,0,0,36
09-54-15,0,35,33,0,45,34,0,0,44,35,35
09-54-35,0,0,35,33,0,34,0,0,0,0,0
09-54-45,0,33,34,0,0,36,0,0,0,0,36
09-54-55,0,34,33,0,0,43,0,0,33,33,37
09-55-05,0,0,33,0,0,38,0,0,0,0,35
09-55-15,0,0,34,37,0,0,0,0,0,33,36
09-55-25,0,0,36,35,0,36,0,0,0,0,42
09-55-35,0,33,35,34,0,36,0,0,0,0,39
09-55-45,0,0,34,0,0,35,0,0,0,0,0
09-55-55,0,0,34,0,0,34,0,0,33,33,0
09-56-05,0,0,0,0,0,34,0,0,0,0,0
09-56-15,0,33,35,0,35,36,0,0,33,33,0
09-56-25,0,33,35,0,34,36,0,0,0,36,0
09-56-35,0,0,0,0,0,38,0,0,0,0,0
09-56-45,0,34,0,0,0,37,0,0,33,0,0
09-56-55,0,0,36,0,0,41,0,0,0,0,0
09-57-05,0,0,33,0,0,46,0,0,0,0,0
09-57-15,0,33,33,0,0,42,0,0,0,0,0
09-57-25,0,33,0,0,0,50,0,0,0,0,0
09-57-35,0,0,36,0,0,38,0,0,0,0,0
09-57-45,0,0,34,0,0,46,0,0,0,0,0
09-57-55,0,0,33,0,33,50,0,0,0,0,33
09-58-05,0,34,36,37,0,34,0,0,0,33,34
09-58-15,0,33,33,0,0,34,0,0,0,0,33
09-58-25,0,33,36,33,33,36,0,0,33,36,34
09-58-35,0,33,33,0,0,39,0,0,0,0,0
09-58-45,0,34,34,0,0,36,0,0,0,34,35
09-58-55,0,0,35,33,0,36,35,0,0,0,0
09-59-05,0,33,35,0,0,34,36,0,34,0,33
09-59-15,0,0,34,34,0,42,0,0,34,0,33
09-59-25,34,33,0,0,0,34,33,0,42,0,0
09-59-35,0,33,0,0,0,33,0,0,35,0,0
09-59-45,0,34,34,0,0,0,0,0,34,0,34
09-59-55,0,36,0,0,0,35,0,0,34,0,0
10-00-05,0,34,0,0,0,33,0,0,0,0,0
10-00-15,0,34,0,0,41,35,0,0,0,0,0
10-00-25,0,34,33,0,0,34,0,0,0,0,0
10-00-35,0,0,0,0,0,37,0,0,0,33,0
10-00-45,0,0,33,0,0,34,0,0,33,0,0
10-00-55,36,36,35,0,0,37,0,0,39,0,33
10-01-05,0,35,0,0,0,34,33,0,44,0,39
10-01-15,0,0,0,0,0,36,0,0,0,0,0
10-01-25,0,0,0,0,0,34,35,0,0,0,0
10-01-35,0,33,0,0,0,34,33,0,33,0,0
10-01-45,0,0,33,0,0,35,0,0,33,0,0
10-01-55,0,0,0,0,0,33,0,0,36,0,0
10-02-05,0,0,0,0,0,0,0,0,33,0,0
10-02-15,0,0,0,0,0,36,35,0,33,0,0
10-02-25,0,0,33,0,0,35,37,0,33,0,0
10-02-35,0,0,0,0,0,33,36,0,33,0,0
10-02-45,0,0,0,0,0,34,0,0,0,0,0
10-02-55,0,0,0,0,0,34,0,0,0,0,33
10-03-05,0,0,33,0,0,36,0,0,0,0,0
10-03-15,0,0,34,0,0,34,0,0,39,0,33
10-03-25,0,33,35,0,0,33,0,0,0,0,33
10-03-35,0,38,34,0,0,0,0,0,33,0,33
10-03-45,0,41,34,0,0,33,0,0,33,0,33
10-03-55,0,40,34,33,0,34,0,0,34,0,33
10-04-05,0,38,0,0,0,34,0,0,0,33,34
10-04-15,0,37,0,0,0,40,0,0,0,34,0
10-04-25,0,37,36,0,0,36,0,0,0,39,0
10-04-35,0,38,34,0,0,33,0,0,0,45,0
10-04-45,0,0,38,0,34,34,0,0,33,40,34
10-04-55,0,0,34,33,33,37,0,0,0,44,0
10-05-05,0,0,35,0,37,33,0,0,33,41,0
10-05-15,0,0,34,0,33,0,0,0,0,41,0
10-05-25,0,0,0,33,34,35,0,0,33,43,38
10-05-35,0,0,0,0,34,33,0,0,0,34,0
10-05-45,0,0,0,0,33,34,0,0,0,33,0
10-05-55,0,0,0,33,38,35,0,0,36,33,39
10-06-05,0,0,34,34,35,35,0,0,36,35,0
10-06-15,0,0,36,43,33,0,0,0,33,0,0
10-06-25,0,0,37,34,34,34,0,0,33,0,0
10-06-35,0,0,35,33,0,34,0,0,0,0,0
10-06-45,0,0,37,40,34,0,0,0,35,33,0
10-06-55,0,0,33,0,34,0,0,0,33,33,0
10-07-05,0,0,39,33,40,0,0,0,33,35,0
10-07-15,0,0,34,34,0,34,0,0,34,0,0
10-07-25,0,0,0,0,0,40,0,0,34,42,0
10-07-35,0,0,0,0,0,39,0,0,33,35,0
10-07-45,0,0,0,0,0,45,0,0,0,0,0
10-07-55,0,0,0,0,0,37,0,0,33,36,0
10-08-05,0,0,35,0,37,33,0,0,0,0,0
10-08-15,0,0,0,0,0,36,0,0,0,0,0
10-08-25,0,0,0,0,0,34,0,0,0,0,0
10-08-35,0,0,0,0,34,34,0,0,0,0,0
10-08-45,0,34,0,0,34,34,0,0,0,0,0
10-08-55,0,35,38,33,0,34,0,0,0,0,0
10-09-05,0,39,35,42,0,35,0,0,0,0,38
10-09-15,0,36,33,34,0,36,0,0,0,0,33
10-09-25,0,34,36,0,34,33,0,0,0,0,35
10-09-35,0,37,0,0,34,35,0,0,0,0,33
10-09-45,0,47,0,0,0,35,0,0,0,0,0
10-09-55,0,0,35,0,0,34,0,0,34,0,33
10-10-05,0,0,38,33,35,37,0,0,0,0,33
10-10-15,0,0,35,0,34,34,0,0,0,0,0
10-10-25,0,0,33,0,34,36,37,0,0,0,33
10-10-35,0,0,35,33,0,37,35,0,33,0,0
10-10-45,0,0,34,0,33,38,0,0,0,0,0
10-10-55,0,0,37,34,34,35,0,0,0,0,36
10-11-05,0,0,52,40,35,35,0,0,0,34,34
10-11-15,0,0,39,38,33,40,0,0,0,0,34
10-11-25,0,0,36,0,34,39,0,0,0,0,38
10-11-35,0,0,34,0,34,37,0,0,0,0,0
10-11-45,0,0,36,0,34,38,0,0,33,0,0
10-11-55,0,0,35,0,33,40,0,0,0,0,0
10-12-05,0,0,34,34,34,37,0,0,33,0,0
10-12-15,0,0,35,33,34,42,0,0,33,0,0
10-12-25,0,0,34,0,33,40,38,0,33,0,36
10-12-35,0,0,36,33,33,35,33,0,0,0,40
10-12-45,0,0,40,0,0,38,33,0,0,0,35
10-12-55,0,0,42,0,34,37,0,0,0,0,0
10-13-05,0,0,36,0,0,35,0,0,33,0,0
10-13-15,0,0,39,0,35,35,0,0,0,0,36
10-13-25,0,0,0,0,34,40,0,0,0,0,37
10-13-35,0,0,0,0,34,38,0,0,0,0,33
10-13-45,0,0,0,0,34,38,0,0,0,0,0
10-13-55,0,0,0,0,38,38,0,0,33,0,0
10-14-05,0,0,0,0,34,39,0,0,0,0,0
10-14-15,0,0,0,0,33,35,0,0,33,0,0
10-14-25,0,0,0,36,33,41,0,0,34,0,0
10-14-35,0,0,39,33,34,0,0,0,0,0,0
10-14-45,0,0,34,0,33,34,0,0,0,0,0
10-14-55,0,0,36,0,0,36,0,0,0,0,0
10-15-05,0,0,35,34,33,36,0,0,33,0,0
10-15-15,0,0,37,33,36,39,0,0,33,0,0
10-15-25,0,0,34,33,34,40,0,0,0,0,0
10-15-35,0,0,37,0,36,37,0,0,33,0,0
10-15-45,0,0,35,0,0,0,0,0,0,0,0
10-15-55,0,0,33,0,34,34,0,0,35,0,0
10-16-05,33,0,34,0,0,34,0,0,38,0,0
10-16-15,0,0,36,0,34,35,0,0,33,0,0
10-16-25,0,0,34,0,33,35,0,0,33,0,0
10-16-35,0,0,33,0,34,0,0,0,33,0,34
10-16-45,0,0,0,0,0,0,0,0,33,0,34
10-16-55,0,0,33,0,0,33,0,0,34,0,33
10-17-05,0,0,33,0,36,0,0,0,33,0,0
10-17-15,0,0,35,0,41,0,0,0,34,0,0
10-17-25,0,0,35,33,35,0,0,0,33,0,0
10-17-35,0,0,0,0,35,0,0,0,33,0,0
10-17-45,0,0,0,33,34,0,0,0,34,0,0
10-17-55,0,0,0,34,35,0,0,0,33,0,0
10-18-05,0,0,0,0,38,33,0,0,35,0,33
10-18-15,0,0,0,33,38,35,34,0,0,0,34
10-18-25,0,0,0,0,0,33,38,0,0,0,0
10-18-35,0,0,0,44,0,34,39,0,0,0,35
10-18-45,0,0,0,0,33,34,43,0,33,0,36
10-18-55,0,0,0,0,0,34,41,0,0,0,37
10-19-05,0,0,0,34,0,0,45,0,33,0,40
10-19-15,0,0,0,0,0,34,36,0,0,0,39
10-19-25,0,0,0,0,0,37,35,0,0,0,34
10-19-35,0,0,36,0,0,37,39,0,33,0,34
10-19-45,0,0,37,0,0,36,43,0,0,0,34
10-19-55,0,0,0,0,0,37,38,0,33,0,35
10-20-05,0,0,0,0,0,35,40,0,33,0,33
10-20-15,0,0,0,0,0,35,36,0,33,0,33
10-20-25,0,0,34,0,0,34,41,0,33,0,0
10-20-35,0,0,0,0,36,35,43,0,33,0,0
10-20-45,0,0,0,0,38,34,37,0,33,0,0
10-20-55,0,0,0,0,34,33,0,0,36,0,0
10-21-05,0,0,0,0,0,0,36,0,0,0,33
10-21-15,0,0,0,0,0,0,0,0,0,0,33
10-21-25,0,0,33,0,0,0,33,0,34,0,33
10-21-35,0,0,0,0,0,33,37,0,0,0,34
10-21-45,0,0,0,0,0,0,40,0,33,0,33
10-21-55,0,0,0,0,0,0,39,0,33,0,0
10-22-05,0,0,0,0,0,0,34,0,33,0,33
10-22-35,0,0,0,0,0,33,34,0,35,0,0
10-22-45,0,0,0,0,0,34,38,0,33,0,0
10-22-55,0,0,0,0,0,37,40,0,0,0,34
10-23-05,0,0,0,0,0,37,40,0,0,0,33
10-23-15,35,0,0,0,0,36,39,0,0,0,40
