date,Uriah,Veylan,Sofi,Neve,Elliot,Riella,Dash,Eleanor,Bodhi,Mary,Erin
09-00-05,0,45,65,59,53,62,71,0,57,41,0
09-00-15,0,46,66,59,54,63,70,0,58,41,0
09-00-25,0,45,66,59,54,63,71,0,57,41,0
09-00-35,0,45,66,58,54,62,71,0,58,42,0
09-00-45,33,46,66,59,54,63,71,0,57,41,0
09-00-55,0,45,66,58,54,63,71,0,57,41,0
09-01-05,0,45,66,58,54,63,71,0,58,41,0
09-01-15,33,45,66,59,54,63,71,0,58,41,0
09-01-25,0,46,66,58,55,63,71,0,58,40,0
09-01-35,0,46,66,58,52,63,71,0,58,41,0
09-01-45,0,45,66,59,54,63,71,0,58,42,0
09-01-55,0,45,66,58,54,62,71,0,57,41,0
09-02-05,0,45,66,58,55,62,71,0,58,40,0
09-02-15,33,45,66,58,54,62,71,0,57,41,0
09-02-25,0,45,66,58,54,63,71,0,57,41,0
09-02-35,0,46,66,58,54,62,71,0,58,41,0
09-02-45,0,45,66,58,54,62,71,0,58,41,0
09-02-55,0,46,66,58,54,63,71,0,58,41,0
09-03-05,0,47,66,58,54,63,71,0,57,41,0
09-03-15,0,46,67,58,54,63,71,0,57,41,0
09-03-25,0,47,66,58,54,62,71,0,57,40,0
09-03-35,0,46,66,58,54,63,70,0,58,41,0
09-03-45,0,46,66,58,54,63,71,0,57,41,0
09-03-55,0,46,66,58,54,62,71,0,57,41,0
09-04-05,0,46,66,58,55,63,71,0,58,41,0
09-04-15,0,46,66,58,55,63,71,0,57,42,0
09-04-25,0,45,66,58,55,62,71,0,57,41,0
09-04-35,0,45,66,58,55,63,71,0,58,40,0
09-04-45,0,45,66,58,53,63,71,0,57,40,0
09-04-55,0,46,66,59,53,63,71,0,57,40,0
09-05-05,33,46,66,58,54,63,71,0,58,39,0
09-05-15,0,45,66,58,53,63,70,0,57,41,0
09-05-25,0,45,66,59,54,62,71,0,58,41,0
09-05-35,0,46,66,58,53,62,71,0,57,41,0
09-05-45,0,46,66,58,53,63,71,0,57,40,0
09-05-55,0,45,66,58,54,62,71,0,58,40,0
09-06-05,0,45,66,58,54,63,71,0,57,40,0
09-06-15,0,46,66,58,54,62,71,0,57,40,0
09-06-25,0,46,66,59,53,63,70,0,57,41,0
09-06-35,0,46,66,58,54,63,71,0,58,41,0
09-06-45,0,45,67,58,54,63,71,0,57,41,0
09-06-55,0,45,66,58,55,63,71,0,58,41,0
09-07-05,0,44,66,58,54,63,71,0,58,40,0
09-07-15,0,45,66,58,53,63,71,0,57,41,0
09-07-25,0,45,66,59,53,63,71,0,58,41,0
09-07-35,0,46,66,59,54,63,71,0,57,41,0
09-07-45,0,46,66,58,54,62,71,0,58,41,0
09-07-55,0,46,66,58,54,63,71,0,57,41,0
09-08-05,0,46,66,58,55,63,71,0,57,41,0
09-08-15,0,45,66,59,54,63,71,0,58,41,0
09-08-25,0,45,66,59,54,62,70,0,58,41,0
09-08-35,0,46,66,58,54,63,71,0,57,40,0
09-08-45,0,46,66,58,53,62,71,0,57,41,0
09-08-55,0,44,66,59,54,63,70,0,58,41,0
09-09-05,0,45,66,59,54,62,71,0,58,41,0
09-09-15,0,46,66,59,53,63,71,0,57,41,0
09-09-25,0,46,66,59,55,63,71,0,57,41,0
09-09-35,33,46,65,58,53,63,71,0,57,40,0
09-09-45,0,44,66,58,55,63,70,0,57,41,0
09-09-55,0,45,66,58,54,63,71,0,58,41,0
09-10-05,33,46,67,58,53,63,70,0,58,40,0
09-10-15,0,45,66,59,53,63,71,0,58,41,0
09-10-25,0,45,66,58,54,62,71,0,58,40,0
