date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
13-11-05,0,37,64,55,59,0,62,46,0,34,0
13-12-05,0,43,64,53,61,0,60,45,0,34,0
13-13-05,0,41,65,47,60,0,59,47,0,34,0
13-14-05,0,43,64,34,60,0,60,47,0,33,0
13-15-05,0,42,64,0,60,0,60,47,0,33,0
13-16-05,0,43,64,0,61,0,60,47,0,32,0
13-17-05,0,43,64,0,61,0,59,47,0,33,0
13-18-05,0,42,64,0,60,0,60,47,0,33,0
13-19-05,0,42,63,0,60,0,34,47,0,34,0
13-20-05,0,44,64,0,61,0,38,47,0,33,0
13-21-05,0,41,64,0,60,0,0,48,0,33,0
13-22-05,0,43,65,0,61,0,32,48,0,35,0
13-23-05,0,44,64,0,61,0,0,47,0,34,0
13-24-05,0,45,43,0,61,0,0,46,0,34,0
13-25-05,0,44,0,0,62,0,0,32,0,35,0
13-26-05,0,45,33,0,61,0,0,0,0,34,0
13-27-05,0,45,0,0,61,0,0,0,0,34,0
13-28-05,0,45,0,0,61,0,0,0,0,34,0
13-29-05,0,45,32,0,61,0,34,0,0,34,0
13-30-05,0,45,32,39,61,0,0,0,0,33,0
13-31-05,0,45,0,0,61,0,0,0,0,34,0
13-32-05,0,44,34,0,61,0,0,0,0,34,0
13-33-05,0,44,33,0,61,0,0,0,0,33,0
13-34-05,0,44,31,0,61,0,0,0,0,34,0
13-35-05,0,44,0,0,61,0,0,0,0,33,0
13-36-05,0,44,35,0,61,0,0,0,0,33,0
13-37-05,0,44,34,0,61,0,0,0,0,33,0
13-38-05,0,44,0,0,61,0,0,0,0,34,0
13-39-05,0,44,31,0,61,0,0,0,0,33,0
13-40-05,0,44,0,0,61,0,0,0,0,34,0
13-41-05,0,44,0,0,61,0,0,0,0,34,0
13-42-05,0,44,33,0,61,0,0,0,0,34,0
13-43-05,0,44,33,0,61,0,0,0,0,34,0
13-44-05,0,44,0,0,61,0,0,0,0,34,0
13-45-05,0,44,0,0,61,0,0,0,0,34,0
13-46-05,0,44,33,0,61,0,0,0,0,34,0
13-47-05,0,44,0,0,61,0,0,0,0,34,0
13-48-05,0,44,0,0,62,0,0,0,0,34,0
13-49-05,0,44,0,0,61,0,0,0,0,34,0
13-50-05,0,44,0,0,61,0,0,0,0,34,0
13-51-05,0,44,0,0,61,0,0,0,0,34,0
13-52-05,0,44,0,0,61,0,0,0,0,34,0
13-53-05,0,44,0,0,61,0,0,0,0,33,0
13-54-05,0,44,31,0,61,0,0,0,0,33,0
13-55-05,0,44,0,0,61,0,0,0,0,33,0
13-56-05,0,44,0,0,61,0,0,0,0,35,0
13-57-05,0,44,0,0,61,0,0,0,0,34,0
13-58-05,0,44,34,0,61,0,0,0,0,34,0
13-59-05,0,44,0,0,61,0,0,0,0,34,0
14-00-05,0,44,0,0,61,0,0,0,0,35,0
14-01-05,0,44,0,0,61,0,0,0,0,34,0
14-02-05,0,44,0,0,61,0,0,0,0,33,0
14-03-05,0,41,0,0,61,0,0,0,0,34,0
14-04-05,0,41,0,0,61,0,0,0,0,34,0
14-05-05,0,41,0,0,61,0,0,0,0,33,0
14-06-05,0,41,0,0,61,0,0,0,0,35,0
14-07-05,0,41,0,0,61,0,0,0,0,35,0
14-08-05,0,41,0,0,61,0,0,0,0,34,0
14-09-05,0,41,0,0,61,0,0,0,0,34,0
14-10-05,0,41,0,0,61,0,0,0,0,33,0
14-11-05,0,41,0,0,61,0,0,0,0,33,0
14-12-05,0,41,0,0,61,0,0,0,0,33,0
14-13-05,0,41,0,0,61,0,0,0,0,33,0
14-14-05,0,41,0,0,61,0,0,0,0,34,0
14-15-05,0,41,0,0,61,0,0,0,0,34,0
14-16-05,0,41,0,0,61,0,0,0,0,34,0
14-17-05,0,41,0,0,61,0,0,0,0,34,0
14-18-05,0,42,0,0,61,0,0,0,0,33,0
14-19-05,0,43,0,33,61,0,0,0,0,34,0
14-20-05,0,42,0,0,61,0,0,0,0,34,0
14-21-05,0,42,0,0,61,0,0,0,0,34,0
14-22-05,0,42,0,0,61,0,0,0,0,33,0
14-23-05,0,42,0,0,61,0,0,0,0,34,0
14-24-05,0,42,0,0,61,0,0,0,0,34,0
14-25-05,0,42,0,0,61,0,0,0,0,34,0
14-26-05,0,42,0,0,61,0,0,0,0,34,0
14-27-05,0,42,0,0,61,0,0,0,0,34,0
14-28-05,0,42,0,0,62,0,0,0,0,34,0
14-29-05,0,42,0,0,61,0,0,0,0,34,0
14-30-05,0,42,0,33,61,0,0,0,0,34,0
14-31-05,0,42,0,0,61,0,0,0,0,34,0
14-32-05,0,42,0,0,61,0,0,0,0,34,0
14-33-05,0,42,0,0,61,0,0,0,0,35,0
14-34-05,0,42,0,0,62,0,0,0,0,34,0
14-35-05,0,43,0,0,62,0,0,0,0,34,0
