0 0 95
0 1 83868
0 2 60081
0 3 33701
0 4 66183
0 5 56600
0 6 130431
0 7 26908
0 8 80012
0 9 111778
0 10 4873
0 11 6460
1 0 85037
1 1 0
1 2 195068
1 3 49037
1 4 234406
1 5 168576
1 6 233755
1 7 42734
1 8 90290
1 9 129215
1 10 57673
1 11 12010
2 0 60121
2 1 189817
2 2 0
2 3 46996
2 4 303576
2 5 179594
2 6 316276
2 7 41635
2 8 58198
2 9 194254
2 10 65771
2 11 5579
